Rank,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
139,Cameron Johnson,25,PHO,PF,66,16,1730,.460,18.4,.356,.127,.147,.041,.041,.644,.523,.766,.483,.240,.200,.425,.673,.976,.035,19,.368,.465,1,0,6MOY-3,johnsca02
140,Gary Harris,27,ORL,SG,61,30,1730,.434,17.2,.454,.145,.152,.051,.107,.546,.494,.675,.464,.429,.322,.384,.589,.931,.014,7,.464,.471,0,0,,harriga01
141,OG Anunoby,24,TOR,SF,48,48,1728,.443,14.7,.545,.255,.118,.080,.076,.455,.511,.691,.354,.393,.283,.363,.448,.835,.109,62,.290,.478,0,0,,anunoog01
142,Precious Achiuwa,22,TOR,C,73,28,1725,.439,10.1,.741,.343,.267,.083,.035,.259,.468,.618,.335,.380,.190,.359,.584,.964,.143,67,.429,.313,0,0,,achiupr01
143,Deandre Ayton,23,PHO,C,58,58,1713,.634,6.9,.973,.321,.395,.184,.056,.027,.642,.790,.593,.555,.385,.368,.795,1.000,.141,92,.000,,0,0,,aytonde01
144,Garrison Mathews,25,HOU,SG,65,33,1712,.399,22.5,.163,.104,.041,.009,.009,.837,.600,.771,.316,.250,.250,.360,.756,.978,.024,10,.244,.330,0,0,,mathega01
145,Josh Giddey,19,OKC,SF,54,54,1700,.419,12.4,.682,.193,.330,.096,.052,.318,.492,.659,.439,.422,.314,.263,.302,.786,.009,4,.202,.326,0,0,,giddejo01
146,Pat Connaughton,29,MIL,SF,65,19,1691,.458,19.7,.254,.157,.065,.022,.006,.746,.643,.744,.500,.636,.000,.395,.778,.938,.018,8,.284,.448,1,0,,connapa01
147,Chris Boucher,29,TOR,SF,80,9,1690,.464,12.0,.603,.426,.113,.026,.033,.397,.575,.659,.400,.400,.211,.297,.665,.985,.128,67,.275,.429,1,0,,bouchch01
148,Matisse Thybulle,24,PHI,SG,66,50,1685,.500,13.1,.520,.407,.097,.017,.000,.480,.673,.795,.276,.000,,.313,.733,.956,.203,60,.486,.371,0,0,DPOY-11DEF2,thybuma01
149,Anfernee Simons,22,POR,SG,57,30,1681,.443,18.7,.445,.112,.118,.108,.104,.555,.490,.562,.489,.488,.422,.405,.195,.631,.011,8,.090,.400,2,0,,simonan01
150,Coby White,21,CHI,PG,61,17,1675,.433,17.4,.452,.183,.130,.065,.073,.548,.491,.661,.357,.381,.404,.385,.420,.897,.008,5,.198,.471,2,0,,whiteco01
151,Danilo Gallinari,33,ATL,PF,66,18,1672,.434,18.2,.508,.114,.087,.151,.149,.492,.485,.721,.385,.467,.382,.381,.463,.911,.032,19,.116,.471,2,1,,gallida01
152,Eric Gordon,33,HOU,SG,57,46,1669,.475,16.2,.466,.238,.200,.021,.007,.534,.548,.679,.416,.333,.500,.412,.340,.718,.005,3,.066,.500,0,0,,gordoer01
153,Kevin Love,33,CLE,C,74,4,1665,.430,19.5,.373,.109,.097,.084,.075,.627,.493,.723,.473,.391,.333,.392,.564,.930,.007,4,.170,.358,1,0,6MOY-2,loveke01
154,Luguentz Dort,22,OKC,SG,51,51,1665,.404,16.2,.461,.187,.201,.029,.032,.539,.487,.618,.425,.238,.348,.332,.485,.869,.034,22,.141,.436,1,0,,dortlu01
155,John Collins,24,ATL,PF,54,53,1663,.526,10.9,.727,.325,.208,.124,.054,.273,.588,.746,.463,.438,.400,.364,.771,.984,.141,82,.318,.375,0,0,,collijo01
156,De'Anthony Melton,23,MEM,SG,73,15,1657,.404,17.0,.465,.164,.164,.068,.065,.535,.440,.605,.368,.383,.289,.374,.472,.856,.037,21,.156,.500,3,0,6MOY-8,meltode01
157,KJ Martin,21,HOU,SF,79,2,1656,.533,9.8,.679,.455,.222,.002,.000,.321,.617,.739,.371,.000,,.357,.735,1.000,.256,114,.274,.283,0,0,,martike04
158,Killian Hayes,20,DET,PG,66,40,1647,.383,14.3,.636,.163,.253,.135,.085,.364,.452,.747,.345,.387,.308,.263,.341,.909,.031,13,.359,.333,0,0,,hayeski01
159,Montrezl Harrell,28,2TM,C,71,3,1641,.645,4.3,.969,.577,.258,.077,.034,.031,.658,.769,.524,.395,.316,.235,.641,1.000,.285,149,.118,.500,2,0,6MOY-9,harremo01
160,Lonnie Walker IV,23,SAS,SG,70,6,1612,.407,17.0,.538,.166,.122,.093,.157,.462,.487,.693,.430,.366,.383,.314,.540,.856,.029,21,.195,.362,5,0,,walkelo01
161,Cory Joseph,30,DET,PG,65,39,1600,.445,14.7,.608,.220,.210,.065,.113,.393,.465,.614,.429,.346,.311,.414,.416,.862,.003,0,.248,.487,2,0,,josepco01
162,Josh Richardson,28,2TM,SG,65,7,1600,.438,17.2,.539,.109,.154,.178,.099,.461,.458,.655,.390,.432,.396,.415,.477,.990,.017,8,.183,.422,1,0,,richajo01
163,Torrey Craig,31,2TM,SF,78,16,1596,.454,16.1,.469,.229,.141,.057,.041,.531,.594,.723,.532,.400,.333,.329,.577,.935,.041,18,.397,.355,2,0,,craigto01
164,Gabe Vincent,25,MIA,PG,68,27,1589,.417,19.5,.370,.138,.078,.082,.072,.630,.500,.563,.475,.524,.378,.368,.400,.798,.002,1,.251,.420,5,0,,vincega01
165,Max Strus,25,MIA,SF,68,16,1587,.441,20.9,.216,.133,.053,.016,.012,.784,.557,.667,.433,.222,.429,.410,.779,.950,.016,7,.256,.504,1,0,,strusma01
166,Jusuf Nurkić,27,POR,C,56,56,1579,.535,5.9,.907,.478,.350,.030,.037,.093,.563,.648,.481,.278,.364,.268,.614,.933,.060,34,.018,1.000,0,0,,nurkiju01
167,De'Andre Hunter,24,ATL,SF,53,52,1577,.442,13.7,.661,.214,.174,.151,.106,.339,.474,.650,.410,.402,.328,.379,.644,.919,.042,21,.405,.405,0,0,,huntede01
168,Amir Coffey,24,LAC,SG,69,30,1567,.453,16.8,.455,.165,.167,.077,.045,.545,.542,.779,.449,.417,.238,.378,.591,.938,.034,14,.291,.365,1,0,,coffeam01
169,Oshae Brissett,23,IND,SF,67,25,1564,.411,13.7,.532,.318,.152,.024,.030,.468,.465,.578,.299,.167,.267,.350,.648,.964,.075,32,.321,.382,1,0,,brissos01
170,Marcus Morris,32,LAC,PF,54,54,1564,.434,17.6,.602,.046,.145,.240,.171,.398,.478,.688,.490,.470,.424,.367,.327,.901,.001,0,.215,.373,2,0,,morrima03
171,Gordon Hayward,31,CHO,SF,49,48,1564,.459,14.4,.643,.214,.173,.157,.099,.357,.496,.682,.327,.381,.574,.391,.579,.872,.032,19,.205,.444,0,0,,haywago01
172,Tyus Jones,25,MEM,PG,73,23,1549,.451,15.0,.629,.098,.241,.241,.045,.371,.487,.593,.496,.459,.360,.390,.367,.813,.000,0,.200,.390,0,0,6MOY-11,jonesty01
173,Chris Duarte,24,IND,SG,55,39,1541,.432,15.2,.589,.196,.134,.143,.103,.411,.475,.631,.373,.371,.453,.369,.466,.766,.026,14,.271,.377,4,0,,duartch01
174,Trey Lyles,26,2TM,PF,75,23,1537,.466,12.5,.628,.292,.224,.077,.036,.372,.552,.671,.516,.279,.400,.321,.600,1.000,.046,23,.239,.380,1,0,,lylestr01
175,Javonte Green,28,CHI,SF,65,45,1519,.542,9.1,.689,.535,.123,.031,.000,.311,.625,.695,.425,.200,,.356,.679,1.000,.194,58,.594,.433,0,0,,greenja02
176,Talen Horton-Tucker,21,LAL,SG,60,19,1511,.416,12.8,.662,.297,.204,.100,.059,.338,.492,.613,.409,.389,.344,.269,.406,.796,.035,16,.187,.324,0,0,,hortota01
177,Jerami Grant,27,DET,PF,47,47,1500,.426,15.2,.637,.202,.149,.106,.180,.363,.465,.631,.442,.243,.429,.358,.498,.967,.049,29,.358,.330,1,0,,grantje01
178,Alperen Şengün,19,HOU,C,72,13,1489,.474,9.0,.777,.429,.297,.042,.010,.223,.539,.671,.385,.318,.400,.248,.436,.966,.099,44,.085,.200,6,0,,sengual01
179,Kyle Anderson,28,MEM,PF,69,11,1484,.446,10.5,.768,.273,.301,.141,.045,.232,.481,.648,.440,.333,.238,.330,.514,.944,.043,19,.413,.422,0,0,,anderky01
180,Kristaps Porziņģis,26,2TM,PF,51,51,1481,.459,14.3,.671,.214,.183,.186,.089,.329,.532,.762,.414,.420,.456,.310,.682,.987,.124,85,.028,.429,1,0,,porzikr01
181,Austin Rivers,29,DEN,SG,67,18,1480,.417,17.9,.340,.160,.151,.020,.009,.660,.563,.750,.453,.143,.000,.342,.463,.848,.006,2,.450,.471,0,0,,riverau01
182,Patrick Beverley,33,MIN,PG,58,54,1476,.406,16.3,.445,.170,.206,.050,.018,.555,.485,.568,.433,.545,.125,.343,.255,.759,.000,0,.227,.473,1,0,,beverpa01
183,Nickeil Alexander-Walker,23,2TM,SG,65,21,1466,.372,16.8,.503,.207,.160,.069,.056,.497,.433,.574,.321,.383,.289,.311,.385,.876,.015,8,.234,.380,2,0,,alexani01
184,Cedi Osman,26,CLE,SF,66,3,1462,.432,17.9,.372,.227,.107,.017,.021,.628,.559,.654,.443,.200,.417,.357,.689,.867,.014,8,.181,.415,1,0,,osmande01
185,Nicolas Batum,33,LAC,PF,59,54,1462,.463,19.5,.302,.116,.041,.057,.075,.698,.607,.822,.375,.636,.379,.400,.803,.944,.044,13,.307,.470,0,0,,batumni01
186,Norman Powell,28,2TM,SF,45,41,1458,.461,14.3,.582,.256,.179,.058,.089,.418,.491,.568,.407,.514,.426,.419,.509,.877,.026,13,.316,.388,0,0,,powelno01
187,Delon Wright,29,ATL,SG,77,8,1452,.454,13.9,.569,.290,.178,.045,.041,.431,.510,.615,.417,.250,.455,.379,.436,.818,.022,6,.250,.276,3,0,,wrighde01
188,Maxi Kleber,30,DAL,PF,59,21,1450,.398,19.9,.280,.164,.051,.040,.025,.720,.586,.845,.278,.214,.111,.325,.845,.988,.056,20,.231,.322,1,0,6MOY-11,klebima01
189,Terrence Ross,30,ORL,SG,63,0,1448,.397,18.0,.523,.108,.125,.155,.135,.477,.493,.700,.435,.523,.347,.292,.524,.779,.023,10,.133,.314,4,0,,rosste01
190,Daniel Gafford,23,WAS,C,72,53,1444,.693,2.9,.998,.655,.304,.022,.012,.002,.695,.836,.448,.333,.000,.000,.737,,.438,158,.000,,0,0,,gaffoda01
191,Bradley Beal,28,WAS,SG,40,40,1439,.451,12.6,.728,.195,.237,.170,.101,.272,.508,.693,.415,.473,.462,.300,.358,.603,.017,13,.229,.396,0,0,,bealbr01
192,Landry Shamet,24,PHO,SG,69,14,1437,.394,20.0,.311,.087,.109,.058,.056,.689,.450,.643,.340,.393,.444,.368,.603,.943,.029,13,.302,.396,2,0,,shamela01
193,Andre Drummond,28,2TM,C,73,36,1437,.570,2.8,.993,.707,.261,.021,.005,.007,.574,.641,.434,.222,.000,.000,.591,,.249,93,.000,,2,0,,drumman01
194,Austin Reaves,23,LAL,SG,61,19,1418,.459,16.3,.475,.211,.157,.066,.035,.525,.616,.746,.560,.571,.182,.317,.548,.981,.019,6,.281,.362,3,0,,reaveau01
195,Furkan Korkmaz,24,PHI,SG,67,19,1414,.387,17.4,.434,.187,.149,.047,.051,.566,.515,.739,.314,.500,.292,.289,.524,.870,.021,8,.199,.283,2,0,,korkmfu01
196,Avery Bradley,31,LAL,SG,62,45,1406,.423,17.8,.400,.129,.091,.083,.089,.600,.471,.600,.281,.483,.452,.390,.621,.902,.003,1,.533,.375,0,0,,bradlav01
197,Anthony Davis,28,LAL,C,40,40,1404,.532,9.3,.899,.363,.191,.142,.173,.101,.571,.794,.481,.323,.408,.186,.630,.846,.174,109,.100,.429,0,0,,davisan02
198,R.J. Hampton,20,ORL,SG,64,14,1402,.383,13.7,.600,.217,.304,.044,.035,.400,.405,.525,.360,.200,.313,.350,.333,.906,.028,9,.197,.389,1,0,,hamptrj01
199,Jaxson Hayes,21,NOP,C,70,28,1398,.616,6.6,.857,.533,.259,.040,.018,.143,.660,.774,.485,.375,.286,.351,.747,.950,.276,103,.316,.278,1,0,,hayesja02
200,Otto Porter Jr.,28,GSW,PF,63,15,1396,.464,16.7,.481,.161,.163,.087,.070,.519,.565,.746,.515,.444,.414,.370,.735,.950,.029,11,.241,.327,0,0,,porteot01
201,Raul Neto,29,WAS,PG,70,19,1372,.463,12.0,.728,.231,.313,.159,.025,.272,.526,.667,.449,.471,.545,.292,.331,.686,.000,0,.142,.294,2,0,,netora01
202,Caleb Martin,26,MIA,SF,60,12,1372,.507,12.6,.622,.373,.144,.034,.068,.378,.565,.739,.237,.143,.500,.413,.604,.906,.107,36,.452,.400,1,0,,martica02
203,Tre Mann,20,OKC,PG,60,26,1367,.393,16.6,.537,.102,.264,.092,.078,.463,.421,.533,.394,.407,.370,.360,.286,.663,.014,6,.143,.436,4,0,,manntr01
204,Eric Bledsoe,32,LAC,PG,54,29,1361,.421,14.0,.652,.226,.190,.107,.120,.348,.479,.623,.449,.440,.286,.313,.295,.902,.002,1,.123,.350,2,0,,bledser01
205,Danny Green,34,PHI,SF,62,28,1353,.394,21.8,.153,.069,.047,.019,.019,.847,.469,.682,.200,.500,.333,.380,.870,.922,.003,1,.487,.402,1,0,,greenda02
206,Ziaire Williams,20,MEM,SF,62,31,1346,.450,17.0,.429,.179,.108,.083,.059,.571,.632,.855,.478,.343,.640,.314,.800,.947,.104,44,.463,.321,2,0,,willizi02
207,Josh Christopher,20,HOU,SG,74,2,1334,.448,13.3,.622,.300,.188,.114,.020,.378,.540,.647,.532,.333,.200,.296,.423,.768,.078,35,.217,.317,6,0,,chrisjo01
208,Draymond Green,31,GSW,PF,46,44,1329,.525,9.8,.790,.315,.377,.058,.039,.210,.586,.716,.557,.267,.300,.296,.714,1.000,.093,21,.222,.167,4,0,DPOY-10ASDEF2,greendr01
209,Bones Hyland,21,DEN,SG,69,4,1310,.403,19.4,.373,.123,.130,.072,.049,.627,.465,.700,.284,.341,.536,.366,.364,.687,.009,3,.173,.306,2,0,,hylanbo01
210,Jalen Suggs,20,ORL,PG,48,45,1307,.361,13.3,.642,.263,.245,.069,.066,.358,.443,.611,.313,.395,.306,.214,.365,.667,.035,15,.122,.208,1,0,,suggsja01
211,John Konchar,25,MEM,SG,72,7,1292,.515,14.0,.519,.324,.092,.053,.038,.481,.610,.741,.458,.429,.100,.413,.590,.904,.080,18,.452,.439,0,0,,konchjo01
212,Bryn Forbes,28,2TM,SG,75,2,1286,.429,19.6,.453,.043,.137,.109,.163,.547,.447,.609,.432,.525,.364,.414,.697,.959,.000,0,.173,.569,0,0,,forbebr01
213,Ben McLemore,28,POR,SG,64,6,1285,.401,21.9,.226,.091,.033,.006,.096,.774,.533,.694,.389,.333,.442,.362,.846,.967,.017,8,.309,.488,2,0,,mclembe01
214,Chimezie Metu,24,SAC,C,60,20,1279,.452,14.0,.586,.229,.223,.085,.049,.414,.555,.718,.490,.368,.409,.306,.740,.965,.167,63,.301,.304,0,0,,metuch01
215,Cameron Payne,27,PHO,PG,58,12,1278,.409,13.8,.641,.187,.300,.112,.041,.359,.449,.536,.381,.530,.333,.336,.183,.634,.002,1,.085,.222,1,0,,payneca01
216,Hamidou Diallo,23,DET,SG,58,29,1269,.496,9.5,.823,.333,.300,.122,.068,.177,.550,.691,.500,.391,.361,.247,.517,.913,.101,51,.505,.277,2,0,,diallha01
217,Damion Lee,29,GSW,SG,63,5,1256,.441,16.4,.512,.188,.146,.091,.086,.488,.541,.833,.429,.343,.303,.337,.736,.984,.005,2,.396,.324,2,0,,leeda03
218,George Hill,35,MIL,PG,54,17,1253,.429,15.1,.513,.262,.131,.058,.047,.487,.546,.736,.306,.313,.462,.306,.429,.902,.015,3,.366,.388,1,0,,hillge01
219,Gary Payton II,29,GSW,SG,71,16,1247,.616,10.4,.651,.398,.244,.003,.006,.349,.754,.825,.655,.000,.500,.358,.787,1.000,.180,55,.600,.403,1,0,,paytoga02
220,Brandon Clarke,25,MEM,PF,64,1,1246,.644,5.4,.951,.499,.311,.116,.016,.049,.666,.776,.568,.462,.571,.227,.689,1.000,.179,76,.682,.200,0,0,6MOY-11,clarkbr01
221,Tim Hardaway Jr.,29,DAL,SG,42,20,1245,.394,19.6,.426,.094,.092,.098,.142,.574,.473,.680,.429,.404,.413,.336,.664,.804,.034,15,.194,.322,4,0,,hardati02
222,Drew Eubanks,24,2TM,C,71,31,1245,.596,6.2,.938,.442,.364,.094,.038,.062,.621,.683,.563,.657,.357,.217,.759,1.000,.237,77,.174,.250,0,0,,eubandr01
223,Myles Turner,25,IND,C,42,42,1235,.509,14.5,.534,.239,.211,.048,.025,.466,.662,.798,.566,.526,.500,.333,.676,.984,.061,22,.186,.324,0,0,,turnemy01
224,Aleksej Pokusevski,20,OKC,PF,61,12,1233,.408,14.5,.568,.200,.248,.070,.050,.432,.498,.703,.416,.344,.304,.289,.535,.947,.075,32,.203,.325,0,0,,pokusal01
225,Obi Toppin,23,NYK,PF,72,10,1230,.531,10.5,.643,.505,.108,.017,.013,.357,.655,.728,.392,.375,.333,.308,.824,1.000,.235,102,.491,.349,1,0,,toppiob01
226,Doug McDermott,30,SAS,PF,51,51,1223,.462,16.6,.449,.176,.185,.060,.028,.551,.512,.646,.395,.464,.538,.422,.850,.991,.011,5,.188,.542,0,0,,mcderdo01
227,Isaiah Hartenstein,23,LAC,C,68,0,1216,.626,5.8,.918,.454,.361,.093,.000,.082,.640,.759,.523,.559,,.467,.744,.857,.197,66,.200,.333,0,0,,harteis01
228,Naz Reid,22,MIN,C,77,6,1215,.489,10.6,.651,.395,.242,.008,.000,.349,.568,.681,.374,.500,,.343,.608,.982,.097,39,.223,.486,0,0,,reidna01
229,Lonzo Ball,24,CHI,PG,35,35,1212,.423,19.9,.321,.154,.047,.057,.063,.679,.423,.610,.333,.273,.167,.423,.404,.845,.018,6,.235,.475,2,0,,balllo01
230,Aaron Wiggins,23,OKC,SG,50,35,1209,.463,12.7,.591,.249,.318,.018,.006,.409,.573,.655,.514,.500,.500,.304,.561,.976,.050,15,.362,.340,0,0,,wiggiaa01
231,Malcolm Brogdon,29,IND,PG,36,36,1206,.448,13.0,.657,.273,.188,.103,.076,.343,.518,.628,.451,.411,.415,.312,.238,.569,.009,4,.167,.323,1,0,,brogdma01
232,James Johnson,34,BRK,PF,62,10,1191,.469,9.4,.723,.476,.192,.033,.023,.277,.545,.651,.390,.200,.143,.271,.512,.913,.091,25,.376,.313,0,0,,johnsja01
233,Jonathan Kuminga,19,GSW,SF,70,12,1185,.513,11.0,.676,.341,.276,.043,.015,.324,.598,.771,.433,.400,.286,.336,.608,1.000,.172,74,.349,.250,2,0,,kuminjo01
234,Jordan Nwora,23,MIL,SF,62,13,1185,.403,16.4,.509,.188,.128,.095,.091,.491,.455,.667,.356,.341,.310,.348,.617,.709,.030,10,.291,.348,0,0,,nworajo01
235,Facundo Campazzo,30,DEN,PG,65,4,1184,.361,19.4,.348,.149,.142,.041,.017,.652,.476,.614,.381,.250,.600,.301,.388,.741,.003,0,.197,.289,9,0,,campafa01
236,Shake Milton,25,PHI,SG,55,6,1179,.429,13.4,.670,.199,.278,.136,.057,.330,.481,.700,.402,.400,.304,.323,.369,.930,.005,1,.233,.355,1,0,,miltosh01
237,Taurean Prince,27,MIN,PF,69,8,1177,.454,16.9,.413,.174,.138,.059,.038,.587,.565,.676,.463,.609,.333,.376,.681,.942,.023,7,.402,.446,2,0,,princta02
238,Cam Thomas,20,BRK,SG,67,2,1176,.433,16.0,.654,.107,.145,.250,.151,.346,.520,.574,.521,.548,.434,.270,.415,.702,.002,0,.172,.433,0,0,,thomaca02
239,CJ Elleby,21,POR,SF,58,28,1174,.393,13.3,.591,.312,.169,.075,.036,.409,.462,.615,.231,.478,.182,.294,.631,.973,.036,10,.317,.225,1,0,,ellebcj01
240,JaVale McGee,34,PHO,C,74,17,1172,.629,4.2,.980,.528,.369,.052,.022,.020,.637,.702,.592,.375,.400,.222,.682,1.000,.225,98,.000,,0,0,,mcgeeja01
241,Frank Jackson,23,DET,PG,53,7,1164,.402,17.4,.422,.166,.159,.068,.029,.578,.529,.725,.338,.515,.500,.308,.676,.942,.010,5,.330,.402,0,0,,jacksfr01
242,Hassan Whiteside,32,UTA,C,65,8,1162,.652,3.8,1.000,.552,.376,.058,.015,.000,.652,.802,.516,.263,.000,,.637,,.282,86,,,0,0,,whiteha01
243,Tre Jones,22,SAS,PG,69,11,1148,.490,9.7,.850,.307,.307,.201,.035,.150,.542,.615,.500,.485,.583,.196,.455,.800,.006,1,.451,.217,3,0,,jonestr01
244,Alex Caruso,27,CHI,SG,41,18,1147,.398,15.4,.508,.258,.145,.043,.063,.492,.462,.591,.324,.364,.313,.333,.567,.929,.023,4,.373,.383,2,0,,carusal01
245,Marvin Bagley III,22,2TM,PF,48,25,1146,.504,9.1,.783,.327,.363,.081,.011,.217,.579,.795,.457,.306,.200,.237,.658,.913,.126,52,.485,.213,1,0,,baglema01
246,Nemanja Bjelica,33,GSW,C,71,0,1142,.468,14.1,.564,.260,.260,.023,.020,.436,.549,.674,.438,.500,.429,.362,.689,.944,.026,9,.128,.368,0,0,,bjeline01
247,Ish Smith,33,2TM,PG,65,1,1126,.430,13.1,.844,.200,.172,.205,.267,.156,.441,.500,.392,.364,.487,.373,.181,.720,.002,1,.224,.533,1,0,,smithis01
248,Joe Ingles,34,UTA,SF,45,15,1122,.404,21.3,.211,.039,.147,.014,.011,.789,.617,.818,.619,.250,.333,.347,.595,.756,.000,0,.187,.405,0,0,,inglejo01
249,Garrett Temple,35,NOP,SG,59,16,1098,.376,18.0,.373,.169,.071,.071,.051,.627,.473,.620,.429,.238,.267,.319,.596,.983,.010,3,.459,.318,0,0,,templga01
250,Stanley Johnson,25,LAL,PF,48,27,1094,.466,13.7,.582,.243,.215,.088,.036,.418,.575,.738,.370,.682,.444,.314,.548,.939,.008,2,.390,.244,0,0,,johnsst04
251,Kyrie Irving,29,BRK,PG,29,29,1091,.469,16.5,.612,.093,.188,.203,.128,.388,.501,.702,.543,.432,.405,.418,.233,.590,.002,1,.146,.429,0,0,,irvinky01
252,Nassir Little,21,POR,SF,42,23,1088,.460,14.8,.511,.273,.140,.038,.051,.489,.584,.733,.386,.333,.438,.331,.670,.922,.111,31,.279,.372,0,0,,littlna01
253,Jeremiah Robinson-Earl,21,OKC,C,49,36,1087,.414,15.3,.491,.244,.151,.062,.034,.509,.478,.608,.429,.200,.273,.352,.750,1.000,.056,15,.279,.348,0,0,,robinje02
254,JaMychal Green,31,DEN,PF,67,8,1085,.486,12.1,.621,.391,.156,.034,.040,.379,.621,.734,.392,.273,.692,.266,.690,1.000,.217,61,.306,.342,2,0,,greenja01
255,Paul George,31,LAC,PF,31,31,1077,.421,16.1,.596,.140,.118,.156,.164,.404,.467,.674,.333,.455,.394,.354,.209,.484,.017,9,.148,.553,0,0,,georgpa01
256,Richaun Holmes,28,SAC,C,45,37,1074,.660,5.4,.983,.480,.270,.197,.010,.017,.664,.771,.556,.559,.667,.400,.724,1.000,.223,59,.000,,0,0,,holmeri01
257,Kenrich Williams,27,OKC,SF,49,0,1072,.461,13.5,.618,.240,.224,.079,.069,.382,.536,.645,.479,.480,.409,.339,.581,.805,.082,23,.331,.350,1,0,,willike04
258,Dewayne Dedmon,32,MIA,C,67,15,1065,.566,8.0,.838,.424,.283,.062,.038,.162,.597,.691,.537,.444,.182,.404,.690,.947,.121,30,.106,.400,1,0,,dedmode01
259,Damian Lillard,31,POR,PG,29,29,1056,.402,17.2,.486,.230,.069,.069,.098,.514,.485,.575,.316,.447,.481,.324,.192,.446,.005,2,.053,.400,0,0,,lillada01
260,Troy Brown Jr.,22,CHI,SF,66,7,1055,.419,15.0,.484,.283,.132,.027,.043,.516,.488,.562,.412,.143,.455,.353,.672,.957,.027,5,.594,.342,2,0,,browntr01
261,LaMarcus Aldridge,36,BRK,C,47,12,1050,.550,12.2,.900,.205,.168,.240,.277,.100,.578,.723,.519,.509,.559,.304,.739,1.000,.039,18,.283,.308,0,0,,aldrila01
262,Larry Nance Jr.,29,2TM,PF,46,11,1040,.522,9.0,.717,.445,.170,.057,.024,.283,.599,.700,.476,.214,.333,.329,.660,1.000,.178,40,.300,.381,1,0,,nancela02
263,Josh Green,21,DAL,SG,67,3,1039,.508,11.1,.695,.328,.227,.098,.043,.305,.573,.786,.397,.400,.273,.359,.784,1.000,.082,20,.679,.396,1,0,,greenjo02
264,Rudy Gay,35,UTA,PF,55,1,1038,.414,17.4,.464,.142,.150,.111,.061,.536,.494,.778,.333,.405,.391,.345,.506,.929,.047,14,.286,.379,0,0,,gayru01
265,DeAndre' Bembry,27,2TM,SF,56,20,1026,.561,5.2,.837,.575,.240,.000,.005,.163,.589,.669,.415,,.000,.417,.716,1.000,.104,20,.611,.545,0,0,,bembrde01
266,Aaron Holiday,25,2TM,PG,63,15,1021,.447,13.0,.695,.175,.293,.160,.056,.305,.477,.610,.475,.389,.263,.379,.348,.692,.003,0,.155,.438,0,0,,holidaa01
267,Damian Jones,26,SAC,C,56,15,1017,.658,7.4,.891,.489,.241,.060,.102,.109,.696,.877,.469,.438,.519,.345,.794,.900,.252,57,.241,.286,1,0,,jonesda03
268,Lamar Stevens,24,CLE,PF,63,13,1015,.489,9.7,.796,.373,.201,.122,.088,.204,.543,.739,.266,.487,.464,.277,.601,1.000,.110,32,.569,.270,0,0,,stevela01
269,Cam Reddish,22,2TM,SF,49,7,1012,.404,15.3,.549,.211,.125,.105,.105,.451,.442,.593,.471,.279,.279,.359,.525,.833,.042,13,.272,.460,0,0,,reddica01
270,Donte DiVincenzo,25,2TM,SG,42,1,1006,.351,18.5,.351,.155,.137,.027,.033,.649,.373,.538,.239,.444,.091,.339,.477,.824,.009,2,.216,.426,1,0,,divindo01
271,Wesley Matthews,35,MIL,SG,49,14,1002,.395,19.1,.286,.155,.091,.041,.000,.714,.540,.676,.400,.333,,.338,.647,.981,.000,0,.382,.367,0,0,,matthwe02
272,Payton Pritchard,24,BOS,PG,71,2,1001,.429,20.6,.343,.094,.091,.062,.097,.657,.461,.629,.353,.478,.389,.412,.356,.802,.003,1,.167,.585,0,0,,pritcpa01
273,Juan Toscano-Anderson,28,GSW,SF,73,6,994,.489,11.7,.630,.328,.277,.013,.013,.370,.588,.662,.538,.000,.333,.322,.690,.857,.102,21,.253,.273,1,0,,toscaju01
274,Onyeka Okongwu,21,ATL,C,48,6,992,.690,2.7,1.000,.677,.296,.027,.000,.000,.690,.765,.522,.667,,,.795,,.274,59,,,0,0,,okongon01
275,Khem Birch,29,TOR,C,55,28,991,.485,6.3,.930,.385,.360,.155,.005,.070,.522,.597,.500,.419,.000,.000,.784,,.130,24,.857,.000,0,0,,birchkh01
276,Kessler Edwards,21,BRK,SF,48,23,987,.412,15.4,.491,.266,.116,.071,.037,.509,.473,.493,.387,.526,.500,.353,.645,1.000,.094,18,.456,.371,1,0,,edwarke02
277,Dean Wade,25,CLE,PF,51,28,980,.456,18.3,.346,.198,.055,.069,.023,.654,.640,.767,.500,.267,1.000,.359,.563,.980,.065,14,.268,.211,0,0,,wadede01
278,Daniel Theis,29,2TM,C,47,27,977,.519,11.9,.632,.378,.134,.076,.045,.368,.641,.745,.590,.364,.385,.308,.797,.970,.189,48,.252,.370,1,0,,theisda01
279,Jaylen Nowell,22,MIN,SG,62,1,975,.475,14.1,.613,.203,.225,.143,.041,.387,.526,.679,.430,.508,.353,.394,.429,.778,.022,8,.169,.407,2,0,,nowelja01
280,Nic Claxton,22,BRK,C,47,19,974,.674,2.5,1.000,.697,.284,.019,.000,.000,.674,.815,.347,.400,,,.736,,.356,88,,,0,0,,claxtni01
