Rank,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,+/- Per 100 Poss_OnCourt,+/- Per 100 Poss_On-Off,BadPass,LostBall,Fouls Committed_Shoot,Fouls Committed_Off.,Fouls Drawn_Shoot,Fouls Drawn_Off.,PGA,And1,Blkd,Awards,-9999
376,Goran Dragić,35,2TM,PG,21,8,498,66,34,0,0,0,-0.2,-1.7,17,9,15,3,9,9,202,1,9,,dragigo01
377,Thanasis Antetokounmpo,29,MIL,SF,48,6,473,0,22,56,21,1,-10.6,-15.6,8,6,33,4,20,6,53,2,12,,antetth01
378,Admiral Schofield,24,ORL,SF,38,1,469,0,4,56,40,0,-12.2,-4.5,10,5,37,1,9,6,62,3,5,,schofad01
379,Lindy Waters III,24,OKC,SG,25,1,465,9,42,45,4,0,-5.0,3.8,8,1,20,1,2,1,60,0,2,,waterli01
380,Anthony Gill,29,WAS,PF,44,0,463,0,0,16,77,7,8.3,13.1,9,3,36,4,26,6,64,4,12,,gillan01
381,Trevor Ariza,36,LAL,SF,24,11,462,0,0,44,55,2,-4.8,-1.9,5,3,13,0,6,4,72,3,3,,arizatr01
382,Killian Tillie,23,MEM,C,36,3,461,0,0,0,28,73,2.0,-4.2,8,2,39,1,2,3,52,0,10,,tilliki02
383,Dylan Windler,25,CLE,SF,50,0,459,0,62,37,1,0,-0.1,-2.4,8,2,28,2,8,1,81,2,4,,windldy01
384,Matt Thomas,27,CHI,SG,40,0,459,51,49,1,0,0,2.6,3.3,4,1,8,0,6,1,48,1,5,,thomama02
385,Kelan Martin,26,2TM,SF,30,1,450,0,4,68,28,1,-6.4,-2.7,9,1,17,1,7,0,51,1,10,,martike03
386,Yuta Watanabe,27,TOR,SF,38,4,445,1,6,33,49,12,-4.6,-7.7,9,6,17,2,19,3,51,4,7,,watanyu01
387,Juancho Hernangómez,26,3TM,PF,40,9,445,0,0,6,77,17,1.4,-4.4,11,3,14,1,18,0,53,3,6,,hernaju01
388,Trey Burke,29,DAL,PG,42,0,441,100,0,0,0,0,-1.3,-5.4,15,7,21,3,8,4,135,0,6,,burketr01
389,Thomas Bryant,24,WAS,C,27,9,439,0,0,0,0,100,-9.1,-6.6,9,1,29,6,19,0,52,4,7,,bryanth01
390,Elijah Hughes,23,2TM,SG,36,4,434,0,19,71,9,0,-24.7,-20.9,5,9,26,1,5,7,53,2,3,,hugheel01
391,Joe Harris,30,BRK,SF,14,14,423,0,7,83,10,0,1.8,0.5,7,3,9,3,2,0,33,1,6,,harrijo01
392,Patrick Williams,20,CHI,PF,17,9,422,0,0,0,89,11,-7.2,-7.7,9,6,15,0,18,4,36,4,7,,willipa01
393,Olivier Sarr,22,OKC,C,22,2,421,0,0,0,0,100,-1.6,7.5,7,6,29,7,10,1,52,2,10,,sarrol01
394,Enes Freedom,29,BOS,C,35,1,411,0,0,0,0,100,8.9,1.4,3,9,29,4,15,1,19,5,16,,kanteen01
395,Sandro Mamukelashvili,22,MIL,PF,41,3,407,0,0,1,39,60,-18.2,-23.7,7,3,18,1,11,0,56,4,9,,mamuksa01
396,Semi Ojeleye,27,2TM,PF,30,0,406,0,3,14,76,6,-16.1,-19.9,6,3,15,0,11,2,23,3,9,,ojelese01
397,Day'Ron Sharpe,20,BRK,PF,32,8,391,0,0,0,11,89,6.4,5.5,10,10,31,4,21,2,41,6,14,,sharpda01
398,Luka Garza,23,DET,C,32,5,389,0,0,0,1,99,-7.5,0.6,7,2,31,7,24,9,48,8,17,,garzalu01
399,Isaiah Livers,23,DET,SF,19,5,383,0,2,45,53,0,-2.1,6.6,7,6,23,1,7,1,55,1,3,,liveris01
400,Gary Clark,27,NOP,PF,38,1,378,0,0,30,67,3,0.0,1.2,6,2,11,0,4,3,46,0,6,,clarkga01
401,Paul Millsap,36,2TM,C,33,1,376,0,0,0,33,67,-4.5,-6.4,5,8,38,4,9,2,70,2,5,,millspa01
402,Miles McBride,21,NYK,PG,40,2,372,100,0,0,0,0,15.2,16.5,2,2,20,0,4,2,105,1,4,,mcbrimi01
403,Chris Chiozza,26,GSW,PG,34,1,372,100,0,0,0,0,-7.1,-14.1,18,11,16,1,1,8,158,1,6,,chiozch01
404,Gorgui Dieng,32,ATL,C,44,3,371,0,0,0,0,100,-8.4,-11.3,6,1,24,4,12,4,82,4,5,,dienggo01
405,Nick Richards,24,CHO,C,50,5,367,0,0,0,0,100,-12.3,-14.1,6,5,17,9,21,5,32,7,8,,richani01
406,Jared Butler,21,UTA,SG,42,1,360,25,67,8,0,0,-0.2,-6.9,16,14,22,2,5,0,154,1,5,,butleja02
407,Santi Aldama,21,MEM,PF,32,0,360,0,0,2,46,53,2.3,-3.8,7,3,15,5,15,1,58,4,4,,aldamsa01
408,Markelle Fultz,23,ORL,PG,18,3,360,69,30,1,0,0,-3.9,4.8,23,15,14,1,15,3,246,7,13,,fultzma01
409,Ish Wainright,27,PHO,PF,45,0,359,0,2,30,65,3,5.2,-2.8,6,1,25,6,4,2,38,2,7,,wainris01
410,Wenyen Gabriel,24,3TM,PF,26,5,358,0,0,8,21,71,3.3,6.5,6,5,36,5,19,1,36,6,16,,gabriwe01
411,Cody Zeller,29,POR,C,27,0,355,0,0,0,0,100,-2.8,6.8,3,3,18,8,15,2,56,1,14,,zelleco01
412,Keljin Blevins,26,POR,SF,31,1,349,0,17,40,43,0,-27.8,-20.8,6,9,19,1,2,0,48,0,6,,blevike01
413,Marquese Chriss,24,DAL,PF,34,0,346,0,0,2,31,67,-4.0,-8.3,4,3,36,9,14,2,42,3,20,,chrisma01
414,Moses Brown,22,2TM,C,40,6,345,0,0,0,1,99,-6.9,-10.2,2,4,34,6,32,0,2,4,6,,brownmo01
415,Kira Lewis Jr.,20,NOP,PG,24,0,341,92,8,0,0,0,-15.5,-15.8,18,5,7,0,6,4,120,2,6,,lewiski01
416,David Duke Jr.,22,BRK,PG,22,7,341,61,39,0,0,0,-1.4,-3.1,4,1,16,1,8,1,39,1,11,,dukeda01
417,PJ Dozier,25,DEN,SG,18,0,340,0,16,60,25,0,-12.6,-16.3,10,1,16,0,7,5,70,1,5,,doziepj01
418,Jarrett Culver,22,MEM,SG,37,0,338,4,71,26,0,0,-2.7,-9.3,8,6,21,4,17,0,75,4,9,,culveja01
419,Kris Dunn,27,POR,PG,14,3,336,72,28,0,0,0,-12.3,-3.7,16,12,17,1,10,0,188,4,11,,dunnkr01
420,Isaiah Thomas,32,3TM,PG,22,1,333,100,0,0,0,0,-3.2,-2.7,9,3,13,1,10,1,80,1,8,,thomais02
421,Brad Wanamaker,32,2TM,PG,23,2,320,92,8,0,0,0,-4.6,-0.9,14,4,16,1,10,1,133,5,12,,wanambr01
422,Collin Sexton,23,CLE,SG,11,11,316,8,86,6,0,0,-6.2,-9.0,11,9,5,3,18,3,57,4,16,,sextoco01
423,Justin Anderson,28,2TM,SF,16,6,316,0,1,43,55,0,-1.8,1.1,5,2,13,0,10,1,87,5,5,,anderju01
424,James Bouknight,21,CHO,SG,31,0,304,30,58,12,0,0,-7.7,-8.9,3,6,12,2,12,4,62,2,17,,bouknja01
425,Justin Robinson,24,3TM,PG,25,0,304,86,14,0,0,0,-18.3,-18.3,11,3,18,0,1,11,77,0,1,,robinju01
426,Paul Reed,22,PHI,C,38,2,302,0,0,0,39,61,-5.6,-9.0,1,4,31,5,8,2,40,2,9,,reedpa01
427,Markieff Morris,32,MIA,PF,17,1,298,0,0,0,76,24,3.8,-0.9,7,5,14,4,5,0,57,1,1,,morrima02
428,Brook Lopez,33,MIL,C,13,11,298,0,0,0,0,100,-1.5,-5.1,4,2,18,5,10,0,14,3,5,,lopezbr01
429,Justin Champagnie,20,TOR,SF,36,0,281,9,54,36,0,0,8.1,6.4,1,2,15,1,4,1,28,1,4,,champju01
430,Nathan Knight,24,MIN,PF,37,2,267,0,0,0,27,73,4.4,2.1,6,5,19,6,29,0,54,4,12,,knighna01
431,Michael Porter Jr.,23,DEN,SF,9,9,265,0,0,91,9,0,9.6,7.7,5,2,6,4,5,0,38,3,4,,portemi01
432,JT Thor,19,CHO,PF,33,0,262,0,3,30,53,14,0.4,-0.1,5,3,15,1,10,1,49,4,2,,thorjt01
433,Daishen Nix,19,HOU,SG,24,0,261,0,14,82,4,0,-7.9,1.2,19,5,10,1,15,0,95,2,8,,nixda01
434,KZ Okpala,22,MIA,PF,21,0,244,0,0,1,56,43,4.3,-0.3,1,2,17,2,6,0,35,1,2,,okpalkz01
435,Leandro Bolmaro,21,MIN,SF,35,2,241,0,30,56,15,0,0.4,-2.2,8,1,8,1,3,2,49,1,1,,bolmale01
436,Jaylen Hoard,22,OKC,SF,7,5,240,0,4,24,40,32,-17.7,-10.0,5,2,11,1,8,0,41,2,10,,hoardja01
437,Usman Garuba,19,HOU,PF,24,2,239,0,0,0,17,83,6.6,16.6,3,1,13,2,4,2,41,1,6,,garubus01
438,Mychal Mulder,27,2TM,PG,17,3,239,87,13,0,0,0,-11.8,-6.2,5,1,4,1,2,1,14,0,7,,muldemy01
439,Jake Layman,27,MIN,SF,34,1,231,0,2,53,45,0,-2.1,-4.8,5,3,6,1,10,0,22,2,4,,laymaja01
440,Denzel Valentine,28,2TM,SG,24,0,222,5,65,31,0,0,-4.9,-7.7,4,6,7,0,0,0,29,0,1,,valende01
441,Kevin Knox,22,2TM,SF,30,0,222,0,12,30,57,1,-15.6,-17.2,3,1,12,0,9,1,25,0,4,,knoxke01
442,Skylar Mays,24,ATL,SG,28,5,220,28,59,13,0,0,-11.7,-14.3,6,2,5,1,4,2,47,3,5,,mayssk01
443,Georgios Kalaitzakis,23,2TM,SF,13,4,214,2,27,34,37,0,-29.7,-24.7,12,6,6,1,14,0,28,4,0,,kalaige01
444,Malcolm Hill,26,2TM,SG,19,0,212,0,9,64,28,0,-6.5,-7.0,1,1,12,0,6,2,18,1,2,,hillma01
445,Tim Frazier,31,2TM,PG,12,3,208,100,0,0,0,0,-19.2,-11.9,9,3,8,2,4,4,79,1,2,,fraziti01
446,Alfonzo McKinnie,29,CHI,SF,17,3,206,0,6,47,47,0,-12.7,-13.0,2,1,14,1,3,1,10,0,4,,mckinal01
447,Joe Wieskamp,22,SAS,SG,29,0,205,5,59,35,2,0,-1.1,-1.2,2,0,8,0,6,1,22,0,2,,wieskjo01
448,Ed Davis,32,CLE,C,31,3,201,0,0,0,41,60,2.8,0.7,2,0,23,3,4,0,17,0,1,,davised01
449,Tyler Cook,24,CHI,PF,20,2,200,0,0,0,25,75,-7.9,-7.9,1,1,15,5,14,8,8,1,6,,cookty01
450,Javonte Smart,22,2TM,PG,17,1,200,47,44,10,0,0,-10.1,-14.0,7,3,7,0,3,0,38,0,8,,smartja01
451,Lindell Wigginton,23,MIL,PG,19,0,199,75,25,0,0,0,-10.4,-14.3,8,2,11,1,15,4,51,2,6,,wiggili01
452,Braxton Key,24,2TM,SF,11,0,197,0,0,8,87,6,5.9,14.3,8,2,15,1,6,4,25,3,4,,keybr01
453,Udoka Azubuike,22,UTA,C,17,6,195,0,0,0,0,100,-0.1,-6.5,2,2,15,5,5,0,0,3,2,,azubuud01
454,Greg Monroe,31,4TM,C,14,0,195,0,0,0,0,100,0.4,-2.3,8,3,14,0,13,0,53,3,10,,monrogr01
455,Mamadi Diakite,25,OKC,PF,13,3,188,0,0,0,10,90,-5.8,2.6,1,1,18,4,5,2,5,1,5,,diakima01
456,Reggie Perry,21,2TM,PF,10,1,187,0,0,0,2,98,-20.1,-12.0,5,4,17,2,8,0,31,3,3,,perryre01
457,Kyle Guy,24,MIA,SG,19,0,186,50,50,0,0,0,-13.1,-18.6,10,2,9,0,4,3,41,1,3,,guyky01
458,Willie Cauley-Stein,28,2TM,C,20,2,183,0,0,0,0,100,6.1,2.7,2,2,13,2,1,0,25,0,6,,caulewi01
459,Frank Kaminsky,28,PHO,C,9,0,181,0,0,0,0,100,8.8,1.1,0,3,9,1,10,2,31,4,3,,kaminfr01
460,Charlie Brown Jr.,24,2TM,SG,22,2,177,5,56,38,1,0,-0.6,-3.2,4,1,11,0,4,0,15,2,5,,brownch02
461,Markus Howard,22,DEN,SG,31,0,176,26,70,4,0,0,-4.7,-7.3,5,0,9,1,5,4,18,1,9,,howarma02
462,Vlatko Čančar,24,DEN,PF,15,1,176,0,3,13,58,26,-0.1,-2.6,5,2,11,2,6,2,44,0,3,,cancavl01
463,Jamorko Pickett,24,DET,PF,13,0,176,0,0,7,51,42,-1.5,6.8,1,4,8,0,1,1,19,0,1,,pickeja01
464,Zavier Simpson,24,OKC,PG,4,4,174,100,0,0,0,0,-26.1,-18.6,7,1,7,1,3,0,76,1,7,,simpsza01
465,Victor Oladipo,29,MIA,SG,8,1,173,31,58,11,0,0,-1.4,-6.3,9,6,8,0,7,5,68,2,3,,oladivi01
466,Hassani Gravett,25,ORL,PG,8,3,171,87,13,0,0,0,-0.3,8.3,8,1,7,0,2,1,50,0,3,,graveha01
467,Charles Bassey,21,PHI,C,23,0,168,0,0,0,0,100,-10.6,-13.8,1,4,21,0,7,0,18,2,3,,bassech01
468,Alize Johnson,25,3TM,PF,23,0,167,0,0,8,33,60,-10.7,-10.4,1,6,13,3,6,0,22,2,7,,johnsal02
469,Kevin Pangos,29,CLE,PG,24,3,166,93,7,0,0,0,-12.0,-14.8,3,3,5,1,0,1,70,0,1,,pangoke01
470,Haywood Highsmith,25,MIA,SF,19,1,163,0,0,21,78,1,-9.1,-14.3,1,1,6,0,3,0,15,1,3,,highsha01
471,Sam Hauser,24,BOS,SF,26,0,158,0,2,57,41,0,2.6,-5.3,1,0,2,0,0,0,24,0,1,,hausesa01
472,Paul Watson,27,OKC,SF,9,3,156,0,16,32,51,0,-18.3,-10.4,2,0,4,2,0,0,19,0,1,,watsopa01
473,Cassius Stanley,22,DET,SG,9,1,155,5,55,40,0,0,-4.4,3.8,3,2,9,1,5,2,10,2,2,,stanlca01
474,Bruno Fernando,23,2TM,C,30,0,152,0,0,0,4,96,-8.5,-6.0,3,3,11,6,11,0,16,6,7,,fernabr01
475,Theo Pinson,26,DAL,SF,19,0,148,0,9,47,44,0,-11.1,-15.2,5,0,5,0,3,0,40,0,0,,pinsoth01
476,Abdel Nader,28,PHO,SF,14,0,145,0,13,86,1,0,-1.6,-9.7,7,2,6,1,4,3,20,0,2,,naderab01
477,Devin Cannady,25,ORL,PG,5,0,145,100,0,0,0,0,-3.3,5.1,3,1,3,1,1,0,25,0,3,,cannade01
478,Solomon Hill,30,ATL,SF,13,1,139,0,7,88,5,0,16.0,14.6,0,0,6,1,0,0,32,0,1,,hillso01
479,Xavier Moon,27,LAC,SG,10,0,137,96,4,0,0,0,0.7,0.6,4,2,7,0,1,1,63,0,3,,moonxa01
480,Jahmi'us Ramsey,20,SAC,SG,19,0,134,27,66,7,0,0,-9.3,-4.0,0,4,4,1,6,0,16,0,3,,ramseja01
481,Didi Louzada,22,2TM,SF,9,1,129,0,19,75,5,0,-32.2,-24.4,2,2,8,0,0,1,11,0,3,,louzama01
482,Boban Marjanović,33,DAL,C,23,0,128,0,0,0,0,100,15.7,12.6,2,7,12,3,11,1,8,4,5,,marjabo01
483,Marcus Garrett,23,MIA,SG,12,0,128,2,62,36,1,0,9.6,5.1,1,1,8,0,3,1,17,1,3,,garrema01
484,Jay Scrubb,21,LAC,SG,18,0,121,25,60,16,0,0,6.0,6.1,4,2,4,0,3,1,17,2,0,,scrubja01
485,Devontae Cacok,25,SAS,PF,15,0,121,0,0,0,93,7,-2.6,-2.8,2,0,11,1,3,0,13,1,2,,cacokde01
486,Jalen Johnson,20,ATL,PF,22,0,120,0,0,0,87,13,-6.4,-8.5,7,0,6,1,2,0,9,1,2,,johnsja05
487,Neemias Queta,22,SAC,C,15,0,120,0,0,0,0,100,-2.4,3.1,1,1,8,3,8,0,12,1,3,,quetane01
488,Melvin Frazier,25,OKC,SG,3,0,120,11,89,0,0,0,-38.7,-31.4,1,1,6,0,4,1,3,1,5,,frazime01
489,Freddie Gillespie,24,ORL,PF,9,2,119,0,0,0,28,72,-10.9,-2.8,1,1,9,2,3,3,12,1,5,,gillefr01
490,Jabari Parker,26,BOS,PF,12,0,112,0,0,0,28,72,-1.2,-9.2,5,2,9,1,3,0,13,1,2,,parkeja01
491,Derrick Walton,26,DET,PG,3,3,108,100,0,0,0,0,-2.2,6.0,7,2,4,1,2,0,50,0,1,,waltode01
492,Jeff Dowtin Jr.,24,3TM,PG,9,0,108,87,13,0,0,0,-12.4,-8.3,4,1,2,0,0,1,27,0,0,,dowtije01
493,Langston Galloway,30,2TM,SG,7,0,107,48,31,21,0,0,-3.1,-5.4,3,1,4,1,0,1,29,0,1,,gallola01
494,Louis King,22,SAC,SF,10,0,104,0,8,56,35,1,-14.7,-9.5,0,0,7,0,5,2,21,1,1,,kinglo02
495,Chaundee Brown Jr.,23,2TM,SF,5,2,104,0,33,61,5,0,-7.7,-8.7,0,1,4,0,2,1,9,0,3,,brownch05
496,Luke Kornet,26,3TM,C,15,0,103,0,0,0,2,98,8.0,1.2,0,0,9,0,3,0,23,2,2,,kornelu01
497,Chris Silva,25,2TM,PF,10,0,91,0,0,0,19,81,-13.3,-18.1,2,2,13,4,6,2,17,1,3,,silvach01
498,Tyler Johnson,29,2TM,PG,6,0,91,100,0,0,0,0,-6.1,-7.4,1,1,3,0,0,2,16,0,1,,johnsty01
499,Devon Dotson,22,CHI,PG,11,0,85,100,0,0,0,0,0.2,0.5,3,0,4,1,3,2,38,1,2,,dotsode01
500,Udonis Haslem,41,MIA,C,13,0,83,0,0,0,22,78,-10.7,-15.6,1,2,8,1,2,1,10,1,3,,hasleud01
501,Wes Iwundu,27,ATL,SF,3,1,82,0,1,65,34,0,0.7,-1.1,0,1,3,0,2,1,0,0,4,,iwundwe01
502,Bol Bol,22,DEN,PF,14,0,81,0,0,0,12,88,1.7,-0.6,0,1,4,0,2,0,12,1,1,,bolbo01
503,Carsen Edwards,23,DET,SG,4,0,79,19,69,12,0,0,-8.8,-0.8,3,0,2,0,1,0,34,1,5,,edwarca01
504,Ryan Arcidiacono,27,NYK,PG,10,0,76,15,51,34,0,0,-7.3,-7.7,3,0,1,0,0,4,9,0,0,,arcidry01
505,Tyrone Wallace,27,NOP,SG,6,0,75,9,91,0,0,0,-6.3,-5.3,1,0,5,0,2,0,3,1,1,,wallaty01
506,Isaiah Todd,20,WAS,PF,12,0,74,0,0,12,63,25,-20.0,-17.0,3,1,4,0,2,0,9,0,3,,toddis01
507,Trevelin Queen,24,HOU,SG,10,0,74,37,62,1,0,0,3.6,12.9,2,4,4,1,3,1,10,2,0,,queentr01
508,Aleem Ford,24,ORL,SF,5,0,74,0,11,44,33,11,-21.2,-13.2,0,2,3,1,0,1,4,0,1,,fordal03
509,Quinndary Weatherspoon,25,GSW,SG,11,0,73,29,57,14,0,0,-6.8,-12.8,2,0,6,1,4,0,12,3,0,,weathqu01
510,Yves Pons,22,MEM,SF,12,0,71,0,20,77,3,0,-19.5,-25.8,1,0,5,0,1,0,3,0,1,,ponsyv01
511,Rayjon Tucker,24,2TM,SG,5,0,71,9,64,26,0,0,-4.5,-7.4,0,1,1,0,2,1,25,0,0,,tuckera01
512,Isaac Bonga,22,TOR,SF,15,0,69,0,28,57,16,0,-20.3,-22.9,1,1,4,0,3,0,11,0,2,,bongais01
513,Brandon Knight,30,DAL,PG,5,0,65,83,17,0,0,0,-8.3,-12.1,2,0,2,1,0,1,20,0,2,,knighbr03
514,B.J. Johnson,26,ORL,SF,4,0,65,1,49,50,0,0,-11.2,-3.0,0,0,3,0,0,0,0,0,2,,johnsbj01
515,Kai Jones,21,CHO,C,21,0,63,0,0,9,50,41,-7.8,-8.4,2,2,3,0,3,0,9,0,0,,joneska01
516,RJ Nembhard Jr.,22,CLE,SG,14,0,63,43,51,6,0,0,-8.2,-10.5,1,2,2,0,1,1,28,0,3,,nembhrj01
517,Malik Fitts,24,2TM,PF,15,0,63,0,0,0,79,21,-13.0,-20.0,1,0,3,0,0,0,13,0,2,,fittsma01
518,Brodric Thomas,25,BOS,SG,12,0,60,59,41,0,0,0,2.9,-4.9,3,3,4,0,3,0,26,1,1,,thomabr01
519,Tacko Fall,26,CLE,C,11,1,59,0,0,0,0,100,-0.3,-2.4,0,3,3,0,4,0,5,1,1,,fallta01
520,Sam Merrill,25,MEM,SG,6,0,58,66,15,11,8,0,-11.5,-17.5,2,0,1,0,2,1,8,1,0,,merrisa01
521,Gabriel Deck,26,OKC,PF,7,0,56,0,0,14,72,14,-12.2,-3.9,2,0,1,0,0,0,13,0,0,,deckga01
522,James Ennis III,31,3TM,SF,7,0,56,0,0,32,68,0,0.8,-0.2,0,2,3,0,3,0,9,1,1,,ennisja01
523,D.J. Wilson,25,TOR,PF,4,1,54,0,0,0,16,84,-13.9,-16.3,2,0,4,0,1,0,11,0,1,,wilsodj01
524,Myles Powell,24,PHI,PG,11,0,52,100,0,0,0,0,-14.6,-17.5,1,1,3,0,0,1,8,0,1,,powelmy01
525,Mason Jones,23,LAL,SG,4,0,51,4,72,24,0,0,17.5,20.9,0,1,4,0,6,0,10,3,0,,jonesma05
526,Tremont Waters,24,2TM,PG,3,0,50,100,0,0,0,0,-18.1,-19.7,2,2,3,0,0,0,16,0,0,,watertr01
527,Cameron McGriff,24,POR,SF,3,0,46,0,0,0,81,19,7.5,16.6,0,0,4,0,1,0,8,0,0,,mcgrica01
528,Miye Oni,24,UTA,SG,16,0,44,0,10,84,6,0,-28.8,-35.3,0,0,4,0,1,0,14,1,0,,onimi01
529,Gabriel Lundberg,27,PHO,SG,4,0,44,0,70,30,0,0,15.2,7.5,0,2,1,0,0,0,28,0,2,,lundbga01
530,Vernon Carey Jr.,20,2TM,C,7,1,44,0,0,0,23,77,-48.6,-47.1,1,1,3,1,7,0,0,3,0,,careyve01
531,Jared Harper,24,NOP,PG,5,0,43,100,0,0,0,0,3.7,4.8,1,1,4,0,2,0,39,1,1,,harpeja01
532,Cameron Oliver,25,ATL,SF,2,0,43,0,0,0,38,62,3.5,1.7,0,0,3,0,2,0,7,1,0,,oliveca01
533,Robert Woodard II,22,SAC,SF,12,0,42,0,0,48,52,0,12.5,18.2,0,1,3,0,1,1,7,0,2,,woodaro01
534,Sharife Cooper,20,ATL,PG,13,0,39,99,1,0,0,0,-42.5,-44.8,2,2,0,0,0,0,12,0,3,,coopesh01
535,Cassius Winston,23,WAS,PG,7,0,39,59,41,0,0,0,-13.9,-10.8,2,1,5,0,1,0,16,0,1,,winstca01
536,Xavier Sneed,24,2TM,SF,9,0,39,0,18,79,3,0,-10.6,-16.6,0,0,1,0,0,0,3,0,0,,sneedxa01
537,Nik Stauskas,28,2TM,SG,8,0,39,0,38,62,0,0,28.0,22.3,0,1,1,0,3,1,5,0,0,,stausni01
538,Petr Cornelie,26,DEN,PF,13,0,38,0,0,0,78,22,6.0,3.7,3,0,5,1,0,0,8,0,1,,cornepe01
539,Darren Collison,34,LAL,PG,3,0,37,100,0,0,0,0,-21.7,-18.8,1,0,5,0,0,0,4,0,0,,collida01
540,Justin Jackson,26,2TM,SF,7,0,37,0,44,22,34,0,-22.0,-30.0,1,0,2,0,0,0,5,0,0,,jacksju01
541,Marko Simonovic,22,CHI,C,9,0,35,0,0,0,8,92,9.3,9.7,0,0,3,0,3,0,0,1,3,,simonma01
542,Cheick Diallo,25,DET,C,3,0,31,0,0,0,0,100,-45.3,-37.6,0,0,3,1,3,0,0,0,1,,diallch01
543,Micah Potter,23,DET,C,3,0,31,0,0,0,0,100,-56.2,-48.6,0,0,1,1,2,1,0,2,0,,pottemi01
544,Juwan Morgan,24,2TM,PF,2,0,31,0,0,39,51,10,-27.0,-30.2,0,0,1,0,0,0,2,0,0,,morgaju01
545,Jordan Schakel,23,WAS,SG,4,0,30,4,85,11,0,0,3.3,6.6,1,0,0,0,1,1,0,0,2,,schakjo01
546,Daniel Oturu,22,TOR,C,3,0,27,0,0,0,0,100,-42.1,-44.6,0,0,1,0,3,0,0,1,2,,oturuda01
547,Deividas Sirvydis,21,DET,SG,3,0,27,0,3,69,28,0,-45.5,-37.8,0,0,1,0,0,1,2,0,1,,sirvyde01
548,Mac McClung,23,2TM,SG,2,0,25,57,43,0,0,0,9.7,12.5,2,0,3,0,1,0,2,1,1,,mccluma01
549,Shaquille Harrison,28,BRK,SG,2,0,23,0,30,70,0,0,-10.8,-12.2,2,0,1,0,0,1,8,0,1,,harrish01
550,Carlik Jones,24,2TM,PG,5,0,23,100,0,0,0,0,-33.2,-36.7,2,1,0,0,0,0,11,0,0,,jonesca03
551,Chandler Hutchison,25,PHO,SF,6,0,22,0,16,54,30,0,30.6,23.0,0,2,0,0,1,0,5,0,0,,hutchch01
552,Damyean Dotson,27,NYK,SG,2,0,21,30,70,0,0,0,8.3,8.1,0,0,0,0,0,0,2,0,1,,dotsoda01
553,Gabe York,28,IND,SG,2,0,21,0,0,86,14,0,-10.7,-6.7,1,0,1,0,3,0,8,1,0,,yorkga01
554,Joel Ayayi,21,WAS,SG,7,0,20,20,51,29,0,0,0.2,3.5,0,0,0,0,0,0,11,0,2,,ayayijo01
555,Jay Huff,23,LAL,C,4,0,20,0,0,0,0,100,31.5,34.8,0,1,1,0,0,1,3,0,0,,huffja01
556,McKinley Wright IV,23,MIN,PG,5,0,19,77,23,0,0,0,-18.4,-20.9,1,0,1,0,0,0,8,0,0,,wrighmc01
557,George King,28,DAL,SF,4,0,19,0,0,26,74,0,-60.0,-63.9,1,0,3,0,1,0,0,0,1,,kingge03
558,Norvel Pelle,28,UTA,C,3,0,19,0,0,0,5,95,-56.0,-62.4,1,0,0,0,0,0,0,0,0,,pelleno01
559,Wayne Selden,27,NYK,SG,3,0,19,0,95,5,0,0,-28.8,-29.2,0,0,0,0,2,0,2,0,1,,seldewa01
560,Craig Sword,28,WAS,SG,3,0,19,34,66,0,0,0,14.5,17.8,0,1,4,0,0,0,3,0,0,,swordcr01
561,Eugene Omoruyi,24,DAL,SF,4,0,18,0,0,0,100,0,2.6,-1.0,0,0,1,0,1,0,4,0,0,,omorueu01
562,Emanuel Terry,25,PHO,PF,3,0,18,0,0,0,8,93,-51.4,-59.4,2,1,2,1,0,0,4,0,0,,terryem01
563,Scotty Hopson,32,OKC,SG,1,0,18,0,21,50,29,0,-14.2,-5.9,1,0,0,1,0,0,2,0,0,,hopsosc01
564,Aaron Henry,22,PHI,SF,6,0,17,0,11,69,21,0,-51.1,-54.1,1,0,2,0,0,0,0,0,2,,henryaa01
565,Trayvon Palmer,27,DET,SG,1,0,17,0,0,100,0,0,-33.9,-26.0,1,0,1,0,0,0,0,0,0,,palmetr01
566,Dakota Mathias,26,MEM,SG,6,0,16,80,20,0,0,0,-37.5,-43.5,0,0,0,0,0,0,2,0,0,,mathida01
567,Jaylen Morris,26,SAS,SG,3,0,16,59,41,0,0,0,14.3,14.2,0,1,1,0,1,0,6,0,1,,morrija01
568,Sekou Doumbouya,21,LAL,PF,2,0,16,0,0,0,100,0,65.5,68.9,0,2,1,0,1,0,0,0,1,,doumbse01
569,Jemerrio Jones,26,LAL,SF,2,0,15,0,0,19,81,0,-43.3,-40.4,0,0,0,0,0,0,0,0,0,,jonesje01
570,Moses Wright,23,2TM,PF,4,0,14,0,15,55,23,7,-21.7,-25.1,0,0,0,0,2,0,5,1,0,,wrighmo01
571,Cat Barber,27,ATL,PG,3,0,13,100,0,0,0,0,35.7,34.0,0,1,1,0,1,0,8,0,1,,barbeca01
572,Jarron Cumberland,24,POR,SG,3,0,12,33,39,28,0,0,30.5,39.5,0,0,0,0,0,0,2,0,0,,cumbeja01
573,JaQuori McLaughlin,24,DAL,PG,4,0,11,75,25,0,0,0,-41.8,-45.5,0,0,1,0,0,0,5,0,0,,mclauja01
