Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
513,Brandon Knight,30,DAL,PG,5,0,65,7.7,19.4,.400,3.1,13.2,.235,4.6,6.2,.750,.480,6.2,6.2,1.000,0.0,6.2,6.2,6.2,0.8,0.0,3.1,3.9,24.8,110,113,,knighbr03
514,B.J. Johnson,26,ORL,SF,4,0,65,8.2,18.6,.440,3.0,7.4,.400,5.2,11.2,.467,.520,0.0,0.0,,4.5,6.7,11.2,0.0,0.0,0.7,0.0,3.0,19.3,112,116,,johnsbj01
515,Kai Jones,21,CHO,C,21,0,63,6.9,10.7,.643,0.8,1.5,.500,6.1,9.1,.667,.679,2.3,6.1,.375,2.3,6.1,8.4,3.0,0.8,1.5,4.6,6.1,16.8,98,116,,joneska01
516,RJ Nembhard Jr.,22,CLE,SG,14,0,63,4.8,14.3,.333,0.0,1.6,.000,4.8,12.7,.375,.333,2.4,3.2,.750,2.4,3.2,5.5,9.5,0.8,0.0,2.4,1.6,11.9,98,115,,nembhrj01
517,Malik Fitts,24,2TM,PF,15,0,63,6.3,14.9,.421,3.9,7.9,.500,2.4,7.1,.333,.553,0.0,0.0,,1.6,11.8,13.4,3.9,0.0,0.0,1.6,3.1,16.5,114,111,,fittsma01
518,Brodric Thomas,25,BOS,SG,12,0,60,6.6,14.9,.444,1.7,7.5,.222,5.0,7.5,.667,.500,2.5,4.1,.600,1.7,6.6,8.3,9.1,0.8,0.8,5.0,5.8,17.4,101,109,,thomabr01
519,Tacko Fall,26,CLE,C,11,1,59,4.2,10.2,.417,0.0,0.0,,4.2,10.2,.417,.417,1.7,5.9,.286,5.9,13.5,19.5,1.7,0.0,5.1,2.5,2.5,10.2,91,104,,fallta01
520,Sam Merrill,25,MEM,SG,6,0,58,6.6,19.8,.333,5.8,19.0,.304,0.8,0.8,1.000,.479,1.6,3.3,.500,0.8,4.9,5.8,3.3,0.0,0.0,1.6,2.5,20.6,104,116,,merrisa01
521,Gabriel Deck,26,OKC,PF,7,0,56,7.0,12.2,.571,1.7,3.5,.500,5.2,8.7,.600,.643,0.0,0.0,,0.9,4.3,5.2,4.3,0.9,0.0,1.7,1.7,15.7,121,117,,deckga01
522,James Ennis III,31,3TM,SF,7,0,56,9.6,20.9,.458,2.6,7.0,.375,7.0,14.0,.500,.521,3.5,4.4,.800,4.4,6.1,10.5,2.6,1.7,1.7,1.7,4.4,25.3,113,110,,ennisja01
523,D.J. Wilson,25,TOR,PF,4,1,54,10.2,13.9,.733,0.0,1.9,.000,10.2,12.0,.846,.733,7.4,9.3,.800,0.9,13.9,14.8,4.6,4.6,0.9,1.9,5.6,27.8,149,100,,wilsodj01
524,Myles Powell,24,PHI,PG,11,0,52,4.8,16.3,.294,1.0,5.8,.167,3.8,10.6,.364,.324,1.9,1.9,1.000,1.0,4.8,5.8,2.9,1.0,0.0,2.9,7.7,12.5,74,115,,powelmy01
525,Mason Jones,23,LAL,SG,4,0,51,6.6,14.1,.467,0.9,3.8,.250,5.6,10.3,.545,.500,11.3,14.1,.800,0.9,8.5,9.4,3.8,1.9,0.0,0.9,7.5,25.4,133,113,,jonesma05
526,Tremont Waters,24,2TM,PG,3,0,50,4.0,14.0,.286,2.0,9.0,.222,2.0,5.0,.400,.357,0.0,0.0,,0.0,4.0,4.0,7.0,5.0,0.0,4.0,4.0,10.0,76,107,,watertr01
527,Cameron McGriff,24,POR,SF,3,0,46,5.3,14.9,.357,2.1,6.4,.333,3.2,8.5,.375,.429,2.1,2.1,1.000,6.4,9.6,15.9,3.2,0.0,1.1,0.0,7.4,14.9,123,119,,mcgrica01
528,Miye Oni,24,UTA,SG,16,0,44,2.2,10.1,.222,1.1,9.0,.125,1.1,1.1,1.000,.278,0.0,1.1,.000,1.1,6.7,7.9,5.6,0.0,0.0,1.1,7.9,5.6,83,115,,onimi01
529,Gabriel Lundberg,27,PHO,SG,4,0,44,5.5,20.8,.263,3.3,8.7,.375,2.2,12.0,.182,.342,0.0,0.0,,2.2,5.5,7.7,12.0,3.3,0.0,3.3,7.7,14.2,89,106,,lundbga01
530,Vernon Carey Jr.,20,2TM,C,7,1,44,7.8,14.4,.538,0.0,0.0,,7.8,14.4,.538,.538,6.7,14.4,.462,8.9,4.4,13.3,0.0,2.2,1.1,3.3,4.4,22.2,108,114,,careyve01
531,Jared Harper,24,NOP,PG,5,0,43,16.1,29.8,.538,5.7,13.8,.417,10.3,16.1,.643,.635,4.6,4.6,1.000,2.3,0.0,2.3,16.1,4.6,1.1,2.3,5.7,42.5,144,110,,harpeja01
532,Cameron Oliver,25,ATL,SF,2,0,43,11.4,17.1,.667,1.1,3.4,.333,10.3,13.7,.750,.700,2.3,3.4,.667,2.3,4.6,6.9,3.4,1.1,1.1,0.0,5.7,26.3,149,117,,oliveca01
533,Robert Woodard II,22,SAC,SF,12,0,42,2.3,18.3,.125,1.1,4.6,.250,1.1,13.7,.083,.156,2.3,2.3,1.000,5.7,6.9,12.6,3.4,1.1,1.1,1.1,3.4,8.0,70,116,,woodaro01
534,Sharife Cooper,20,ATL,PG,13,0,39,3.8,17.6,.214,1.3,7.6,.167,2.5,10.1,.250,.250,0.0,0.0,,0.0,6.3,6.3,6.3,0.0,0.0,6.3,1.3,8.8,53,120,,coopesh01
535,Cassius Winston,23,WAS,PG,7,0,39,5.1,14.0,.364,2.5,7.6,.333,2.5,6.3,.400,.455,5.1,5.1,1.000,0.0,1.3,1.3,8.9,0.0,0.0,3.8,11.4,17.8,107,122,,winstca01
536,Xavier Sneed,24,2TM,SF,9,0,39,2.5,12.6,.200,1.3,10.1,.125,1.3,2.5,.500,.250,0.0,0.0,,2.5,5.0,7.6,1.3,0.0,0.0,0.0,2.5,6.3,75,117,,sneedxa01
537,Nik Stauskas,28,2TM,SG,8,0,39,6.4,17.9,.357,5.1,12.8,.400,1.3,5.1,.250,.500,5.1,7.7,.667,1.3,2.6,3.8,2.6,0.0,0.0,1.3,1.3,23.0,113,116,,stausni01
538,Petr Cornelie,26,DEN,PF,13,0,38,6.5,19.4,.333,1.3,10.3,.125,5.2,9.0,.571,.367,3.9,5.2,.750,9.0,9.0,18.1,3.9,1.3,1.3,5.2,9.0,18.1,93,111,,cornepe01
539,Darren Collison,34,LAL,PG,3,0,37,2.6,9.1,.286,0.0,3.9,.000,2.6,5.2,.500,.286,0.0,0.0,,0.0,5.2,5.2,2.6,1.3,0.0,1.3,6.5,5.2,65,116,,collida01
540,Justin Jackson,26,2TM,SF,7,0,37,6.5,19.5,.333,3.9,11.7,.333,2.6,7.8,.333,.433,2.6,2.6,1.000,1.3,7.8,9.1,2.6,0.0,0.0,1.3,3.9,19.5,99,112,,jacksju01
541,Marko Simonovic,22,CHI,C,9,0,35,5.6,20.9,.267,1.4,7.0,.200,4.2,14.0,.300,.300,11.2,15.3,.727,7.0,7.0,14.0,0.0,1.4,1.4,2.8,8.4,23.7,96,113,,simonma01
542,Cheick Diallo,25,DET,C,3,0,31,4.7,12.6,.375,0.0,0.0,,4.7,12.6,.375,.375,7.9,9.4,.833,6.3,12.6,18.9,0.0,1.6,0.0,1.6,9.4,17.3,115,111,,diallch01
543,Micah Potter,23,DET,C,3,0,31,7.9,17.3,.455,0.0,3.1,.000,7.9,14.2,.556,.455,3.1,3.1,1.000,6.3,7.9,14.2,0.0,1.6,1.6,1.6,6.3,18.9,108,112,,pottemi01
544,Juwan Morgan,24,2TM,PF,2,0,31,3.2,4.8,.667,1.6,3.2,.500,1.6,1.6,1.000,.833,0.0,0.0,,3.2,3.2,6.4,1.6,0.0,0.0,0.0,4.8,8.1,184,118,,morgaju01
545,Jordan Schakel,23,WAS,SG,4,0,30,1.6,18.1,.091,1.6,9.9,.167,0.0,8.2,.000,.136,3.3,3.3,1.000,3.3,9.9,13.2,0.0,1.6,0.0,1.6,0.0,8.2,55,114,,schakjo01
546,Daniel Oturu,22,TOR,C,3,0,27,5.6,11.1,.500,0.0,1.9,.000,5.6,9.3,.600,.500,5.6,9.3,.600,1.9,7.4,9.3,0.0,0.0,3.7,0.0,1.9,16.7,123,111,,oturuda01
547,Deividas Sirvydis,21,DET,SG,3,0,27,1.8,18.1,.100,1.8,12.6,.143,0.0,5.4,.000,.150,0.0,0.0,,0.0,10.8,10.8,1.8,5.4,1.8,0.0,7.2,5.4,41,102,,sirvyde01
548,Mac McClung,23,2TM,SG,2,0,25,5.8,11.5,.500,1.9,5.8,.333,3.8,5.8,.667,.583,1.9,1.9,1.000,0.0,5.8,5.8,1.9,1.9,1.9,5.8,9.6,15.4,81,112,,mccluma01
549,Shaquille Harrison,28,BRK,SG,2,0,23,4.2,12.6,.333,0.0,4.2,.000,4.2,8.4,.500,.333,0.0,0.0,,2.1,6.3,8.4,6.3,2.1,2.1,4.2,6.3,8.4,76,111,,harrish01
550,Carlik Jones,24,2TM,PG,5,0,23,2.2,19.6,.111,0.0,2.2,.000,2.2,17.4,.125,.111,4.4,4.4,1.000,2.2,4.4,6.5,10.9,2.2,0.0,6.5,0.0,8.7,57,111,,jonesca03
551,Chandler Hutchison,25,PHO,SF,6,0,22,2.2,4.4,.500,0.0,0.0,,2.2,4.4,.500,.500,4.4,4.4,1.000,0.0,10.9,10.9,4.4,0.0,0.0,8.7,2.2,8.7,68,110,,hutchch01
552,Damyean Dotson,27,NYK,SG,2,0,21,4.8,9.5,.500,0.0,2.4,.000,4.8,7.1,.667,.500,0.0,0.0,,0.0,4.8,4.8,2.4,0.0,0.0,0.0,0.0,9.5,113,117,,dotsoda01
553,Gabe York,28,IND,SG,2,0,21,4.7,16.3,.286,2.3,14.0,.167,2.3,2.3,1.000,.357,7.0,11.7,.600,0.0,4.7,4.7,9.3,4.7,2.3,2.3,9.3,18.7,101,108,,yorkga01
554,Joel Ayayi,21,WAS,SG,7,0,20,2.5,14.8,.167,0.0,2.5,.000,2.5,12.4,.200,.167,0.0,0.0,,2.5,4.9,7.4,9.9,0.0,0.0,0.0,0.0,4.9,79,120,,ayayijo01
555,Jay Huff,23,LAL,C,4,0,20,0.0,7.2,.000,0.0,4.8,.000,0.0,2.4,.000,.000,0.0,0.0,,2.4,7.2,9.6,2.4,2.4,2.4,2.4,2.4,0.0,34,110,,huffja01
556,McKinley Wright IV,23,MIN,PG,5,0,19,5.0,7.5,.667,2.5,5.0,.500,2.5,2.5,1.000,.833,0.0,0.0,,0.0,0.0,0.0,7.5,0.0,0.0,2.5,2.5,12.5,138,121,,wrighmc01
557,George King,28,DAL,SF,4,0,19,0.0,13.2,.000,0.0,10.6,.000,0.0,2.6,.000,.000,2.6,5.3,.500,0.0,13.2,13.2,0.0,0.0,0.0,2.6,10.6,2.6,17,110,,kingge03
558,Norvel Pelle,28,UTA,C,3,0,19,7.8,13.0,.600,0.0,0.0,,7.8,13.0,.600,.600,0.0,0.0,,7.8,7.8,15.6,0.0,0.0,2.6,5.2,2.6,15.6,100,112,,pelleno01
559,Wayne Selden,27,NYK,SG,3,0,19,2.6,10.5,.250,2.6,5.3,.500,0.0,5.3,.000,.375,5.3,10.5,.500,0.0,2.6,2.6,2.6,0.0,0.0,0.0,2.6,13.2,103,118,,seldewa01
560,Craig Sword,28,WAS,SG,3,0,19,7.8,10.4,.750,0.0,2.6,.000,7.8,7.8,1.000,.750,0.0,0.0,,0.0,0.0,0.0,2.6,10.4,0.0,2.6,18.2,15.6,115,99,,swordcr01
561,Eugene Omoruyi,24,DAL,SF,4,0,18,5.6,14.0,.400,2.8,5.6,.500,2.8,8.4,.333,.500,5.6,11.2,.500,5.6,14.0,19.6,5.6,0.0,0.0,0.0,5.6,19.6,130,110,,omorueu01
562,Emanuel Terry,25,PHO,PF,3,0,18,0.0,13.4,.000,0.0,0.0,,0.0,13.4,.000,.000,0.0,0.0,,21.4,18.7,40.1,5.3,2.7,0.0,13.4,10.7,0.0,61,99,,terryem01
563,Scotty Hopson,32,OKC,SG,1,0,18,5.4,10.8,.500,0.0,2.7,.000,5.4,8.1,.667,.500,0.0,0.0,,0.0,2.7,2.7,2.7,0.0,0.0,5.4,2.7,10.8,69,120,,hopsosc01
564,Aaron Henry,22,PHI,SF,6,0,17,2.9,14.7,.200,0.0,2.9,.000,2.9,11.7,.250,.200,0.0,0.0,,0.0,2.9,2.9,0.0,0.0,5.9,5.9,5.9,5.9,29,111,,henryaa01
565,Trayvon Palmer,27,DET,SG,1,0,17,0.0,2.9,.000,0.0,0.0,,0.0,2.9,.000,.000,0.0,0.0,,0.0,5.7,5.7,0.0,0.0,0.0,2.9,5.7,0.0,0,119,,palmetr01
566,Dakota Mathias,26,MEM,SG,6,0,16,6.0,17.9,.333,6.0,17.9,.333,0.0,0.0,,.500,0.0,0.0,,0.0,6.0,6.0,3.0,3.0,0.0,0.0,3.0,17.9,116,109,,mathida01
567,Jaylen Morris,26,SAS,SG,3,0,16,0.0,18.0,.000,0.0,6.0,.000,0.0,12.0,.000,.000,6.0,12.0,.500,0.0,6.0,6.0,6.0,0.0,0.0,3.0,6.0,6.0,40,117,,morrija01
568,Sekou Doumbouya,21,LAL,PF,2,0,16,15.0,24.0,.625,3.0,6.0,.500,12.0,18.0,.667,.688,9.0,12.0,.750,6.0,12.0,18.0,0.0,9.0,6.0,6.0,3.0,41.9,117,87,,doumbse01
569,Jemerrio Jones,26,LAL,SF,2,0,15,6.4,9.6,.667,0.0,0.0,,6.4,9.6,.667,.667,0.0,0.0,,6.4,3.2,9.6,0.0,3.2,0.0,0.0,6.4,12.8,152,113,,jonesje01
570,Moses Wright,23,2TM,PF,4,0,14,3.6,14.4,.250,0.0,3.6,.000,3.6,10.8,.333,.250,10.8,10.8,1.000,3.6,7.2,10.8,7.2,0.0,3.6,0.0,0.0,17.9,126,109,,wrighmo01
571,Cat Barber,27,ATL,PG,3,0,13,0.0,15.1,.000,0.0,0.0,,0.0,15.1,.000,.000,0.0,15.1,.000,3.8,7.6,11.3,11.3,0.0,0.0,3.8,3.8,0.0,38,119,,barbeca01
572,Jarron Cumberland,24,POR,SG,3,0,12,4.1,8.1,.500,0.0,4.1,.000,4.1,4.1,1.000,.500,0.0,0.0,,4.1,8.1,12.2,4.1,0.0,0.0,0.0,8.1,8.1,136,121,,cumbeja01
573,JaQuori McLaughlin,24,DAL,PG,4,0,11,0.0,9.2,.000,0.0,4.6,.000,0.0,4.6,.000,.000,0.0,0.0,,0.0,0.0,0.0,9.2,0.0,0.0,0.0,4.6,0.0,57,118,,mclauja01
574,Rob Edwards,25,OKC,SG,2,0,11,4.4,17.7,.250,4.4,17.7,.250,0.0,0.0,,.375,0.0,0.0,,0.0,13.3,13.3,0.0,0.0,0.0,4.4,0.0,13.3,60,114,,edwarro01
575,Emmanuel Mudiay,25,SAC,PG,2,0,11,0.0,8.7,.000,0.0,0.0,,0.0,8.7,.000,.000,13.1,17.5,.750,0.0,0.0,0.0,17.5,4.4,0.0,4.4,4.4,13.1,100,114,,mudiaem01
576,Tre Scott,25,CLE,SF,2,0,11,13.6,27.2,.500,0.0,4.5,.000,13.6,22.7,.600,.500,0.0,0.0,,4.5,4.5,9.1,0.0,4.5,4.5,0.0,9.1,27.2,106,100,,scotttr01
577,Shaq Buchanan,25,MEM,SG,2,0,10,4.8,19.1,.250,0.0,9.6,.000,4.8,9.6,.500,.250,0.0,0.0,,4.8,4.8,9.6,9.6,4.8,0.0,9.6,4.8,9.6,61,106,,buchash01
578,DaQuan Jeffries,24,MEM,SG,3,0,9,5.3,10.6,.500,0.0,5.3,.000,5.3,5.3,1.000,.500,0.0,0.0,,0.0,10.6,10.6,5.3,0.0,0.0,0.0,5.3,10.6,125,113,,jeffrda01
579,Jon Teske,24,MEM,C,3,0,8,0.0,6.0,.000,0.0,0.0,,0.0,6.0,.000,.000,0.0,12.0,.000,0.0,12.0,12.0,6.0,6.0,0.0,0.0,6.0,0.0,32,99,,teskejo01
580,Feron Hunt,22,NYK,SF,2,0,8,0.0,12.5,.000,0.0,0.0,,0.0,12.5,.000,.000,0.0,0.0,,6.3,0.0,6.3,6.3,6.3,0.0,6.3,6.3,0.0,41,105,,huntfe01
581,Anthony Lamb,24,SAS,SF,2,0,8,0.0,12.0,.000,0.0,12.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,56,118,,lamban01
582,M.J. Walker,23,PHO,SG,2,0,8,0.0,24.1,.000,0.0,12.0,.000,0.0,12.0,.000,.000,0.0,0.0,,0.0,6.0,6.0,6.0,12.0,0.0,0.0,6.0,0.0,18,86,,walkemj01
583,Malik Newman,24,CLE,PG,1,0,8,18.7,31.2,.600,0.0,6.2,.000,18.7,25.0,.750,.600,12.5,12.5,1.000,0.0,6.2,6.2,6.2,0.0,0.0,6.2,0.0,49.9,118,115,,newmama01
584,Paris Bass,26,PHO,SF,2,0,7,13.7,41.2,.333,0.0,13.7,.000,13.7,27.5,.500,.333,13.7,13.7,1.000,13.7,13.7,27.5,0.0,6.9,0.0,13.7,13.7,41.2,82,92,,basspa01
585,Scottie Lewis,21,CHO,SG,2,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,6.9,13.7,.500,0.0,0.0,0.0,6.9,6.9,0.0,0.0,0.0,6.9,150,108,,lewissc01
586,Jaysean Paige,27,DET,PG,1,0,7,0.0,20.9,.000,0.0,13.9,.000,0.0,7.0,.000,.000,0.0,0.0,,0.0,7.0,7.0,7.0,0.0,0.0,7.0,13.9,0.0,15,118,,paigeja01
587,Jordan Goodwin,23,WAS,SG,2,0,6,0.0,24.7,.000,0.0,8.2,.000,0.0,16.5,.000,.000,0.0,0.0,,0.0,8.2,8.2,0.0,0.0,0.0,0.0,8.2,0.0,0,118,,goodwjo01
588,Jaden Springer,19,PHI,SG,2,0,6,8.3,8.3,1.000,0.0,0.0,,8.3,8.3,1.000,1.000,0.0,0.0,,8.3,8.3,16.6,0.0,0.0,16.6,8.3,0.0,16.6,101,95,,sprinja01
589,Arnoldas Kulboka,24,CHO,SF,2,0,5,0.0,9.6,.000,0.0,9.6,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0,123,,kulboar01
590,Zylan Cheatham,26,UTA,SF,1,0,5,0.0,29.7,.000,0.0,19.8,.000,0.0,9.9,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,120,,cheatzy01
591,Matt Ryan,24,BOS,SF,1,0,5,9.9,49.7,.200,9.9,49.7,.200,0.0,0.0,,.300,0.0,0.0,,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,29.8,65,94,,ryanma01
592,Tyrell Terry,21,MEM,PG,2,0,3,15.9,15.9,1.000,0.0,0.0,,15.9,15.9,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,31.9,200,118,,terryty01
593,Javin DeLaurier,23,MIL,C,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,16.0,16.0,0.0,16.0,0.0,0.0,16.0,0.0,,74,,delauja01
594,Jaime Echenique,24,WAS,C,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,123,,echenja01
595,Nate Hinton,22,IND,SG,2,0,2,0.0,24.5,.000,0.0,0.0,,0.0,24.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0,125,,hintona01
596,David Johnson,20,TOR,SG,2,0,2,0.0,25.0,.000,0.0,25.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,120,,johnsda08
597,Jordan Bell,27,CHI,C,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,24.4,0.0,24.4,0.0,24.4,0.0,0.0,48.8,0.0,223,65,,belljo01
598,Tyler Hall,24,NYK,SG,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,120,,hallty01
599,Joe Johnson,40,BOS,SG,1,0,2,24.8,24.8,1.000,0.0,0.0,,24.8,24.8,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,200,117,,johnsjo02
600,C.J. Miles,34,BOS,SG,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,0.0,,115,,milescj01
601,Matt Mooney,25,NYK,SG,1,0,2,0.0,25.0,.000,0.0,25.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0,63,,moonema01
602,Ahmad Caver,25,IND,SG,1,0,1,49.0,49.0,1.000,0.0,0.0,,49.0,49.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,200,125,,caverah01
603,Sam Dekker,27,TOR,PF,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,120,,dekkesa01
604,DeJon Jarreau,24,IND,SG,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,125,,jarrede01
605,Ade Murkey,24,SAC,SG,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,124,,murkead01
