Rank,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,+/- Per 100 Poss_OnCourt,+/- Per 100 Poss_On-Off,BadPass,LostBall,Fouls Committed_Shoot,Fouls Committed_Off.,Fouls Drawn_Shoot,Fouls Drawn_Off.,PGA,And1,Blkd,Awards,-9999
1,Mikal Bridges,26,2TM,SG,83,83,2963,1,38,51,10,0,0.8,-1.5,73,37,92,6,159,28,662,43,54,,bridgmi01
2,Anthony Edwards,21,MIN,SG,79,79,2842,1,65,32,3,0,1.0,4.0,127,88,72,22,206,5,861,64,59,AS,edwaran01
3,Zach LaVine,27,CHI,SG,77,77,2768,25,43,32,1,0,0.4,-4.0,86,63,94,16,211,4,769,51,78,,lavinza01
4,Nikola Vučević,32,CHI,C,82,82,2746,0,0,0,1,100,-1.0,-8.1,56,36,107,27,71,4,653,22,44,,vucevni01
5,Julius Randle,28,NYK,PF,77,77,2737,0,0,0,96,4,3.0,-0.5,72,75,87,43,246,9,812,81,57,CPOY-14ASNBA3,randlju01
6,Domantas Sabonis,26,SAC,C,79,79,2736,0,0,0,0,100,2.9,1.9,81,65,136,55,196,12,1451,46,62,MVP-7ASNBA3,sabondo01
7,Jayson Tatum,24,BOS,SF,74,74,2732,0,13,53,34,0,8.3,5.5,79,78,46,32,255,3,874,50,58,MVP-4CPOY-10ASNBA1,tatumja01
8,Spencer Dinwiddie,29,2TM,SG,79,79,2725,36,54,9,1,0,0.4,-0.9,85,26,84,19,161,21,1287,38,62,,dinwisp01
9,Evan Mobley,21,CLE,PF,79,79,2715,0,0,0,56,44,6.5,2.4,41,50,138,23,151,10,530,34,62,DPOY-3DEF1,mobleev01
10,Dejounte Murray,26,ATL,SG,74,74,2693,29,70,1,0,0,-1.2,-5.0,85,56,53,6,92,6,1042,26,56,,murrade01
11,DeMar DeRozan,33,CHI,SF,74,74,2682,0,0,68,32,0,1.5,-0.5,74,45,104,14,270,32,923,78,62,CPOY-3AS,derozde01
12,Scottie Barnes,21,TOR,SF,77,76,2678,3,49,48,1,0,3.0,5.5,97,25,80,13,118,18,888,30,46,,barnesc01
13,Harrison Barnes,30,SAC,PF,82,82,2662,0,0,16,84,0,3.9,4.8,38,24,52,11,180,22,317,31,31,,barneha02
14,Pascal Siakam,28,TOR,PF,71,71,2652,0,0,13,67,20,2.2,3.1,72,44,103,31,228,8,1026,52,35,AS,siakapa01
15,CJ McCollum,31,NOP,PG,75,75,2649,69,31,0,0,0,0.9,-3.5,102,38,81,17,107,9,1002,27,60,,mccolcj01
16,Franz Wagner,21,ORL,SF,80,80,2609,0,16,72,12,0,0.6,10.2,72,53,78,23,138,44,680,31,84,,wagnefr01
17,Jalen Green,20,HOU,SG,76,76,2602,21,79,0,0,0,-8.9,-1.8,94,73,73,13,203,14,644,43,105,,greenja05
18,Bam Adebayo,25,MIA,C,75,75,2598,0,0,0,0,100,1.7,5.4,60,46,83,50,194,10,587,37,49,DPOY-5ASDEF2,adebaba01
19,Trae Young,24,ATL,PG,73,73,2541,100,0,0,0,0,0.8,1.0,233,43,48,13,220,41,1685,43,84,,youngtr01
20,Fred VanVleet,28,TOR,PG,69,69,2535,92,8,0,0,0,2.6,3.9,75,33,80,15,102,26,1137,23,57,,vanvlfr01
21,Buddy Hield,30,IND,SF,80,73,2482,0,21,68,12,0,-2.6,2.3,74,39,75,4,34,2,545,7,40,,hieldbu01
22,RJ Barrett,22,NYK,SG,73,73,2475,0,21,78,1,0,-0.6,-10.0,73,45,88,19,205,7,486,44,94,,barrerj01
23,Jordan Poole,23,GSW,PG,82,43,2458,64,36,0,0,0,-0.8,-7.1,107,77,79,29,176,16,906,41,75,,poolejo01
24,Josh Hart,27,2TM,SF,76,52,2454,1,14,79,6,0,6.0,12.0,74,20,94,9,85,20,717,26,40,,hartjo01
25,Jabari Smith Jr.,19,HOU,PF,79,79,2451,0,0,0,88,12,-11.5,-8.5,41,36,137,13,85,12,225,15,35,,smithja05
26,Trey Murphy III,22,NOP,SF,79,65,2448,0,7,62,32,0,0.6,-4.0,27,15,96,11,73,16,261,22,23,,murphtr02
27,Darius Garland,23,CLE,PG,69,69,2447,97,3,0,0,0,7.9,5.9,95,55,58,11,123,40,1214,25,54,,garlada01
28,Tobias Harris,30,PHI,SF,74,74,2436,0,1,74,25,0,5.7,2.4,30,26,78,19,58,1,466,16,52,,harrito02
29,De'Aaron Fox,25,SAC,PG,73,73,2435,100,0,0,0,0,2.6,0.9,90,71,80,7,210,34,1103,52,53,MVP-11CPOY-1ASNBA3,foxde01
30,Donovan Mitchell,26,CLE,SG,68,68,2432,30,69,1,0,0,6.0,0.9,92,58,73,15,136,14,701,40,55,MVP-6CPOY-6ASNBA2,mitchdo01
31,Paolo Banchero,20,ORL,PF,72,72,2430,0,0,23,74,3,-4.5,-4.4,79,78,90,22,258,8,634,53,92,ROY-1,banchpa01
32,Jaden McDaniels,22,MIN,SF,79,79,2416,0,7,73,20,0,1.6,4.4,47,26,131,16,75,15,351,23,29,,mcdanja02
33,Shai Gilgeous-Alexander,24,OKC,PG,68,68,2416,84,17,0,0,0,3.1,4.9,84,64,78,30,322,15,942,57,97,MVP-5CPOY-7ASNBA1,gilgesh01
34,Royce O'Neale,29,BRK,SF,76,53,2409,0,24,61,15,0,2.6,3.5,71,19,139,13,30,25,690,5,28,,onealro01
35,Jaylen Brown,26,BOS,SF,67,67,2405,0,39,58,3,0,5.1,-3.9,61,68,70,27,171,9,599,47,74,ASNBA2,brownja02
36,Luka Dončić,23,DAL,PG,66,66,2391,96,4,0,0,0,2.2,4.9,141,64,73,12,308,10,1316,74,44,MVP-8CPOY-8ASNBA1,doncilu01
37,OG Anunoby,25,TOR,SF,67,67,2386,0,11,62,27,0,2.1,2.4,54,29,87,29,77,15,307,19,65,DPOY-7DEF2,anunoog01
38,Keegan Murray,22,SAC,SF,80,78,2382,0,2,84,14,0,1.3,-2.6,32,11,112,4,41,19,238,14,40,ROY-5,murrake02
39,Kentavious Caldwell-Pope,29,DEN,SG,76,76,2381,24,74,2,0,0,9.6,16.3,54,20,70,5,49,45,433,11,9,,caldwke01
40,P.J. Washington,24,CHO,PF,73,73,2380,0,0,3,95,3,-7.3,-3.9,55,31,121,11,86,8,407,23,62,,washipj01
41,Jalen Brunson,26,NYK,PG,68,68,2379,100,0,0,0,0,2.4,-1.9,75,39,70,18,169,77,1036,50,51,MVP-12CPOY-4,brunsja01
42,Brook Lopez,34,MIL,C,78,78,2373,0,0,0,0,100,8.0,11.0,28,14,134,36,104,2,243,42,26,DPOY-2DEF1,lopezbr01
43,Josh Giddey,20,OKC,PF,76,76,2367,0,1,17,67,15,-2.7,-9.5,127,57,85,12,81,1,1119,31,83,,giddejo01
44,Reggie Bullock,31,DAL,SF,78,55,2364,0,2,45,51,2,-1.7,-4.7,22,1,86,8,3,7,272,1,9,,bullore01
45,Immanuel Quickley,23,NYK,SG,81,21,2344,26,73,1,0,0,6.7,8.6,49,18,77,7,118,10,688,34,31,6MOY-2,quickim01
46,Tyler Herro,23,MIA,SG,67,67,2337,6,81,13,0,0,2.6,6.8,88,32,58,13,77,2,680,16,52,,herroty01
47,Patrick Williams,21,CHI,PF,82,65,2323,0,0,0,89,11,-1.8,-8.3,24,29,77,20,50,11,248,10,38,,willipa01
48,Nikola Jokić,27,DEN,C,69,69,2323,0,0,0,0,100,12.0,21.9,138,68,91,26,185,12,1564,64,49,MVP-2CPOY-13ASNBA2,jokicni01
49,Derrick White,28,BOS,SG,82,70,2319,21,71,8,0,0,10.7,9.7,54,25,115,4,96,51,793,27,33,DEF2,whitede01
50,Jaden Ivey,20,DET,SG,74,73,2304,27,64,8,1,0,-13.4,-11.8,137,59,118,13,167,20,920,32,85,ROY-6,iveyja01
51,D'Angelo Russell,26,2TM,PG,71,71,2304,91,9,0,0,0,1.4,0.5,131,34,56,8,79,18,1012,16,23,,russeda01
52,Draymond Green,32,GSW,PF,73,73,2297,0,0,1,74,25,7.3,13.1,144,19,113,29,47,30,1218,13,20,DPOY-4DEF2,greendr01
53,KJ Martin,22,HOU,SF,82,49,2292,0,1,87,13,0,-8.4,-0.2,33,23,75,18,119,6,306,30,53,,martike04
54,Joel Embiid,28,PHI,C,66,66,2284,0,0,0,0,100,9.1,10.2,75,89,109,32,354,3,702,75,90,MVP-1DPOY-9CPOY-5ASNBA1,embiijo01
55,Bruce Brown,26,DEN,SF,80,31,2280,0,32,64,3,0,0.9,-5.6,56,37,106,12,75,11,631,23,37,,brownbr01
56,Klay Thompson,32,GSW,SF,69,69,2279,0,26,71,3,0,3.1,3.1,57,24,73,12,53,3,379,11,33,,thompkl01
57,Jalen Williams,21,OKC,SG,75,62,2276,9,71,20,1,0,-0.3,-3.3,42,41,99,16,99,20,604,25,52,ROY-2,willija06
58,Lauri Markkanen,25,UTA,PF,66,66,2273,0,0,20,62,18,3.2,10.0,31,53,64,35,169,9,319,45,65,MIP-1AS,markkla01
59,Max Strus,26,MIA,SF,80,33,2272,0,16,57,27,0,-4.1,-9.1,40,13,103,9,34,17,397,8,23,,strusma01
60,Luguentz Dort,23,OKC,SF,74,73,2272,0,17,61,21,1,1.0,-0.4,31,30,111,14,120,93,365,23,53,,dortlu01
61,Nic Claxton,23,BRK,C,76,76,2271,0,0,0,0,100,5.2,9.1,21,21,105,31,119,14,350,35,29,DPOY-9,claxtni01
62,Jerami Grant,28,POR,PF,63,63,2246,0,0,4,94,2,-0.9,6.4,36,40,76,24,161,25,371,39,52,,grantje01
63,Kyrie Irving,30,2TM,SG,60,60,2241,72,28,0,0,0,4.6,5.3,69,36,85,9,114,16,808,34,55,CPOY-12AS,irvinky01
64,Kyle Kuzma,27,WAS,PF,64,64,2239,0,0,14,81,5,0.2,3.4,65,52,76,35,120,8,574,29,59,,kuzmaky01
65,Caris LeVert,28,CLE,SG,74,30,2237,2,60,38,1,0,4.7,-2.2,73,24,87,7,79,30,667,16,32,,leverca01
66,Bennedict Mathurin,20,IND,SG,78,17,2222,1,65,34,0,0,-4.5,-2.5,56,49,67,30,218,10,288,52,83,ROY-46MOY-8,mathube01
67,Terry Rozier,28,CHO,SG,63,63,2221,32,65,3,0,0,-6.3,-1.1,56,40,52,15,93,38,756,23,64,,roziete01
68,Jarrett Allen,24,CLE,C,68,68,2220,0,0,0,0,100,7.9,4.9,41,18,90,17,100,13,271,20,43,,allenja01
69,Dillon Brooks,27,MEM,SF,73,73,2214,0,20,75,5,0,4.3,1.7,43,27,104,15,70,23,451,18,38,DEF2,brookdi01
70,Kevin Huerter,24,SAC,SG,75,75,2203,1,72,26,2,0,3.0,1.6,53,14,85,6,49,8,516,12,23,,huertke01
71,Jrue Holiday,32,MIL,PG,67,65,2183,62,37,1,0,0,9.3,12.8,124,48,55,14,69,21,1209,17,45,DPOY-7ASDEF1,holidjr01
72,Alperen Şengün,20,HOU,C,75,72,2171,0,0,0,0,100,-7.9,0.8,85,44,152,34,123,31,672,42,62,,sengual01
73,Anfernee Simons,23,POR,SG,62,62,2171,38,60,2,0,0,-1.2,5.4,65,34,73,15,69,11,595,18,42,,simonan01
74,Ivica Zubac,25,LAC,C,76,76,2170,0,0,0,0,100,-0.6,-2.8,36,31,148,28,110,2,184,18,46,,zubaciv01
75,Killian Hayes,21,DET,PG,76,56,2154,83,17,0,0,0,-11.6,-6.8,111,38,111,5,36,28,1147,5,29,,hayeski01
76,Tim Hardaway Jr.,30,DAL,SF,71,45,2152,0,13,72,14,0,4.2,8.5,31,14,65,11,66,40,330,16,25,,hardati02
77,De'Anthony Melton,24,PHI,SG,77,58,2150,22,60,18,0,0,2.9,-3.9,56,26,94,9,29,8,492,5,25,,meltode01
78,Rudy Gobert,30,MIN,C,70,70,2148,0,0,0,0,100,-0.3,-0.3,27,40,108,35,165,4,213,45,40,,goberru01
79,Jimmy Butler,33,MIA,PF,64,64,2138,0,0,15,83,3,1.4,3.5,54,24,32,10,245,12,835,61,53,MVP-10DPOY-12CPOY-2NBA2,butleji01
80,James Harden,33,PHI,PG,58,58,2135,100,0,0,0,0,6.5,3.7,117,40,46,20,147,11,1429,36,50,,hardeja01
81,Jamal Murray,25,DEN,PG,65,65,2133,81,19,0,0,0,6.2,6.2,93,29,59,8,65,17,923,9,35,,murraja01
82,John Collins,25,ATL,PF,71,71,2130,0,0,0,92,8,-0.3,-1.6,24,28,149,18,90,20,214,21,45,,collijo01
83,Saddiq Bey,23,2TM,SF,77,37,2129,0,10,76,13,1,-3.4,3.1,19,14,44,12,121,3,282,27,55,,beysa01
84,De'Andre Hunter,25,ATL,SF,67,67,2126,0,0,74,26,0,-0.2,-1.5,20,33,97,13,99,33,225,20,47,,huntede01
85,Russell Westbrook,34,2TM,PG,73,24,2126,74,26,0,0,0,-0.1,-1.4,169,51,71,16,144,8,1252,34,79,6MOY-9,westbru01
86,Quentin Grimes,22,NYK,SG,71,66,2121,0,65,35,0,0,4.7,3.3,30,14,93,7,44,15,351,13,20,,grimequ01
87,Kristaps Porziņģis,27,WAS,C,65,65,2120,0,0,0,0,100,1.6,6.2,52,40,112,31,175,8,419,51,57,,porzikr01
88,Gary Trent Jr.,24,TOR,SG,66,44,2118,22,76,3,0,0,-1.6,-6.2,17,16,42,12,85,10,254,21,32,,trentga02
89,Damian Lillard,32,POR,PG,58,58,2107,100,0,0,0,0,2.2,12.8,139,29,54,8,200,23,1009,43,43,CPOY-10ASNBA3,lillada01
90,Ayo Dosunmu,23,CHI,SG,80,51,2098,2,60,36,2,0,-1.2,-6.0,43,28,85,8,43,9,481,10,49,,dosunay01
91,Corey Kispert,23,WAS,SF,74,45,2093,0,38,58,3,0,-3.4,-4.5,23,9,54,10,39,6,201,8,36,,kispeco01
92,Malik Beasley,26,2TM,SG,81,27,2093,17,50,31,2,0,-2.8,-3.2,48,29,56,6,26,6,302,10,26,,beaslma01
93,Caleb Martin,27,MIA,SF,71,49,2077,2,34,62,3,0,0.9,2.4,30,19,71,12,48,30,295,10,26,,martica02
94,Andrew Nembhard,23,IND,SG,75,63,2073,29,70,1,0,0,-6.2,-5.8,84,20,75,7,26,30,807,12,25,,nembhan01
95,Keldon Johnson,23,SAS,SF,63,63,2063,2,23,64,11,0,-11.7,-3.4,58,47,55,14,175,4,442,59,64,,johnske04
96,Aaron Gordon,27,DEN,PF,68,68,2055,0,0,4,88,8,12.1,18.4,39,29,82,16,147,10,474,31,64,,gordoaa01
97,Mason Plumlee,32,2TM,C,79,60,2054,0,0,0,0,100,-6.0,-2.8,49,25,117,30,150,9,574,38,38,,plumlma01
98,Grant Williams,24,BOS,PF,79,23,2045,0,0,5,86,8,5.3,-2.7,27,20,100,17,47,20,333,12,21,,willigr01
99,Deandre Ayton,24,PHO,C,67,67,2035,0,0,0,0,100,-1.6,-6.8,23,41,117,35,96,0,279,24,39,,aytonde01
100,Mike Conley,35,2TM,PG,67,66,2029,100,0,0,0,0,0.8,2.2,76,19,75,3,61,43,1090,15,14,,conlemi01
101,Giannis Antetokounmpo,28,MIL,PF,63,63,2024,0,0,0,59,41,7.4,7.8,71,62,69,59,385,5,927,98,82,MVP-3DPOY-6ASNBA1,antetgi01
102,Kevin Porter Jr.,22,HOU,PG,59,59,2024,99,1,0,0,0,-8.8,-1.1,113,51,58,12,117,12,809,31,62,,porteke02
103,Deni Avdija,22,WAS,SF,76,40,2020,0,8,62,30,0,-0.6,1.3,62,30,129,23,78,6,502,21,36,,avdijde01
104,Tyrese Maxey,22,PHI,SG,60,41,2016,47,53,0,0,0,5.7,1.9,36,13,55,15,109,10,506,33,38,,maxeyty01
105,Dorian Finney-Smith,29,2TM,PF,66,66,2009,0,0,27,63,10,0.4,-0.2,33,10,81,9,27,4,250,9,20,,finnedo01
106,Jordan Clarkson,30,UTA,SG,61,61,1988,25,68,7,0,0,0.2,2.6,97,49,52,11,99,6,662,25,52,,clarkjo01
107,Dennis Schröder,29,LAL,PG,66,50,1986,100,0,0,0,0,2.9,4.7,77,24,61,8,86,30,717,20,45,,schrode01
108,Tre Jones,23,SAS,PG,68,65,1984,100,0,0,0,0,-8.3,3.6,70,24,53,5,71,50,1076,20,41,,jonestr01
109,Grayson Allen,27,MIL,SG,72,70,1972,5,75,21,0,0,5.7,4.1,49,11,68,1,44,23,409,7,22,,allengr01
110,Jonas Valančiūnas,30,NOP,C,79,79,1968,0,0,0,0,100,-0.5,-5.1,34,46,123,53,108,1,321,24,47,,valanjo01
111,Eric Gordon,34,2TM,SG,69,58,1965,18,49,33,0,0,-5.3,0.9,56,24,47,8,72,8,429,20,31,,gordoer01
112,Kevon Looney,26,GSW,C,82,70,1958,0,0,0,0,100,5.1,6.4,15,7,125,19,77,2,526,19,34,,looneke01
113,Kyle Anderson,29,MIN,PF,69,46,1957,0,0,8,90,2,1.9,4.0,54,21,63,10,67,16,780,16,19,,anderky01
114,Marcus Smart,28,BOS,PG,61,61,1957,98,2,0,0,0,5.9,-1.5,84,22,79,19,48,51,914,11,18,,smartma01
115,LeBron James,38,LAL,PF,55,54,1954,0,0,1,93,7,5.1,8.8,107,36,37,27,170,9,870,60,47,ASNBA3,jamesle01
116,Herbert Jones,24,NOP,PF,66,66,1951,0,0,22,76,2,3.8,3.2,40,13,105,14,76,35,386,18,33,,joneshe01
117,Torrey Craig,32,PHO,PF,79,60,1948,0,0,20,79,1,-3.2,-9.9,37,17,102,12,21,14,287,5,23,,craigto01
118,Ja Morant,23,MEM,PG,61,59,1948,100,0,0,0,0,6.9,6.5,111,46,46,10,234,25,1170,62,84,MVP-12AS,moranja01
119,Kelly Olynyk,31,UTA,C,68,68,1942,0,0,0,48,52,0.0,2.1,75,40,121,32,89,25,606,28,30,,olynyke01
120,Stephen Curry,34,GSW,PG,56,56,1941,100,0,0,0,0,5.8,8.0,111,26,49,12,114,20,838,37,41,MVP-9CPOY-9ASNBA2,curryst01
121,Tyus Jones,26,MEM,PG,80,22,1940,78,23,0,0,0,1.4,-4.2,57,10,14,4,29,11,1009,7,14,6MOY-6,jonesty01
122,Paul George,32,LAC,SF,56,56,1939,0,5,69,26,1,3.6,5.9,98,47,80,18,115,16,714,23,37,AS,georgpa01
123,Al Horford,36,BOS,C,63,63,1922,0,0,0,8,92,7.9,2.4,17,5,80,14,10,2,466,5,8,,horfoal01
124,P.J. Tucker,37,PHI,PF,75,75,1920,0,0,8,83,8,4.2,-1.1,13,3,97,21,6,12,153,2,9,,tuckepj01
125,Jalen McDaniels,25,2TM,SF,80,24,1913,0,0,76,24,0,-2.8,1.1,35,29,99,15,72,15,312,22,39,,mcdanja01
126,Jakob Poeltl,27,2TM,C,72,71,1906,0,0,0,0,100,-3.5,2.8,58,32,125,26,93,4,446,25,34,,poeltja01
127,Anthony Davis,29,LAL,C,56,54,1904,0,0,0,0,100,4.7,7.8,39,42,85,25,198,5,355,49,58,,davisan02
128,Donte DiVincenzo,26,GSW,SG,72,36,1894,10,79,10,0,0,3.2,2.6,71,17,52,11,27,34,612,7,16,,divindo01
129,Bojan Bogdanović,33,DET,PF,59,59,1893,0,1,44,53,2,-8.5,0.0,60,52,49,11,93,6,377,20,79,,bogdabo02
130,Chris Paul,37,PHO,PG,59,59,1889,100,0,0,0,0,1.8,0.0,81,20,59,7,26,8,1233,4,6,,paulch01
131,Tyrese Haliburton,22,IND,PG,56,56,1883,87,13,0,0,0,-1.3,4.1,84,32,35,6,86,7,1419,33,46,AS,halibty01
132,Jarred Vanderbilt,23,2TM,PF,78,65,1879,0,0,43,53,3,-1.7,-1.6,29,36,92,16,61,22,462,11,30,,vandeja01
133,Terance Mann,26,LAC,SG,81,36,1872,18,46,33,4,0,1.3,1.3,38,21,56,14,61,18,447,16,33,,mannte01
134,Troy Brown Jr.,23,LAL,SF,76,45,1860,0,2,70,28,0,-0.9,-2.7,27,10,65,5,18,12,226,5,30,,browntr01
135,Onyeka Okongwu,22,ATL,C,80,18,1849,0,0,0,1,100,2.3,3.4,22,16,161,31,92,3,204,22,42,,okongon01
136,Austin Reaves,24,LAL,SG,64,22,1843,0,44,48,8,0,5.2,8.7,49,27,70,8,117,44,520,38,19,6MOY-7,reaveau01
137,Desmond Bane,24,MEM,SG,58,58,1841,4,86,10,0,0,8.2,8.6,48,33,78,17,78,8,615,28,73,,banede01
138,Devin Booker,26,PHO,SG,53,53,1835,0,47,50,3,0,5.5,7.0,75,40,74,17,156,14,715,50,43,,bookede01
139,Marcus Morris,33,LAC,PF,65,65,1825,0,0,11,81,8,-0.8,-2.7,18,16,68,10,32,7,283,9,15,,morrima03
140,Myles Turner,26,IND,C,62,62,1825,0,0,0,0,100,-1.6,3.4,26,21,130,31,129,5,214,32,30,,turnemy01
141,Bobby Portis,27,MIL,PF,70,22,1818,0,0,6,81,12,0.4,-5.9,22,24,55,15,51,1,275,11,34,6MOY-3,portibo01
142,Aaron Nesmith,23,IND,SF,73,60,1816,0,2,35,63,0,-5.4,-3.6,34,13,134,11,60,34,238,12,46,,nesmiaa01
143,Patrick Beverley,34,2TM,SG,67,67,1816,47,45,8,0,0,-1.1,-2.9,32,7,84,6,21,26,453,5,12,,beverpa01
144,Jevon Carter,27,MIL,PG,81,39,1810,99,1,0,0,0,3.4,-0.3,44,18,75,1,10,6,492,2,16,,carteje01
145,Michael Porter Jr.,24,DEN,SF,62,62,1798,0,0,96,4,0,10.1,12.7,25,20,77,8,57,0,156,15,28,,portemi01
146,Naji Marshall,25,NOP,SF,77,21,1792,0,22,65,13,0,1.1,-1.9,56,15,63,10,82,5,445,24,39,,marshna01
147,Jaren Jackson Jr.,23,MEM,C,63,63,1787,0,0,0,23,77,10.0,11.7,28,28,109,38,154,5,138,31,66,DPOY-1ASDEF1,jacksja02
148,Shaedon Sharpe,19,POR,SG,80,15,1779,9,61,30,0,0,-7.7,-7.3,32,29,63,8,47,8,229,11,31,,sharpsh01
149,Markelle Fultz,24,ORL,PG,60,60,1778,75,25,0,0,0,-4.2,-2.5,73,33,60,19,56,7,835,19,40,,fultzma01
150,Tari Eason,21,HOU,PF,82,5,1767,0,0,22,77,1,-4.0,7.9,39,28,99,15,81,3,213,21,67,,easonta01
151,Gabe Vincent,26,MIA,PG,68,34,1759,82,19,0,0,0,-0.1,0.1,48,19,76,13,32,24,403,11,19,,vincega01
152,Kawhi Leonard,31,LAC,SF,52,50,1748,1,45,46,9,0,5.9,9.3,34,29,44,7,123,4,515,33,25,,leonaka01
153,Malcolm Brogdon,30,BOS,PG,67,0,1744,52,47,1,0,0,5.1,-2.7,42,34,49,7,78,18,616,14,50,6MOY-1,brogdma01
154,Christian Wood,27,DAL,C,67,17,1738,0,0,0,13,87,-1.3,-2.6,33,29,94,37,131,8,290,38,40,6MOY-9,woodch01
155,Coby White,22,CHI,SG,74,2,1730,49,47,4,0,0,4.0,4.3,38,18,69,3,33,24,479,12,24,,whiteco01
156,Clint Capela,28,ATL,C,65,63,1730,0,0,0,0,100,-0.5,-1.7,17,8,69,15,68,18,137,17,26,,capelca01
157,Malik Monk,24,SAC,SG,77,0,1719,2,92,6,0,0,1.1,-2.1,85,32,69,13,80,7,694,18,53,6MOY-5,monkma01
158,Kyle Lowry,36,MIA,PG,55,44,1718,100,0,0,0,0,1.3,2.7,70,16,69,4,56,29,656,18,24,,lowryky01
159,Nicolas Batum,34,LAC,PF,78,19,1709,0,0,0,60,41,4.8,7.4,30,5,67,8,21,5,302,5,5,,batumni01
160,Walker Kessler,21,UTA,C,74,40,1703,0,0,0,0,100,2.8,6.8,13,12,119,24,70,1,180,23,34,ROY-3,kesslwa01
161,Monte Morris,27,WAS,PG,62,61,1695,100,0,0,0,0,0.1,2.4,42,12,34,2,30,15,769,11,19,,morrimo01
162,Wendell Carter Jr.,23,ORL,C,57,54,1690,0,0,0,6,94,-1.5,2.3,35,28,82,30,78,4,301,17,18,,cartewe01
163,Santi Aldama,22,MEM,PF,77,20,1682,0,0,2,69,29,2.2,-2.5,19,20,93,11,48,11,231,12,20,,aldamsa01
164,Bradley Beal,29,WAS,SG,50,50,1673,6,77,16,1,0,0.8,3.6,79,45,57,12,104,7,651,26,33,,bealbr01
165,Kevin Durant,34,2TM,PF,47,47,1672,0,0,0,70,30,7.8,9.1,91,43,51,13,139,7,554,48,25,AS,duranke01
166,Jalen Duren,19,DET,C,67,31,1670,0,0,0,4,96,-8.4,0.1,33,16,97,31,77,2,174,17,35,,durenja01
167,Reggie Jackson,32,2TM,PG,68,40,1657,98,2,0,0,0,-2.8,-5.1,65,17,52,17,34,9,566,12,16,,jacksre01
168,Isaac Okoro,22,CLE,SF,76,46,1652,0,21,73,6,0,6.1,0.7,14,11,68,4,56,10,199,15,16,,okorois01
169,Isaiah Hartenstein,24,NYK,C,82,8,1626,0,0,0,0,100,4.5,2.3,33,7,113,17,33,6,242,13,17,,harteis01
170,Daniel Gafford,24,WAS,C,78,47,1604,0,0,0,32,68,-2.1,-1.4,21,24,120,32,97,7,201,36,28,,gaffoda01
171,Mitchell Robinson,24,NYK,C,59,58,1591,0,0,0,0,100,6.5,5.4,11,12,115,9,58,3,133,8,27,,robinmi01
172,Drew Eubanks,25,POR,C,78,28,1584,0,0,0,3,97,-3.0,1.1,26,13,110,20,47,12,262,11,9,,eubandr01
173,Gordon Hayward,32,CHO,SF,50,50,1577,0,10,81,9,0,-3.2,4.4,45,24,36,11,82,4,495,25,19,,haywago01
174,Alex Caruso,28,CHI,PG,67,36,1575,61,39,0,0,0,6.0,7.2,51,18,82,3,34,47,449,7,15,DPOY-11DEF1,carusal01
175,Shake Milton,26,PHI,SG,76,11,1567,18,68,14,1,0,4.2,-0.9,47,20,66,11,56,4,569,13,36,,miltosh01
176,Norman Powell,29,LAC,SG,60,8,1567,25,67,7,0,0,-3.3,-6.5,35,40,54,15,120,10,271,19,39,6MOY-4,powelno01
177,Cole Anthony,22,ORL,PG,60,4,1552,100,0,0,0,0,-0.6,3.6,43,28,83,6,76,8,558,20,22,,anthoco01
178,Malaki Branham,19,SAS,SG,66,32,1550,55,41,4,0,0,-10.6,-0.8,46,16,76,2,35,6,288,8,40,,branhma01
179,Cedi Osman,27,CLE,SF,77,2,1548,0,5,56,39,0,7.1,2.3,21,16,54,6,44,26,276,12,22,,osmande01
180,Kelly Oubre Jr.,27,CHO,SF,48,40,1548,0,58,42,0,0,-7.7,-3.2,22,28,61,7,107,25,124,37,55,,oubreke01
181,Josh Green,22,DAL,SG,60,21,1539,23,49,26,2,0,2.5,3.7,33,23,66,10,50,36,262,14,23,,greenjo02
182,Brandon Ingram,25,NOP,SF,45,45,1538,0,72,28,1,0,3.1,1.6,62,42,61,21,117,11,654,29,36,,ingrabr01
183,Josh Richardson,29,2TM,SG,65,10,1530,23,70,6,1,0,-5.1,1.2,48,14,62,9,27,12,411,9,9,,richajo01
184,Joe Harris,31,BRK,SF,74,33,1527,0,4,48,42,6,-1.9,-5.1,26,3,76,7,11,4,242,3,22,,harrijo01
185,T.J. McConnell,30,IND,PG,75,6,1526,100,0,0,0,0,-2.4,1.6,89,33,46,2,31,30,960,16,17,,mccontj01
186,Chris Boucher,30,TOR,PF,76,0,1523,0,5,47,45,3,-0.7,-3.0,7,17,95,8,75,18,65,19,35,,bouchch01
187,Georges Niang,29,PHI,PF,78,1,1512,0,0,1,94,5,1.7,-5.0,27,7,76,10,20,9,186,8,13,,niangge01
188,Bogdan Bogdanović,30,ATL,SG,54,9,1508,0,69,32,0,0,1.8,2.1,39,17,44,2,31,3,343,2,13,,bogdabo01
189,Damion Lee,30,PHO,SG,74,5,1506,5,57,36,2,0,1.3,-0.8,24,23,55,11,29,20,239,5,14,,leeda03
190,Bol Bol,23,ORL,PF,70,33,1505,0,0,1,82,18,-4.4,-2.5,36,47,50,8,55,3,164,16,19,,bolbo01
