Rank,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.,Awards,-9999
278,Cam Thomas,21,BRK,SG,57,4,948,.441,14.6,.708,.125,.226,.228,.129,.292,.464,.684,.466,.346,.458,.383,.327,.451,.011,5,.105,.500,0,0,,thomaca02
279,Mike Muscala,31,2TM,C,63,9,945,.449,19.8,.291,.092,.072,.082,.041,.709,.588,.630,.667,.500,.500,.391,.860,.975,.021,5,.232,.417,0,0,,muscami01
280,Maxi Kleber,31,DAL,PF,37,5,930,.456,18.1,.337,.237,.047,.036,.018,.663,.667,.725,.500,.667,.333,.348,.868,.974,.077,11,.277,.290,0,0,,klebima01
281,Yuta Watanabe,28,BRK,SF,58,1,928,.491,16.4,.418,.224,.138,.017,.039,.582,.557,.769,.281,.250,.444,.444,.722,1.000,.060,13,.533,.514,1,0,,watanyu01
282,Ish Wainright,28,PHO,SF,60,2,915,.370,19.8,.238,.150,.075,.009,.004,.762,.500,.529,.471,.500,.000,.329,.519,.982,.026,3,.514,.337,2,0,,wainris01
283,Daishen Nix,20,HOU,PG,57,7,914,.342,17.4,.409,.190,.194,.004,.021,.591,.423,.489,.370,1.000,.200,.286,.439,.825,.013,2,.150,.238,3,0,,nixda01
284,Jaylin Williams,20,OKC,C,49,36,914,.436,16.2,.517,.192,.150,.107,.068,.483,.463,.667,.200,.320,.688,.407,.839,.957,.047,8,.159,.556,0,0,,willija07
285,Chris Duarte,25,IND,SF,46,12,897,.369,17.2,.477,.183,.099,.096,.090,.523,.428,.541,.485,.250,.300,.316,.456,.782,.015,4,.328,.333,3,0,,duartch01
286,Derrick Jones Jr.,25,CHI,PF,64,0,893,.500,9.7,.652,.548,.096,.009,.000,.348,.587,.627,.364,.500,,.338,.739,1.000,.178,35,.600,.375,0,0,,jonesde02
287,Dean Wade,26,CLE,PF,44,13,891,.412,19.0,.282,.164,.062,.045,.011,.718,.560,.759,.364,.250,.000,.354,.821,1.000,.040,6,.409,.404,0,0,,wadede01
288,Vlatko Čančar,25,DEN,PF,60,9,889,.476,15.3,.493,.233,.220,.035,.004,.507,.580,.717,.480,.250,1.000,.374,.662,.977,.026,4,.330,.421,4,1,,cancavl01
289,Nickeil Alexander-Walker,24,2TM,SG,59,3,884,.444,16.9,.461,.139,.207,.044,.071,.539,.515,.634,.443,.385,.571,.384,.329,.803,.010,2,.277,.386,2,0,,alexani01
290,Bismack Biyombo,30,PHO,C,61,14,874,.578,4.4,1.000,.417,.490,.092,.000,.000,.578,.814,.406,.421,,,.824,,.214,42,,,0,0,,biyombi01
291,Goran Dragić,36,2TM,PG,58,0,870,.421,16.6,.567,.185,.128,.179,.075,.433,.468,.613,.372,.350,.560,.359,.393,.904,.000,0,.186,.481,0,0,,dragigo01
292,James Wiseman,21,2TM,C,45,22,867,.558,6.3,.941,.366,.407,.086,.056,.059,.580,.742,.536,.310,.263,.200,.697,1.000,.239,72,.050,.000,0,0,,wisemja01
293,Théo Maledon,21,CHO,PG,44,7,854,.402,14.0,.626,.217,.256,.134,.020,.374,.465,.582,.354,.471,.600,.295,.324,.821,.000,0,.074,.000,2,0,,maledth01
294,Andre Drummond,29,CHI,C,67,0,849,.606,2.3,.989,.763,.215,.011,.000,.011,.613,.660,.475,.000,,.000,.614,,.277,66,.333,.000,0,0,,drumman01
295,Aaron Holiday,26,ATL,PG,63,6,845,.418,14.7,.600,.223,.168,.132,.077,.400,.424,.612,.216,.310,.529,.409,.214,.861,.000,0,.170,.200,0,0,,holidaa01
296,Romeo Langford,23,SAS,SG,43,21,844,.467,10.1,.764,.290,.351,.093,.031,.236,.530,.680,.429,.458,.500,.262,.543,1.000,.054,13,.541,.333,0,0,,langfro01
297,Terence Davis,25,SAC,SG,64,5,841,.423,18.8,.332,.148,.118,.033,.030,.668,.537,.685,.442,.333,.455,.366,.508,.910,.038,12,.243,.390,1,0,,daviste02
298,George Hill,36,2TM,SG,46,1,834,.470,17.8,.428,.205,.102,.054,.066,.572,.620,.706,.412,.667,.636,.358,.477,.853,.018,3,.337,.438,4,1,,hillge01
299,Mark Williams,21,CHO,C,43,17,828,.637,3.1,1.000,.673,.267,.048,.012,.000,.637,.751,.388,.417,.667,,.681,,.303,71,,,0,0,,willima07
300,Robert Williams,25,BOS,C,35,20,824,.747,3.0,.994,.682,.276,.024,.012,.006,.751,.879,.489,.500,.000,.000,.685,,.341,56,1.000,.000,0,0,,williro04
301,Wesley Matthews,36,MIL,SF,52,0,820,.363,21.0,.225,.106,.056,.050,.013,.775,.528,.706,.333,.500,.000,.315,.842,.974,.000,0,.339,.238,0,0,,matthwe02
302,Moses Moody,20,GSW,SG,63,3,817,.476,17.1,.405,.225,.132,.031,.018,.595,.641,.725,.500,.429,1.000,.363,.695,.980,.101,19,.348,.340,1,0,,moodymo01
303,Rudy Gay,36,UTA,PF,56,0,816,.380,16.8,.547,.105,.174,.157,.111,.453,.484,.667,.440,.422,.469,.254,.526,1.000,.045,11,.338,.318,1,0,,gayru01
304,Ty Jerome,25,GSW,SG,45,2,816,.488,14.7,.628,.095,.306,.182,.045,.372,.546,.739,.527,.523,.364,.389,.410,.857,.000,0,.233,.524,0,0,,jeromty01
305,Jeremiah Robinson-Earl,22,OKC,PF,43,20,814,.444,12.9,.552,.395,.101,.020,.036,.448,.533,.612,.320,.600,.222,.333,.795,1.000,.085,18,.351,.333,0,0,,robinje02
306,Jericho Sims,24,NYK,C,52,16,812,.776,2.5,.991,.832,.103,.056,.000,.009,.783,.831,.545,.500,,.000,.711,,.626,61,.000,,1,0,,simsje01
307,Caleb Houstan,20,ORL,SF,51,4,812,.363,20.1,.253,.159,.038,.005,.049,.747,.435,.483,.429,.000,.333,.338,.650,1.000,.005,0,.338,.478,0,0,,houstca01
308,Danuel House Jr.,29,PHI,SF,56,5,807,.472,15.5,.442,.279,.086,.030,.036,.558,.644,.727,.412,.833,.286,.336,.714,.892,.071,12,.464,.333,0,0,,houseda01
309,Landry Shamet,25,PHO,SG,40,9,807,.377,19.6,.337,.137,.067,.077,.057,.663,.376,.537,.250,.261,.294,.377,.605,.880,.013,2,.226,.467,1,0,,shamela01
310,Dario Šarić,28,2TM,C,57,12,806,.458,14.2,.585,.242,.224,.072,.047,.415,.506,.731,.403,.300,.154,.391,.671,1.000,.004,0,.252,.448,0,0,,saricda01
311,Luke Kornet,27,BOS,C,69,0,804,.665,4.6,.924,.647,.206,.041,.000,.076,.701,.773,.600,.286,,.231,.745,1.000,.371,59,.538,.286,1,0,,kornelu01
312,Christian Koloko,22,TOR,C,58,19,802,.480,4.9,.920,.633,.213,.067,.007,.080,.514,.600,.313,.400,.000,.083,.704,1.000,.320,36,.500,.167,1,0,,kolokch01
313,Khris Middleton,31,MIL,SF,33,19,801,.436,16.4,.601,.111,.180,.175,.135,.399,.516,.644,.548,.423,.491,.315,.333,.608,.002,1,.142,.391,0,0,,middlkh01
314,JaMychal Green,32,GSW,PF,57,1,797,.540,12.8,.560,.345,.171,.016,.028,.440,.667,.701,.674,.500,.286,.378,.660,1.000,.246,52,.387,.372,0,0,,greenja01
315,Thaddeus Young,34,TOR,PF,54,9,795,.545,7.9,.828,.364,.409,.040,.015,.172,.622,.806,.494,.250,.667,.176,.549,1.000,.051,10,.706,.208,1,0,,youngth01
316,Bryce McGowens,20,CHO,SG,46,7,787,.396,13.0,.604,.327,.193,.059,.025,.396,.443,.576,.333,.250,.000,.325,.648,.923,.059,9,.350,.357,1,0,,mcgowbr01
317,Josh Christopher,21,HOU,SG,64,2,786,.465,11.9,.729,.222,.289,.188,.030,.271,.550,.685,.537,.452,.300,.236,.348,.762,.082,24,.191,.235,0,0,,chrisjo01
318,Robert Covington,32,LAC,PF,48,0,779,.445,16.8,.406,.205,.157,.031,.013,.594,.516,.702,.361,.143,.333,.397,.750,.981,.035,7,.147,.450,0,0,,covinro01
319,Justise Winslow,26,POR,PF,29,11,776,.409,9.8,.773,.348,.288,.106,.030,.227,.438,.551,.386,.286,.167,.311,.567,1.000,.020,3,.444,.300,0,0,,winslju01
320,Mo Bamba,24,2TM,C,49,7,769,.485,15.5,.485,.320,.104,.033,.029,.515,.590,.740,.240,.500,.286,.387,.754,1.000,.178,36,.113,.357,0,0,,bambamo01
321,Simone Fontecchio,27,UTA,SF,52,6,766,.369,18.5,.388,.106,.157,.067,.058,.612,.430,.545,.327,.524,.389,.330,.731,.952,.042,10,.225,.395,0,0,,fontesi01
322,Miles McBride,22,NYK,PG,64,2,760,.358,18.6,.377,.153,.079,.079,.065,.623,.457,.636,.294,.353,.357,.299,.541,.875,.028,4,.373,.400,1,0,,mcbrimi01
323,Paul Reed,23,PHI,C,69,2,755,.593,4.0,.971,.651,.215,.057,.029,.029,.606,.706,.356,.333,.500,.167,.659,1.000,.144,25,.167,.000,0,0,,reedpa01
324,John Wall,32,LAC,PG,34,3,755,.408,14.5,.678,.213,.216,.080,.169,.322,.459,.597,.466,.370,.316,.303,.143,.939,.012,4,.101,.273,0,0,,walljo01
325,R.J. Hampton,21,2TM,SG,47,3,750,.430,15.8,.511,.156,.211,.089,.038,.489,.504,.676,.440,.476,.222,.353,.410,.805,.025,6,.250,.448,0,0,,hamptrj01
326,Edmond Sumner,27,BRK,SG,53,12,736,.461,11.2,.677,.316,.268,.052,.041,.323,.511,.624,.389,.357,.636,.356,.634,.903,.033,9,.529,.348,0,0,,sumneed01
327,Zeke Nnaji,22,DEN,PF,53,5,728,.561,9.9,.668,.520,.138,.000,.010,.332,.710,.794,.407,,.500,.262,.720,1.000,.168,32,.369,.250,2,0,,nnajize01
328,Jaden Hardy,20,DAL,SG,48,5,708,.438,15.0,.532,.279,.138,.057,.057,.468,.469,.548,.435,.263,.368,.404,.422,.825,.024,7,.231,.472,2,1,,hardyja02
329,Justin Holiday,33,2TM,SF,46,2,706,.377,19.6,.299,.147,.020,.034,.098,.701,.508,.700,.500,.143,.350,.322,.871,.913,.039,8,.538,.325,0,0,,holidju01
330,MarJon Beauchamp,22,MIL,SF,52,11,701,.395,17.5,.416,.210,.095,.041,.070,.584,.485,.667,.261,.500,.235,.331,.551,.872,.058,13,.387,.345,1,0,,beaucma01
331,Aleksej Pokusevski,21,OKC,PF,34,25,701,.434,13.2,.582,.305,.201,.052,.024,.418,.483,.645,.300,.308,.333,.365,.600,.974,.056,14,.279,.379,0,0,,pokusal01
332,Juan Toscano-Anderson,29,2TM,SF,52,9,700,.448,11.2,.699,.294,.308,.063,.035,.301,.560,.667,.500,.333,.600,.186,.661,1.000,.035,4,.465,.200,1,0,,toscaju01
333,Malachi Flynn,24,TOR,PG,53,2,691,.360,18.3,.450,.120,.145,.083,.103,.550,.367,.517,.286,.500,.200,.353,.375,.872,.000,0,.158,.476,0,0,,flynnma01
334,Duncan Robinson,28,MIA,SF,42,1,691,.371,21.9,.190,.051,.089,.034,.013,.810,.556,.750,.476,.500,.333,.328,.880,.952,.000,0,.188,.306,0,0,,robindu01
335,Chimezie Metu,25,SAC,PF,66,0,689,.589,7.5,.826,.466,.274,.055,.014,.174,.663,.804,.483,.250,.667,.237,.750,1.000,.320,62,.079,.000,0,0,,metuch01
336,T.J. Warren,29,2TM,PF,42,0,687,.489,13.1,.752,.156,.252,.237,.107,.248,.542,.714,.471,.484,.586,.328,.664,.955,.019,5,.403,.296,0,0,,warretj01
337,Garrison Mathews,26,2TM,SG,54,0,686,.363,22.9,.104,.045,.040,.010,.010,.896,.476,.667,.250,.500,.500,.350,.500,.952,.010,2,.228,.390,0,0,,mathega01
338,Montrezl Harrell,29,PHI,C,57,7,681,.598,4.0,.971,.627,.297,.043,.005,.029,.616,.710,.500,.111,.000,.000,.656,,.263,48,.167,.000,1,0,,harremo01
339,Jordan McLaughlin,26,MIN,PG,43,0,678,.421,16.7,.462,.166,.241,.034,.021,.538,.552,.708,.457,.400,.667,.308,.730,.833,.000,0,.295,.391,5,0,,mclaujo01
340,Jae'Sean Tate,27,HOU,SF,31,7,677,.480,8.5,.799,.306,.437,.044,.013,.201,.530,.614,.500,.300,.333,.283,.351,.923,.009,1,.348,.313,1,0,,tateja01
341,Blake Wesley,19,SAS,SG,37,1,669,.321,11.8,.758,.279,.233,.126,.121,.242,.301,.517,.140,.222,.192,.385,.306,.950,.065,12,.269,.500,1,0,,weslebl01
342,Sandro Mamukelashvili,23,2TM,C,43,7,660,.422,14.0,.570,.335,.183,.043,.009,.430,.511,.610,.429,.200,.000,.303,.642,1.000,.048,6,.202,.350,0,0,,mamuksa01
343,Eugene Omoruyi,25,2TM,SF,40,6,645,.443,11.4,.610,.404,.180,.013,.013,.390,.547,.707,.244,.333,.000,.281,.618,1.000,.053,11,.472,.333,1,0,,omorueu01
344,Payton Pritchard,25,BOS,PG,48,3,643,.412,18.6,.371,.159,.118,.033,.053,.629,.495,.615,.414,.375,.385,.364,.422,.857,.004,0,.182,.321,3,0,,pritcpa01
345,Amir Coffey,25,LAC,SF,50,9,625,.386,12.1,.724,.172,.366,.124,.062,.276,.429,.600,.377,.389,.333,.275,.600,1.000,.041,5,.450,.222,1,0,,coffeam01
346,Anthony Gill,30,WAS,PF,59,8,624,.538,8.7,.780,.311,.409,.053,.008,.220,.650,.780,.593,.429,.000,.138,.672,1.000,.045,5,.621,.167,0,0,,gillan01
347,Jabari Walker,20,POR,PF,56,0,619,.419,10.5,.717,.404,.197,.071,.045,.283,.472,.600,.256,.357,.444,.286,.716,.938,.116,19,.232,.154,0,0,,walkeja01
348,Darius Bazley,22,2TM,C,43,1,616,.454,10.3,.710,.448,.175,.071,.016,.290,.485,.598,.281,.385,.000,.377,.794,.950,.186,30,.358,.474,0,0,,bazleda01
349,Juancho Hernangómez,27,TOR,PF,42,10,614,.421,16.1,.412,.289,.105,.000,.018,.588,.660,.727,.583,,.000,.254,.677,1.000,.018,2,.418,.321,0,0,,hernaju01
350,Jaxson Hayes,22,NOP,C,47,2,610,.551,7.4,.814,.410,.353,.006,.013,.186,.654,.766,.527,1.000,.500,.103,.747,1.000,.308,44,.414,.167,0,0,,hayesja02
351,Frank Ntilikina,24,DAL,SG,47,5,607,.364,16.9,.492,.144,.159,.091,.098,.508,.477,.579,.238,.417,.769,.254,.581,.941,.000,0,.343,.130,1,0,,ntilila01
352,DeAndre Jordan,34,DEN,C,39,8,586,.765,2.2,.991,.800,.174,.009,.009,.009,.763,.837,.450,1.000,.000,1.000,.759,1.000,.565,60,.000,,0,0,,jordade01
353,Blake Griffin,33,BOS,C,41,16,569,.485,13.6,.492,.308,.162,.008,.000,.508,.625,.675,.524,.000,,.348,.725,1.000,.062,8,.318,.333,0,0,,griffbl01
354,Ousmane Dieng,19,OKC,PF,39,1,569,.420,16.2,.459,.210,.188,.033,.028,.541,.602,.789,.500,.167,.400,.265,.780,.962,.099,17,.265,.308,2,0,,diengou01
355,Kris Dunn,28,UTA,PG,22,3,568,.537,9.3,.833,.139,.583,.102,.009,.167,.550,.767,.524,.409,.500,.472,.162,.824,.023,4,.139,.400,0,0,,dunnkr01
356,Patty Mills,34,BRK,PG,40,2,567,.411,20.9,.359,.062,.057,.077,.163,.641,.493,.769,.500,.250,.500,.366,.568,.857,.000,0,.254,.382,1,0,,millspa02
357,Ricky Rubio,32,CLE,PG,33,2,566,.343,16.4,.539,.152,.090,.242,.051,.461,.417,.407,.188,.488,.444,.256,.350,.952,.000,0,.439,.306,1,0,,rubiori01
358,Ziaire Williams,21,MEM,SF,37,4,561,.429,15.6,.505,.250,.107,.102,.046,.495,.596,.776,.381,.500,.333,.258,.780,.880,.128,21,.433,.286,1,1,,willizi02
359,Day'Ron Sharpe,21,BRK,C,48,3,552,.544,3.8,.936,.684,.228,.018,.006,.064,.544,.641,.282,.333,.000,.545,.632,.833,.228,32,.091,.000,0,0,,sharpda01
360,Kai Jones,22,CHO,C,46,0,550,.558,7.2,.842,.508,.242,.058,.033,.158,.624,.836,.310,.429,.000,.211,.619,1.000,.408,44,.421,.250,0,0,,joneska01
361,Lindy Waters III,25,OKC,SG,41,0,531,.393,23.8,.090,.062,.011,.011,.006,.910,.750,.727,.500,1.000,1.000,.358,.583,.931,.000,0,.185,.500,1,0,,waterli01
362,Rodney McGruder,31,DET,SG,32,12,524,.408,18.1,.362,.125,.158,.072,.007,.638,.382,.737,.167,.273,.000,.423,.667,.951,.007,1,.443,.372,0,0,,mcgruro01
363,Chuma Okeke,24,ORL,SF,27,8,518,.352,19.6,.295,.164,.057,.049,.025,.705,.472,.700,.143,.167,.333,.302,.588,.923,.049,4,.198,.471,0,0,,okekech01
364,James Bouknight,22,CHO,SG,34,0,515,.358,17.9,.435,.166,.140,.083,.047,.565,.429,.594,.259,.313,.556,.303,.500,.697,.016,2,.156,.353,1,0,,bouknja01
365,Max Christie,19,LAL,SG,41,3,512,.415,18.0,.415,.113,.132,.085,.085,.585,.409,.417,.429,.333,.444,.419,.556,.962,.038,3,.435,.370,0,0,,chrisma02
366,Charles Bassey,22,SAS,C,35,2,508,.644,5.3,.941,.548,.267,.096,.030,.059,.661,.757,.556,.462,.500,.375,.643,.667,.178,22,.250,.000,0,0,,bassech01
367,Raul Neto,30,CLE,PG,48,1,505,.518,13.2,.618,.345,.155,.082,.036,.382,.662,.711,.471,1.000,.250,.286,.444,.917,.000,0,.190,.625,1,0,,netora01
368,Dāvis Bertāns,30,DAL,PF,45,1,492,.431,23.4,.119,.081,.025,.006,.006,.881,.737,.769,.500,1.000,1.000,.390,.929,.982,.031,4,.220,.452,1,0,,bertada01
369,Taj Gibson,37,WAS,C,49,2,480,.520,10.3,.808,.288,.280,.144,.096,.192,.564,.806,.429,.500,.333,.333,.667,1.000,.064,8,.458,.455,0,0,,gibsota01
370,Javonte Green,29,CHI,SF,32,1,480,.565,9.8,.676,.481,.185,.000,.009,.324,.658,.750,.450,,.000,.371,.667,1.000,.222,24,.457,.313,0,0,,greenja02
371,Damian Jones,27,2TM,C,41,1,477,.640,7.1,.802,.593,.186,.012,.012,.198,.652,.706,.500,.000,1.000,.588,.733,.900,.302,21,.765,.692,1,0,,jonesda03
372,Isaiah Roby,24,SAS,PF,42,2,474,.432,13.1,.613,.265,.277,.026,.045,.387,.516,.707,.395,.250,.286,.300,.612,1.000,.084,12,.183,.364,0,0,,robyis01
373,Stanley Johnson,26,SAS,SF,30,0,469,.533,12.1,.672,.262,.287,.098,.025,.328,.573,.688,.514,.417,.667,.450,.468,.944,.016,2,.350,.571,1,0,,johnsst04
374,Svi Mykhailiuk,25,2TM,SF,32,8,468,.445,19.4,.428,.208,.104,.064,.052,.572,.473,.667,.167,.455,.333,.424,.543,.833,.029,5,.354,.429,0,0,,mykhasv01
375,Evan Fournier,30,NYK,SG,27,7,459,.337,20.4,.313,.072,.090,.102,.048,.687,.404,.500,.467,.353,.250,.307,.476,.857,.000,0,.237,.333,1,0,,fournev01
376,Willy Hernangómez,28,NOP,C,38,2,458,.527,5.0,.935,.503,.379,.036,.018,.065,.544,.635,.453,.500,.000,.273,.709,1.000,.101,15,.273,.000,0,0,,hernawi01
377,Kevon Harris,25,ORL,SG,34,0,457,.439,12.3,.598,.355,.206,.009,.028,.402,.484,.579,.409,.000,.000,.372,.516,.875,.075,5,.326,.500,0,0,,harrike01
378,Goga Bitadze,23,2TM,C,38,1,457,.552,8.1,.792,.496,.272,.016,.008,.208,.636,.758,.471,.000,.000,.231,.635,.833,.152,18,.038,.000,0,0,,bitadgo01
379,Admiral Schofield,25,ORL,PF,37,0,451,.451,16.4,.393,.221,.164,.008,.000,.607,.646,.704,.600,.000,,.324,.645,.958,.008,0,.351,.385,0,0,,schofad01
380,TyTy Washington Jr.,21,HOU,PG,31,2,433,.363,17.5,.500,.056,.213,.181,.050,.500,.488,.444,.500,.517,.375,.238,.436,.789,.000,0,.238,.316,0,0,,washity02
381,Dewayne Dedmon,33,2TM,C,38,1,426,.510,8.6,.742,.351,.311,.060,.020,.258,.580,.660,.511,.444,.667,.308,.738,.917,.073,7,.128,.200,0,0,,dedmode01
382,Orlando Robinson,22,MIA,C,31,1,425,.528,5.3,.933,.416,.472,.034,.011,.067,.566,.757,.452,.000,.000,.000,.574,,.090,6,.500,.000,0,0,,robinor01
383,Johnny Davis,20,WAS,SG,28,5,423,.386,15.8,.591,.140,.187,.164,.099,.409,.485,.708,.438,.393,.412,.243,.633,1.000,.012,2,.271,.263,0,0,,davisjo06
384,Keon Johnson,20,POR,SG,40,0,416,.376,15.4,.545,.208,.197,.073,.067,.455,.402,.649,.257,.231,.250,.346,.308,.607,.028,5,.333,.259,1,0,,johnske07
385,Jake LaRavia,21,MEM,PF,35,0,414,.389,20.1,.253,.158,.084,.011,.000,.747,.542,.533,.500,1.000,,.338,.846,1.000,.042,3,.155,.455,1,0,,laravja01
386,Dominick Barlow,19,SAS,PF,28,0,408,.535,5.5,.953,.523,.256,.140,.035,.047,.561,.711,.409,.250,.667,.000,.739,,.151,12,.750,.000,0,0,,barlodo01
387,Bruno Fernando,24,2TM,C,39,4,405,.527,5.3,.964,.518,.411,.018,.018,.036,.546,.672,.413,.000,.500,.000,.695,,.304,29,.500,.000,0,0,,fernabr01
388,Cade Cunningham,21,DET,PG,12,12,400,.415,14.2,.728,.183,.223,.147,.174,.272,.466,.561,.420,.394,.487,.279,.158,.588,.013,3,.066,.250,1,0,,cunnica01
389,Ish Smith,34,DEN,PG,43,0,398,.397,13.4,.908,.115,.160,.275,.359,.092,.420,.533,.524,.333,.404,.167,.260,1.000,.000,0,.167,.000,0,0,,smithis01
390,Duane Washington Jr.,22,PHO,SG,31,3,394,.367,16.8,.566,.117,.199,.133,.117,.434,.372,.467,.333,.353,.367,.360,.222,.625,.000,0,.189,.333,2,0,,washidu02
391,Kessler Edwards,22,2TM,SF,36,4,385,.387,16.9,.409,.204,.118,.022,.065,.591,.500,.737,.182,1.000,.167,.309,.632,1.000,.054,5,.382,.333,0,0,,edwarke02
392,Saben Lee,23,2TM,PG,25,1,373,.405,8.2,.752,.430,.248,.025,.050,.248,.418,.538,.233,.667,.167,.367,.263,.818,.050,3,.300,.444,0,0,,leesa01
393,Gary Payton II,30,2TM,SG,22,1,367,.594,10.4,.623,.449,.159,.014,.000,.377,.651,.677,.636,.000,,.500,.714,1.000,.087,3,.769,.550,0,0,,paytoga02
394,Udoka Azubuike,23,UTA,C,36,4,359,.819,2.7,1.000,.625,.375,.000,.000,.000,.819,.956,.593,,,,.864,,.625,42,,,0,0,,azubuud01
395,Gorgui Dieng,33,SAS,C,31,1,358,.385,19.3,.359,.137,.060,.111,.051,.641,.571,.750,.429,.462,.500,.280,.667,.905,.051,6,.093,.429,0,0,,dienggo01
396,JaVale McGee,35,DAL,C,42,7,355,.640,4.0,.960,.560,.368,.032,.000,.040,.650,.814,.413,.500,,.400,.808,1.000,.296,34,.000,,0,0,,mcgeeja01
397,Markieff Morris,33,2TM,PF,35,2,355,.409,20.4,.383,.061,.087,.157,.078,.617,.432,.571,.200,.556,.333,.394,.737,1.000,.009,1,.310,.409,0,0,,morrima02
398,Furkan Korkmaz,25,PHI,SG,37,0,353,.432,14.7,.586,.198,.243,.072,.072,.414,.462,.818,.222,.500,.250,.391,.567,.889,.027,3,.326,.333,1,0,,korkmfu01
399,Richaun Holmes,29,SAC,C,42,1,348,.618,6.4,.910,.438,.337,.135,.000,.090,.617,.744,.533,.417,,.625,.780,1.000,.191,14,.125,1.000,0,0,,holmeri01
400,A.J. Green,23,MIL,SG,35,1,345,.424,23.7,.160,.040,.016,.032,.072,.840,.450,.400,.500,.500,.444,.419,.778,.909,.000,0,.210,.409,0,0,,greenaj01
401,Davon Reed,27,2TM,SG,43,1,342,.333,18.6,.452,.095,.131,.095,.131,.548,.289,.375,.182,.125,.455,.370,.455,.941,.024,1,.304,.357,0,0,,reedda01
402,Jae Crowder,32,MIL,PF,18,3,340,.479,18.8,.415,.074,.160,.128,.053,.585,.538,.857,.600,.333,.400,.436,.714,1.000,.011,1,.273,.467,0,0,,crowdja01
403,Derrick Rose,34,NYK,PG,27,0,338,.384,14.2,.604,.189,.258,.094,.063,.396,.438,.567,.366,.467,.300,.302,.333,.737,.000,0,.190,.333,0,0,,rosede01
404,McKinley Wright IV,24,DAL,PG,27,1,335,.469,12.7,.714,.224,.265,.153,.071,.286,.529,.591,.615,.400,.286,.321,.297,.889,.000,0,.250,.286,1,0,,wrighmc01
405,Theo Pinson,27,DAL,SG,40,1,323,.356,19.6,.287,.126,.126,.023,.011,.713,.360,.364,.364,.500,.000,.355,.778,.818,.023,1,.145,.556,0,0,,pinsoth01
406,Julian Champagnie,21,2TM,SF,17,3,320,.454,19.1,.369,.169,.123,.031,.046,.631,.542,.636,.438,.500,.500,.402,.846,1.000,.031,3,.256,.429,0,0,,champju02
407,Matt Ryan,25,2TM,SF,34,0,310,.370,22.2,.222,.046,.046,.009,.120,.778,.333,.800,.200,.000,.231,.381,.750,1.000,.000,0,.345,.552,0,0,,ryanma01
408,Robin Lopez,34,CLE,C,37,2,299,.640,6.6,.947,.307,.587,.013,.040,.053,.648,.826,.545,1.000,.667,.500,.457,1.000,.027,2,.250,1.000,0,0,,lopezro01
409,Moses Brown,23,2TM,C,36,1,294,.635,2.1,1.000,.729,.260,.010,.000,.000,.635,.700,.480,.000,,,.607,,.469,37,,,0,0,,brownmo01
410,Nathan Knight,25,MIN,C,38,0,291,.568,8.8,.728,.444,.272,.012,.000,.272,.644,.778,.455,.000,,.364,.553,1.000,.185,13,.273,.333,0,0,,knighna01
411,Kennedy Chandler,20,MEM,PG,36,0,281,.422,8.7,.819,.361,.361,.072,.024,.181,.485,.633,.367,.333,.500,.133,.424,1.000,.048,2,.133,.000,0,0,,chandke01
412,Dalano Banton,23,TOR,PG,31,2,279,.423,14.3,.608,.277,.177,.077,.077,.392,.506,.806,.348,.200,.100,.294,.575,.867,.062,8,.235,.250,1,0,,bantoda01
413,Trent Forrest,24,ATL,SG,23,3,277,.417,6.6,.967,.250,.617,.100,.000,.033,.431,.333,.459,.500,,.000,.400,,.017,1,.500,.000,0,0,,forretr01
414,Bryn Forbes,29,MIN,SG,25,0,268,.361,18.9,.446,.060,.181,.072,.133,.554,.432,.600,.400,.167,.545,.304,.813,.857,.000,0,.261,.417,1,0,,forbebr01
415,Terry Taylor,23,2TM,PF,31,2,264,.520,7.3,.747,.453,.240,.040,.013,.253,.607,.765,.389,.333,.000,.263,.618,1.000,.053,4,.421,.250,0,0,,taylote01
416,Jeff Dowtin Jr.,25,TOR,PG,25,0,259,.439,13.5,.719,.175,.263,.123,.158,.281,.488,.700,.600,.000,.444,.313,.450,.800,.035,2,.500,.375,0,0,,dowtije01
417,KZ Okpala,23,SAC,PF,35,3,248,.421,16.0,.447,.158,.237,.026,.026,.553,.529,.833,.333,.000,1.000,.333,.667,1.000,.053,2,.524,.455,0,0,,okpalkz01
418,Brandon Boston Jr.,21,LAC,SF,22,1,248,.418,12.6,.762,.238,.213,.164,.148,.238,.419,.724,.154,.400,.333,.414,.538,.583,.090,9,.172,.200,0,0,,bostobr01
419,Luka Garza,24,MIN,C,28,0,243,.543,11.5,.664,.345,.250,.060,.009,.336,.636,.825,.414,.571,.000,.359,.510,1.000,.017,2,.077,.333,0,0,,garzalu01
420,Jamal Cain,23,MIA,PF,18,0,240,.561,10.5,.697,.394,.258,.045,.000,.303,.652,.731,.588,.333,,.350,.533,1.000,.045,3,.550,.273,1,0,,cainja01
421,Kira Lewis Jr.,21,NOP,PG,25,0,235,.455,13.3,.614,.227,.170,.080,.091,.386,.463,.550,.400,.286,.625,.441,.360,.867,.011,0,.176,.667,1,0,,lewiski01
