Player,Age,Team,Pos,G,GS,MP,+/- Per 100 Poss_OnCourt,+/- Per 100 Poss_On-Off,BadPass,LostBall,Fouls Committed_Shoot,Fouls Committed_Off.,Fouls Drawn_Shoot,Fouls Drawn_Off.,PGA,And1,Blkd,playerID
DeMar DeRozan,34,CHI,SF,79,79,2989,-1.2,0.8,79,36,87,10,277,15,1044,71,75,derozde01
Domantas Sabonis,27,SAC,C,82,82,2928,0.7,-2.1,90,100,123,48,210,7,1679,56,86,sabondo01
Coby White,23,CHI,PG,79,78,2881,-0.8,2.1,73,58,99,12,113,50,983,25,66,whiteco01
Mikal Bridges,27,BKN,SF,82,82,2854,-3.6,-2.2,82,60,55,6,127,23,748,30,54,bridgmi01
Paolo Banchero,21,ORL,PF,80,80,2799,-0.3,-7.3,114,91,92,21,269,0,1054,51,87,banchpa01
Kevin Durant,35,PHX,PF,75,75,2791,5.2,6.7,118,94,68,14,180,11,895,46,49,duranke01
Dejounte Murray,27,ATL,SG,78,78,2783,-3.2,-3.1,117,59,57,14,116,8,1221,29,69,murrade01
Anthony Edwards,22,MIN,SG,79,78,2770,7.4,2.8,112,91,61,15,240,1,1024,69,56,edwaran01
Nikola Jokić,28,DEN,C,79,79,2737,11.6,20,143,66,97,21,181,5,1662,59,68,jokicni01
Jalen Brunson,27,NYK,PG,77,77,2726,8.3,11.8,96,67,74,13,222,75,1269,86,64,brunsja01
Josh Hart,28,NYK,SF,81,42,2707,6.5,5.5,71,28,86,10,53,9,824,15,55,hartjo01
Anthony Davis,30,LAL,C,76,76,2700,2.3,6,53,60,117,22,221,4,625,60,80,davisan02
Fred VanVleet,29,HOU,PG,73,73,2684,3,5.4,84,30,85,8,82,27,1391,18,32,vanvlfr01
De'Aaron Fox,26,SAC,PG,74,74,2659,3.1,5.5,106,71,88,10,186,21,1031,44,68,foxde01
Pascal Siakam,29,TOT,PF,80,80,2657,1.7,5.3,57,40,70,25,209,8,843,65,47,siakapa01
Jayson Tatum,25,BOS,PF,74,74,2645,10.9,-1.2,91,53,54,32,208,4,922,44,61,tatumja01
Austin Reaves,25,LAL,SG,82,57,2629,-0.9,-4,105,50,86,11,98,34,1061,31,48,reaveau01
Tyrese Maxey,23,PHI,PG,70,70,2626,4.7,5,60,35,67,9,173,11,1045,54,90,maxeyty01
Luka Dončić,24,DAL,PG,70,70,2624,5.3,9.4,200,61,77,7,283,12,1636,78,50,doncilu01
Nikola Vučević,33,CHI,C,76,74,2610,-3.6,-6.3,54,37,124,19,59,3,623,19,48,vucevni01
Jalen Green,21,HOU,SG,82,82,2601,-0.5,-4.7,81,82,58,16,162,6,688,45,108,greenja05
Rudy Gobert,31,MIN,C,76,76,2593,8.4,5.2,32,30,120,38,166,14,265,42,55,goberru01
Keegan Murray,23,SAC,SF,77,77,2588,2.2,2.6,31,21,113,7,56,18,319,11,40,murrake02
Miles Bridges,25,CHA,SF,69,67,2581,-12,-3.9,69,49,67,9,111,9,574,40,64,bridgmi02
Damian Lillard,33,MIL,PG,73,73,2579,7,12.3,138,39,58,7,185,14,1223,35,85,lillada01
Giannis Antetokounmpo,29,MIL,PF,73,73,2567,6.2,10,75,72,83,45,377,7,1242,105,90,antetgi01
Michael Porter Jr.,25,DEN,SF,81,81,2565,8.3,8,38,29,88,9,52,1,280,16,39,portemi01
Shai Gilgeous-Alexander,25,OKC,PG,75,75,2553,11.9,11.4,67,57,99,14,272,11,1175,74,77,gilgesh01
Grayson Allen,28,PHX,SG,75,74,2513,4.8,4.3,56,16,75,8,63,19,546,15,26,allengr01
LeBron James,39,LAL,PF,71,71,2504,4.1,9.9,160,59,35,14,217,12,1364,74,59,jamesle01
Paul George,33,LAC,PF,74,74,2502,8.9,14.3,82,36,88,24,117,19,619,28,55,georgpa01
Dennis Schröder,30,TOT,PG,80,58,2486,-3.2,3.6,95,38,56,10,77,25,1168,16,66,schrode01
D'Angelo Russell,27,LAL,PG,76,69,2484,2.5,5.7,106,30,75,10,76,20,1111,17,35,russeda01
James Harden,34,LAC,PG,72,72,2470,5.9,6,120,42,62,15,140,7,1429,33,42,hardeja01
Devin Booker,27,PHX,PG,68,68,2447,5.7,6.4,102,50,88,17,174,14,1168,39,48,bookede01
Jarrett Allen,25,CLE,C,77,77,2442,5,6.1,67,28,87,21,142,15,499,31,75,allenja01
Jabari Smith Jr.,20,HOU,PF,76,76,2424,-2.1,-8.2,35,29,110,13,89,3,295,19,56,smithja05
Stephen Curry,35,GSW,PG,74,74,2421,2.5,-0.6,115,61,62,15,123,15,872,36,51,curryst01
Bam Adebayo,26,MIA,C,71,71,2416,0.8,-3.1,63,44,81,32,179,6,678,35,46,adebaba01
Chet Holmgren,21,OKC,C,82,82,2413,8.8,2.2,39,59,126,20,135,12,474,30,65,holmgch01
Brook Lopez,35,MIL,C,79,79,2411,5.2,6.3,22,19,113,32,66,3,306,20,22,lopezbr01
Kentavious Caldwell-Pope,30,DEN,SG,76,76,2402,11.7,15.8,53,14,87,4,34,19,420,7,14,caldwke01
Bogdan Bogdanović,31,ATL,SG,79,33,2401,1.9,10.3,65,30,94,9,68,7,585,13,51,bogdabo01
Brandon Miller,21,CHA,SF,74,68,2383,-10.8,-0.6,70,24,105,20,85,21,430,26,45,millebr02
Harrison Barnes,31,SAC,PF,82,82,2381,-1.8,-7.8,23,23,60,5,86,12,238,19,27,barneha02
Derrick White,29,BOS,SG,73,73,2381,12.4,2.9,69,21,79,13,73,27,910,19,28,whitede01
Tobias Harris,31,PHI,PF,70,70,2368,4.3,3.2,36,28,69,14,107,6,534,27,76,harrito02
Donte DiVincenzo,27,NYK,SG,81,63,2360,3.1,-4.1,61,25,76,12,40,18,504,8,32,divindo01
Jordan Poole,24,WAS,SG,78,66,2346,-11.5,-5.4,85,57,106,15,95,14,811,28,75,poolejo01
Jaylen Brown,27,BOS,SF,70,70,2343,8.2,-7.7,64,61,74,27,156,10,619,46,72,brownja02
Malik Beasley,27,MIL,SG,79,77,2337,6.5,9.2,26,18,75,1,11,7,264,3,27,beaslma01
Franz Wagner,22,ORL,SF,72,72,2337,4.3,6.2,61,48,74,18,143,34,635,34,77,wagnefr01
Kawhi Leonard,32,LAC,SF,68,68,2330,8.5,11.9,53,38,44,12,122,9,607,44,30,leonaka01
Herbert Jones,25,NOP,SF,76,76,2321,5.8,2.9,40,25,112,16,68,20,469,11,42,joneshe01
Aaron Gordon,28,DEN,PF,73,73,2297,9.1,8.5,44,29,87,20,140,7,630,41,57,gordoaa01
Klay Thompson,33,GSW,SF,77,63,2284,-0.5,-7.6,65,24,78,15,58,2,404,15,27,thompkl01
Kyle Kuzma,28,WAS,PF,70,70,2281,-11.2,-4.7,77,63,86,24,124,10,702,36,52,kuzmaky01
Jrue Holiday,33,BOS,PG,69,69,2263,9.5,-4.1,70,37,56,4,29,21,822,7,28,holidjr01
Deni Avdija,23,WAS,SF,75,75,2257,-6.3,6.9,87,45,93,18,144,12,672,45,76,avdijde01
Devin Vassell,23,SAS,SG,68,62,2248,-6.4,-0.2,64,28,34,7,98,8,667,31,34,vassede01
Luguentz Dort,24,OKC,SF,79,79,2246,8.7,1.7,29,22,105,15,73,56,275,14,31,dortlu01
Max Strus,27,CLE,SF,70,70,2239,5.6,6.8,58,26,88,9,36,19,656,9,42,strusma01
Dillon Brooks,28,HOU,SF,72,72,2227,-0.1,-2.9,41,29,124,10,69,23,285,11,31,brookdi01
Tyrese Haliburton,23,IND,PG,69,68,2224,5.5,5.7,121,19,49,5,97,7,1782,42,57,halibty01
Jalen Williams,22,OKC,PF,71,71,2223,8.6,1.5,56,42,85,12,105,21,783,22,51,willija06
P.J. Washington,25,TOT,PF,73,45,2221,-3,2.8,50,24,109,15,72,9,336,22,42,washipj01
Jaden Ivey,21,DET,SG,77,61,2217,-7.8,2.4,97,59,95,15,154,11,705,33,88,iveyja01
Ayo Dosunmu,24,CHI,SG,76,37,2212,-3.1,-3.9,50,32,80,7,51,6,573,10,59,dosunay01
Zion Williamson,23,NOP,PF,70,70,2207,2.4,-5.2,78,75,90,28,271,3,924,79,121,willizi01
Mike Conley,36,MIN,PG,76,76,2193,5.4,-2.6,81,13,57,2,37,27,1049,9,15,conlemi01
Jeremy Sochan,20,SAS,PF,74,73,2193,-7.4,-2.4,66,40,82,12,71,15,603,14,67,sochaje01
Buddy Hield,31,TOT,SF,84,42,2160,0.7,-3,63,29,95,4,16,1,553,3,33,hieldbu01
CJ McCollum,32,NOP,PG,66,66,2159,3.6,-2.3,61,30,68,6,65,6,705,14,41,mccolcj01
Spencer Dinwiddie,30,TOT,PG,76,52,2152,1,3.9,57,15,61,12,100,11,882,23,18,dinwisp01
Tre Jones,24,SAS,PG,77,48,2138,-0.5,12.6,86,20,37,4,38,35,1164,7,30,jonestr01
Grant Williams,25,TOT,PF,76,43,2130,-5.1,-3,39,29,111,26,57,30,424,16,28,willigr01
Jaren Jackson Jr.,24,MEM,C,66,66,2124,-8.2,-2,34,71,108,46,196,31,406,50,122,jacksja02
Tim Hardaway Jr.,31,DAL,SF,79,12,2120,-0.3,-5.4,33,24,46,6,69,35,336,21,33,hardati02
Nic Claxton,24,BKN,C,71,71,2116,-5.7,-5.7,23,25,75,31,89,13,349,24,41,claxtni01
Jaime Jaquez Jr.,22,MIA,SF,75,20,2113,3.4,3,61,29,100,7,86,7,469,20,63,jaqueja01
Taurean Prince,29,LAL,PF,78,49,2108,-2.7,-6.7,42,18,84,3,30,21,277,9,28,princta02
Victor Wembanyama,20,SAS,C,71,71,2106,-3.1,7,123,90,90,17,173,17,620,45,27,wembavi01
Jaden McDaniels,23,MIN,SF,72,71,2105,3.9,-5.6,38,28,109,3,40,13,244,14,28,mcdanja02
Brandon Ingram,26,NOP,SF,64,64,2103,3.8,-1.9,69,52,73,27,129,5,874,25,47,ingrabr01
Scottie Barnes,22,TOR,SG,60,60,2094,-3.1,7,104,31,40,16,111,16,865,30,48,barnesc01
Jusuf Nurkić,29,PHX,C,76,76,2078,9.3,12.8,76,47,126,42,120,1,690,27,58,nurkiju01
Myles Turner,27,IND,C,77,77,2076,4.7,3.5,21,34,133,43,165,10,233,45,42,turnemy01
Collin Sexton,25,UTA,SG,78,51,2075,-3,4,67,52,70,16,161,26,931,42,113,sextoco01
Cam Thomas,22,BKN,SG,66,51,2075,-6.2,-6.7,44,40,69,9,155,15,458,35,78,thomaca02
Cade Cunningham,22,DET,PG,62,62,2074,-8.1,1.6,126,59,81,13,109,6,1076,21,92,cunnica01
Corey Kispert,24,WAS,SF,80,22,2067,-10.9,-3.4,28,40,83,12,75,6,371,26,48,kispeco01
Saddiq Bey,24,ATL,SF,63,51,2062,-1,2.6,20,10,39,2,108,3,222,27,49,beysa01
Kelly Oubre Jr.,28,PHI,SF,68,52,2055,-0.1,-6.5,33,25,86,16,120,17,248,29,89,oubreke01
Alperen Şengün,21,HOU,C,63,63,2046,0.4,-1.7,60,59,118,20,158,22,759,40,75,sengual01
Jimmy Butler,34,MIA,PF,60,60,2042,5.5,7.1,56,31,30,10,205,5,768,46,63,butleji01
Alex Caruso,29,CHI,SG,71,57,2040,0.3,3.4,72,24,82,2,37,42,558,5,25,carusal01
Terry Rozier,29,TOT,SG,61,60,2040,-6.8,-3,66,27,44,8,80,33,825,17,58,roziete01
Keldon Johnson,24,SAS,SF,69,27,2038,-8.2,-3.8,51,34,72,9,113,10,464,28,56,johnske04
Kyrie Irving,31,DAL,SG,58,58,2030,6,7.9,52,38,57,6,85,12,719,26,39,irvinky01
Karl-Anthony Towns,28,MIN,PF,62,62,2026,6.4,-0.2,72,36,105,52,138,10,434,39,67,townska01
Jalen Suggs,22,ORL,SG,75,75,2025,1,-1.6,68,33,105,13,65,35,491,16,26,suggsja01
Keyonte George,20,UTA,PG,75,44,2023,-8.9,-8.1,115,47,31,9,103,24,794,24,51,georgke01
Josh Giddey,21,OKC,SG,80,80,2011,8.2,0.5,92,50,63,12,63,3,915,21,70,giddejo01
Bobby Portis,28,MIL,PF,82,4,2008,0.4,-4.8,17,35,95,22,56,4,263,14,33,portibo01
Aaron Nesmith,24,IND,SF,72,47,1995,3.6,1.2,31,11,142,13,63,39,251,22,51,nesmiaa01
Gary Trent Jr.,25,TOR,SG,71,41,1994,-5.2,2.5,21,10,41,8,41,7,275,13,31,trentga02
Norman Powell,30,LAC,SG,76,3,1990,5.1,3,29,18,73,5,79,8,194,16,37,powelno01
Immanuel Quickley,24,TOT,SG,68,38,1985,-0.8,1.9,59,26,62,6,108,17,780,20,45,quickim01
Brandin Podziemski,20,GSW,SG,74,28,1968,7.2,8.7,54,19,60,6,37,41,660,13,35,podzibr01
Naz Reid,24,MIN,PF,81,14,1964,5.9,-1.2,32,52,104,12,74,3,260,16,64,reidna01
Caris LeVert,29,CLE,SG,68,10,1958,3,0.7,63,34,64,6,92,13,843,13,48,leverca01
Royce O'Neale,30,TOT,SF,79,14,1954,3,4.7,43,17,105,10,14,12,519,0,16,onealro01
Jonathan Kuminga,21,GSW,PF,74,46,1949,4.2,3,49,37,64,17,160,12,414,38,73,kuminjo01
Donovan Mitchell,27,CLE,SG,55,55,1942,7.2,9.1,87,52,55,6,122,4,808,26,54,mitchdo01
Trae Young,25,ATL,PG,54,54,1942,-2.4,-0.3,174,41,49,7,131,35,1382,30,54,youngtr01
Dorian Finney-Smith,30,BKN,PF,68,56,1934,-1.5,2.8,29,12,71,9,18,1,263,2,18,finnedo01
Tyus Jones,27,WAS,PG,66,66,1933,-12.4,-6.1,55,8,19,2,19,12,1155,6,23,jonesty01
Jonas Valančiūnas,31,NOP,C,82,82,1925,4.2,-1,30,22,116,41,100,2,403,17,47,valanjo01
Nickeil Alexander-Walker,25,MIN,SG,82,20,1921,8.7,4.3,51,16,80,4,24,29,496,4,29,alexani01
Andrew Wiggins,28,GSW,SF,71,59,1920,-0.6,-6.5,33,34,77,9,95,11,312,13,45,wiggian01
Duncan Robinson,29,MIA,SF,68,36,1905,0,-4,53,18,91,6,29,8,443,5,25,robindu01
John Collins,26,UTA,PF,68,66,1901,-7.3,-4.7,36,32,122,15,87,14,185,23,73,collijo01
Darius Garland,24,CLE,PG,57,57,1901,1.8,-1.6,104,40,36,9,72,16,878,15,48,garlada01
Isaiah Hartenstein,25,NYK,C,75,49,1896,10.4,11,54,12,111,22,79,3,446,29,29,harteis01
Eric Gordon,35,PHX,SG,68,24,1893,3.6,0.7,40,16,46,6,31,3,330,9,40,gordoer01
Jalen Johnson,22,ATL,SF,56,52,1889,-1.3,1.9,56,19,75,11,77,10,486,23,51,johnsja05
Isaac Okoro,23,CLE,SF,69,42,1887,3.6,1.9,19,20,62,10,73,15,313,21,37,okorois01
Clint Capela,29,ATL,C,73,73,1883,-0.6,3.1,24,23,86,16,108,17,227,22,69,capelca01
Terance Mann,27,LAC,SG,75,71,1873,2.5,-2.1,17,22,53,9,47,7,286,11,29,mannte01
Malik Monk,25,SAC,SG,72,0,1872,-1.6,-5.4,104,31,82,6,77,12,870,14,55,monkma01
Bruce Brown,27,TOT,SG,67,44,1866,-5.6,-5.3,36,32,77,7,68,1,456,20,41,brownbr01
Jamal Murray,26,DEN,PG,59,59,1861,8.6,5.7,86,33,71,4,65,7,875,16,51,murraja01
RJ Barrett,23,TOT,SG,58,58,1838,-3.3,-1.8,64,33,67,14,152,8,472,30,90,barrerj01
Georges Niang,30,CLE,PF,82,10,1831,0.3,-4.4,34,20,114,8,28,9,245,6,16,niangge01
Jerami Grant,29,POR,PF,54,54,1830,-9.6,-0.5,47,47,66,14,136,14,380,27,64,grantje01
Rui Hachimura,25,LAL,PF,68,39,1826,3.3,5.3,13,19,53,9,65,5,209,13,42,hachiru01
Payton Pritchard,26,BOS,PG,82,5,1825,11.9,1.3,31,12,37,5,23,7,696,4,27,pritcpa01
Lauri Markkanen,26,UTA,PF,55,55,1820,0.3,9.6,30,23,60,15,102,9,275,17,45,markkla01
Reggie Jackson,33,DEN,PG,82,23,1817,1.3,-7.9,61,19,69,17,36,13,720,8,33,jacksre01
Cole Anthony,23,ORL,PG,81,0,1817,1.9,0.3,68,39,88,7,87,11,569,15,32,anthoco01
Daniel Gafford,25,TOT,C,74,66,1815,-2.8,3.3,25,21,159,22,88,16,254,20,34,gaffoda01
Ivica Zubac,26,LAC,C,68,68,1794,4.8,2.1,30,18,129,24,78,3,227,10,40,zubaciv01
Deandre Ayton,25,POR,C,55,55,1784,-8.7,1.3,28,42,75,14,40,3,222,11,41,aytonde01
Derrick Jones Jr.,26,DAL,SF,76,66,1783,1.8,-0.6,22,26,68,7,73,21,190,19,24,jonesde02
Kyle Anderson,30,MIN,PF,79,10,1782,5.6,-1.7,57,20,57,6,65,7,781,11,20,anderky01
Jalen Duren,20,DET,C,61,60,1777,-8.3,1.1,48,37,102,37,95,1,334,29,47,durenja01
Bradley Beal,30,PHX,SG,53,53,1767,3.2,0,67,33,70,14,65,13,643,13,37,bealbr01
Scoot Henderson,19,POR,PG,62,32,1765,-13.9,-8.2,123,49,85,22,93,21,823,16,50,hendesc01
Nick Richards,26,CHA,C,67,51,1759,-12.3,-3.1,17,19,87,32,91,8,125,17,38,richani01
Kelly Olynyk,32,TOT,C,78,27,1759,-7.8,-2.7,82,33,109,18,75,23,786,19,22,olynyke01
Caleb Martin,28,MIA,SF,64,23,1756,2.7,1.2,36,21,58,7,50,21,359,15,40,martica02
Sam Hauser,26,BOS,SF,79,13,1741,13.4,3.9,17,8,56,3,4,5,211,0,11,hausesa01
Al Horford,37,BOS,C,65,33,1740,11.4,0.3,20,11,54,13,9,1,426,2,11,horfoal01
Toumani Camara,23,POR,PF,70,49,1739,-4.8,8.2,38,19,92,13,44,34,213,10,27,camarto01
Obi Toppin,25,IND,PF,82,28,1730,4,1.9,32,15,76,14,49,4,297,16,30,toppiob01
Bilal Coulibaly,19,WAS,SF,63,15,1715,-11.8,-4.4,52,20,67,5,68,3,268,19,43,coulibi01
OG Anunoby,26,TOT,SF,50,50,1702,11.6,16.2,33,19,58,15,47,4,252,15,41,anunoog01
Jabari Walker,21,POR,PF,72,23,1700,-10.8,-2.5,17,26,80,13,81,13,168,21,63,walkeja01
Andrew Nembhard,24,IND,PG,68,47,1697,2.1,-1.5,50,29,66,8,28,18,669,6,21,nembhan01
Cason Wallace,20,OKC,SG,82,13,1692,5.7,-3.9,22,14,71,2,20,3,282,3,23,wallaca01
Trey Murphy III,23,NOP,SF,57,23,1690,7.3,4.6,18,11,42,2,57,8,304,12,16,murphtr02
Kristaps Porziņģis,28,BOS,C,57,57,1690,10.6,-1.2,36,23,89,23,127,7,281,27,18,porzikr01
Kyle Lowry,37,TOT,PG,60,55,1690,-0.1,-3.1,57,14,77,5,27,30,604,5,17,lowryky01
Jordan Clarkson,31,UTA,SG,55,19,1682,-5.7,-1.5,70,54,39,11,81,3,672,16,51,clarkjo01
De'Andre Hunter,26,ATL,SF,57,37,1681,-1.5,1.2,25,30,63,13,93,29,213,28,29,huntede01
Pat Connaughton,31,MIL,SF,76,3,1676,-1.2,-6.9,30,13,62,4,20,9,395,6,10,connapa01
Christian Braun,22,DEN,SG,82,4,1655,1.2,-7.5,20,15,70,13,67,4,315,14,46,braunch01
Simone Fontecchio,28,TOT,SF,66,43,1644,-0.8,6.9,33,19,50,8,33,6,233,9,35,fontesi01
Ochai Agbaji,23,TOT,SG,78,28,1641,-6.8,-1.6,25,18,61,11,30,3,201,13,41,agbajoc01
Julius Randle,29,NYK,PF,46,46,1630,5.9,2,56,55,50,30,134,1,604,31,64,randlju01
Precious Achiuwa,24,TOT,C,74,18,1624,-0.7,-3.5,34,23,87,13,54,4,234,10,39,achiupr01
Santi Aldama,23,MEM,PF,61,35,1618,-8.9,-2.7,35,18,52,5,41,3,342,16,26,aldamsa01
Cameron Johnson,27,BKN,PF,58,47,1599,-4.9,-3.2,39,12,52,4,50,6,348,13,34,johnsca02
Malaki Branham,20,SAS,PG,75,29,1594,-10.7,-7.3,62,24,49,2,30,15,377,9,41,branhma01
Paul Reed,24,PHI,C,82,24,1590,3.5,0.9,23,21,114,12,51,7,253,19,41,reedpa01
Ausar Thompson,21,DET,SF,63,38,1583,-5.6,5.5,36,35,75,5,61,23,288,15,33,thompau01
Anfernee Simons,24,POR,SG,46,46,1582,-10.3,-1.6,64,42,56,9,74,4,595,15,51,simonan01
Kevin Huerter,25,SAC,SG,64,59,1562,1.5,0.3,30,10,66,5,21,5,392,3,15,huertke01
Bennedict Mathurin,21,IND,SF,59,19,1538,-2.3,-8.7,43,26,64,14,113,9,290,27,74,mathube01
Evan Mobley,22,CLE,PF,50,50,1532,1.3,-2.2,28,34,98,9,84,3,389,21,39,mobleev01
Chris Paul,38,GSW,PG,58,18,1531,3.4,1.2,51,14,46,2,11,6,949,4,12,paulch01
Russell Westbrook,35,LAC,PG,68,11,1529,4.4,1.4,95,35,47,6,81,6,697,19,43,westbru01
Nicolas Batum,35,TOT,PF,60,38,1529,5.7,4.3,31,5,44,2,8,2,290,1,2,batumni01
Zach Collins,26,SAS,C,69,29,1526,-12.3,-9.6,63,28,132,28,69,8,442,20,39,colliza01
Josh Green,23,DAL,SG,57,33,1505,-2.1,-6.9,32,15,45,12,22,29,320,6,30,greenjo02
Walker Kessler,22,UTA,C,64,22,1493,-4.5,0.6,19,18,79,23,43,5,156,11,32,kesslwa01
Draymond Green,33,GSW,PF,55,52,1490,5.6,4.6,101,11,83,21,33,29,789,7,18,greendr01
Peyton Watson,21,DEN,SF,80,4,1488,-0.2,-9.2,22,19,94,9,54,2,205,8,32,watsope01
Matisse Thybulle,26,POR,SF,65,19,1487,-7.5,3.1,24,9,47,3,14,14,212,2,12,thybuma01
Khris Middleton,32,MIL,SF,55,55,1487,3.9,1.8,72,44,67,6,48,11,666,9,26,middlkh01
Bojan Bogdanović,34,TOT,PF,57,27,1478,-11.6,-9.5,58,29,52,6,63,5,237,13,45,bogdabo02
Julian Champagnie,22,SAS,SF,74,59,1468,-4,3.7,31,10,46,3,42,5,242,6,20,champju02
Patrick Beverley,35,TOT,PG,73,13,1462,-0.6,-4.3,45,10,55,1,32,16,509,9,14,beverpa01
Amir Coffey,26,LAC,SF,70,13,1460,-2.8,-10.3,16,9,58,5,34,7,190,12,20,coffeam01
Isaiah Joe,24,OKC,SG,78,1,1445,8.7,1.1,26,11,45,3,19,34,245,6,15,joeis01
Desmond Bane,25,MEM,SG,42,42,1443,-7.7,-0.7,47,31,57,18,61,10,568,13,61,banede01
Vince Williams Jr.,23,MEM,SG,52,33,1436,-3.3,6.3,48,27,49,6,45,28,430,5,22,willivi01
Isaiah Stewart,22,DET,PF,46,45,1423,-4.1,7.4,13,18,42,14,43,4,170,10,17,stewais01
Moritz Wagner,26,ORL,C,80,1,1415,2.5,1.1,19,34,62,33,112,27,235,36,40,wagnemo01
Tyler Herro,24,MIA,SG,42,40,1407,0.6,-2.3,54,29,31,4,48,1,451,11,43,herroty01
Wendell Carter Jr.,24,ORL,C,55,48,1406,1.9,0.1,18,17,67,22,56,10,225,12,23,cartewe01
Onyeka Okongwu,23,ATL,C,55,8,1405,-1.4,1.3,13,11,110,13,62,0,177,14,27,okongon01
Amen Thompson,21,HOU,SF,62,23,1388,2.4,1.9,40,32,63,9,82,12,395,27,38,thompam01
Haywood Highsmith,27,MIA,PF,66,26,1366,1.4,-0.9,20,4,68,5,13,5,175,4,14,highsha01
Dyson Daniels,20,NOP,PG,61,16,1358,4.3,-0.5,31,16,51,4,23,5,384,3,14,daniedy01
Andre Drummond,30,CHI,C,79,10,1351,0.9,3.4,23,16,54,25,102,4,87,16,42,drumman01
Marcus Sasser,23,DET,PG,71,11,1351,-9.5,-0.9,48,28,57,3,25,12,573,5,24,sassema01
Kris Murray,23,POR,SF,62,29,1348,-6.3,4.6,34,14,50,4,31,5,200,10,26,murrakr01
Miles McBride,23,NYK,PG,68,14,1328,0.2,-6.8,21,4,52,1,19,19,288,5,21,mcbrimi01
Jakob Poeltl,28,TOR,C,50,50,1319,-0.5,9,28,17,84,22,53,3,281,17,37,poeltja01
Joel Embiid,29,PHI,C,39,39,1309,9.6,10,58,57,66,27,198,2,549,35,52,embiijo01
Jeff Green,37,HOU,PF,78,6,1307,-1.9,-4.6,10,8,63,20,74,4,171,16,16,greenje02
Cameron Payne,29,TOT,PG,78,10,1304,-0.4,-3.9,42,11,62,0,31,17,487,6,24,payneca01
Gary Harris,29,ORL,SG,54,27,1297,2.7,1.4,18,4,44,2,12,8,203,3,8,harriga01
Dereck Lively II,19,DAL,C,55,42,1294,5.8,5.5,16,11,92,15,40,2,150,11,20,livelde01
T.J. McConnell,31,IND,PG,71,4,1291,4.6,2.3,61,28,42,3,33,36,935,12,39,mccontj01
Aaron Holiday,27,HOU,PG,78,1,1269,4.2,4.4,28,14,59,3,22,14,350,5,20,holidaa01
Cedi Osman,28,SAS,SF,72,3,1269,-12.6,-9.2,23,15,53,6,25,18,280,10,18,osmande01
Gradey Dick,20,TOR,SG,60,17,1268,-14.4,-11.7,26,16,50,3,19,8,169,4,26,dickgr01
Naji Marshall,26,NOP,SF,66,1,1257,9.3,6.8,36,14,46,4,41,4,304,8,21,marshna01
Kris Dunn,29,UTA,PG,66,32,1249,0.2,7.5,49,17,69,6,14,4,623,2,19,dunnkr01
Gordon Hayward,33,TOT,SF,51,28,1245,-5.3,-1.3,28,25,31,6,63,1,375,16,18,haywago01
GG Jackson II,19,MEM,PF,48,18,1233,-8.2,-1.4,19,25,37,4,72,2,140,11,40,jacksgg01
Aaron Wiggins,25,OKC,SG,78,4,1228,7.5,-0.6,24,21,57,5,38,5,201,9,33,wiggiaa01
Larry Nance Jr.,31,NOP,C,61,0,1216,3.5,-1.6,25,9,44,11,28,15,272,7,15,nancela02
Duop Reath,27,POR,C,68,20,1214,-8.3,1.5,15,17,96,14,49,8,155,12,35,reathdu01
Alec Burks,32,TOT,SG,66,1,1212,-10.2,-5.4,27,15,37,3,67,15,213,9,21,burksal01
