Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,playerID
Derrick White,29,BOS,SG,73,73,2381,8,17.4,4.1,10.3,4,7.1,2.8,3.2,1.1,5.4,6.4,7.8,1.5,1.8,2.3,3.2,23,126,112,whitede01
Tobias Harris,31,PHI,PF,70,70,2368,9.6,19.8,1.9,5.4,7.7,14.4,3.9,4.4,1.7,7.8,9.4,4.5,1.5,1,1.9,2.4,25,118,114,harrito02
Donte DiVincenzo,27,NYK,SG,81,63,2360,9.5,21.5,6,15.1,3.5,6.4,1.8,2.4,1.3,5,6.3,4.6,2.3,0.8,2.4,3.5,26.9,120,113,divindo01
Jordan Poole,24,WAS,SG,78,66,2346,9.8,23.6,3.7,11.2,6.1,12.4,3.8,4.4,0.6,3.6,4.2,6.8,1.7,0.5,3.7,4.9,27,102,121,poolejo01
Jaylen Brown,27,BOS,SF,70,70,2343,13.2,26.5,3.1,8.6,10.2,17.8,4.4,6.3,1.8,6.4,8.2,5.3,1.8,0.8,3.5,3.9,34,113,112,brownja02
Malik Beasley,27,MIL,SG,79,77,2337,6.6,14.8,4.6,11.1,2,3.7,0.5,0.7,0.8,5.1,6,2.2,1.2,0.2,1.1,3.2,18.3,117,118,beaslma01
Franz Wagner,22,ORL,SF,72,72,2337,11.2,23.2,2,7.1,9.2,16.1,5.7,6.8,1.5,6.5,8.1,5.7,1.6,0.6,2.9,3.6,30.1,116,112,wagnefr01
Kawhi Leonard,32,LAC,SF,68,68,2330,12.9,24.6,3,7.1,10,17.5,5.4,6.1,1.8,7,8.8,5.2,2.4,1.3,2.5,2.1,34.2,124,114,leonaka01
Herbert Jones,25,NOP,SF,76,76,2321,6.2,12.4,2.4,5.8,3.8,6.7,2.9,3.3,1.6,4.2,5.7,4.2,2.2,1.3,2,4.7,17.7,124,113,joneshe01
Aaron Gordon,28,DEN,PF,73,73,2297,8.6,15.5,0.9,3,7.7,12.5,3.8,5.8,3.8,6.4,10.2,5.6,1.2,1,2.3,3.1,21.9,125,114,gordoaa01
Klay Thompson,33,GSW,SF,77,63,2284,10.4,24,5.7,14.7,4.7,9.3,2.7,2.9,0.7,4.6,5.4,3.7,1.1,0.7,2.5,2.7,29.1,113,118,thompkl01
Kyle Kuzma,28,WAS,PF,70,70,2281,12.5,26.9,3.1,9.2,9.4,17.7,3.8,4.9,1.3,8.2,9.5,6.1,0.8,1,3.9,3.1,31.8,103,120,kuzmaky01
Jrue Holiday,33,BOS,PG,69,69,2263,7.2,15,3,7,4.2,8,1.3,1.6,1.8,6.3,8.1,7.3,1.3,1.2,2.7,2.4,18.8,121,113,holidjr01
Deni Avdija,23,WAS,SF,75,75,2257,8.4,16.6,1.8,4.9,6.6,11.8,4.2,5.7,1.7,9.4,11.2,5.9,1.2,0.7,3.3,3.8,22.8,112,119,avdijde01
Devin Vassell,23,SAS,SG,68,62,2248,10.5,22.3,3.5,9.4,7,12.9,3.4,4.2,0.6,4.9,5.5,5.8,1.5,0.5,2.3,1.6,27.9,113,118,vassede01
Luguentz Dort,24,OKC,SF,79,79,2246,6.2,14.1,3.3,8.5,2.8,5.6,2.7,3.3,1.6,4.5,6.1,2.4,1.5,1,1.6,4.9,18.4,117,114,dortlu01
Max Strus,27,CLE,SF,70,70,2239,6.7,16.1,3.7,10.6,3,5.5,1.7,2.1,1.5,6,7.5,6.2,1.4,0.6,2.5,3.8,18.8,112,114,strusma01
Dillon Brooks,28,HOU,SF,72,72,2227,7.2,16.7,2.9,8.1,4.3,8.7,2.7,3.2,1.2,4.2,5.4,2.6,1.4,0.2,1.9,5.2,19.9,109,116,brookdi01
Tyrese Haliburton,23,IND,PG,69,68,2224,10.6,22.2,4.1,11.3,6.5,10.9,4.1,4.8,0.7,5,5.7,16,1.8,1,3.4,1.6,29.5,129,119,halibty01
Jalen Williams,22,OKC,PF,71,71,2223,11.6,21.5,2.2,5.2,9.4,16.3,3.9,4.8,0.8,5.3,6.1,7,1.7,1,2.7,3.8,29.3,122,114,willija06
P.J. Washington,25,TOT,PF,73,45,2221,7.8,17.8,2.9,9.1,4.9,8.7,2.2,3.2,1.9,7.2,9,3.1,1.6,1.3,2.1,3.7,20.6,106,117,washipj01
Jaden Ivey,21,DET,SG,77,61,2217,9,21.1,2.7,8,6.4,13.1,4.9,6.6,1.9,3.9,5.7,6.4,1.2,0.9,4.1,4.4,25.7,104,121,iveyja01
Ayo Dosunmu,24,CHI,SG,76,37,2212,8.1,16.2,2.7,6.6,5.4,9.6,1.9,2.4,1.2,3.7,4.9,5.5,1.5,0.8,2.3,3.7,20.8,118,119,dosunay01
Zion Williamson,23,NOP,PF,70,70,2207,13.9,24.3,0.1,0.4,13.7,23.9,7.7,11,2.7,6.3,9,7.8,1.7,1,4.3,3.5,35.6,119,113,willizi01
Mike Conley,36,MIN,PG,76,76,2193,6.6,14.5,4,9.1,2.6,5.4,2.3,2.5,0.8,4.1,4.9,10.1,2,0.4,2.3,2.9,19.6,129,111,conlemi01
Jeremy Sochan,20,SAS,PF,74,73,2193,7.4,16.8,1.5,4.9,5.8,11.9,2.4,3.1,3,7.3,10.3,5.4,1.3,0.9,3,3.6,18.6,104,117,sochaje01
Buddy Hield,31,TOT,SF,84,42,2160,8.2,18.9,4.9,12.6,3.4,6.3,1.2,1.3,1.4,4.6,6,5.2,1.6,0.9,2.3,3.8,22.5,114,118,hieldbu01
CJ McCollum,32,NOP,PG,66,66,2159,11,24,5.4,12.6,5.6,11.3,2.6,3.2,0.9,5.6,6.5,6.9,1.4,0.9,2.5,2.9,30,118,114,mccolcj01
Spencer Dinwiddie,30,TOT,PG,76,52,2152,5.7,14.5,2.8,8.4,2.9,6.2,3.8,4.8,0.7,4,4.7,8.1,1.2,0.5,2.1,3.1,18.1,117,119,dinwisp01
Tre Jones,24,SAS,PG,77,48,2138,6.7,13.3,1.4,4.2,5.3,9.1,2.2,2.6,1.3,5.1,6.4,10.6,1.7,0.2,2.6,2,17.1,123,118,jonestr01
Grant Williams,25,TOT,PF,76,43,2130,6.3,13.8,2.9,7.7,3.4,6.1,2.4,3.2,2,5.3,7.2,4,1,0.9,2.5,5.2,17.9,113,119,willigr01
Jaren Jackson Jr.,24,MEM,C,66,66,2124,11.9,26.7,2.7,8.4,9.2,18.3,7.8,9.6,2,6.4,8.4,3.5,1.8,2.4,3.7,5.4,34.2,107,113,jacksja02
Tim Hardaway Jr.,31,DAL,SF,79,12,2120,8.9,22.1,4.8,13.5,4.1,8.6,3.3,3.8,0.5,5.3,5.7,3.1,1,0.1,1.6,2.4,25.8,109,119,hardati02
Nic Claxton,24,BKN,C,71,71,2116,8.6,13.6,0,0.1,8.5,13.5,2.5,4.6,4.5,12,16.5,3.4,1.1,3.4,2.2,4.1,19.7,124,111,claxtni01
Jaime Jaquez Jr.,22,MIA,SF,75,20,2113,8.1,16.5,1.5,4.8,6.5,11.7,3.4,4.1,1.9,4.8,6.7,4.6,1.8,0.5,2.6,3.9,21,112,113,jaqueja01
Taurean Prince,29,LAL,PF,78,49,2108,5.7,12.9,3.2,8,2.5,4.9,1.1,1.5,0.5,4.7,5.2,2.7,1.3,0.8,1.6,3.3,15.7,108,118,princta02
Victor Wembanyama,20,SAS,C,71,71,2106,12.4,26.7,2.9,8.9,9.5,17.9,6.6,8.3,3.6,13.4,17,6.2,2,5.7,5.9,3.4,34.3,104,106,wembavi01
Jaden McDaniels,23,MIN,SF,72,71,2105,7.2,14.7,2,6,5.2,8.8,1.3,1.9,1.3,3.9,5.3,2.4,1.5,1,2,5.1,17.8,108,112,mcdanja02
Brandon Ingram,26,NOP,SF,64,64,2103,11.7,23.7,2,5.6,9.7,18.1,5.7,7.2,1,6.6,7.6,8.5,1.2,0.9,3.8,3.4,31.1,115,114,ingrabr01
Scottie Barnes,22,TOR,SG,60,60,2094,10.3,21.7,2.3,6.8,8,14.9,4.5,5.8,3.3,8.1,11.4,8.4,1.7,2,3.8,2.7,27.5,114,116,barnesc01
Jusuf Nurkić,29,PHX,C,76,76,2078,7.5,14.7,0.5,2.1,7,12.6,3.9,6.1,5.3,14.4,19.7,7.1,1.9,1.9,4.1,6,19.5,114,108,nurkiju01
Myles Turner,27,IND,C,77,77,2076,10.8,20.7,2.6,7.4,8.2,13.3,5.6,7.2,2.6,9.5,12.1,2.3,0.9,3.3,2.5,5.3,29.8,120,115,turnemy01
Collin Sexton,25,UTA,SG,78,51,2075,11.8,24.1,3,7.6,8.8,16.6,7.4,8.6,1.7,3.1,4.8,8.9,1.4,0.4,3.8,3.6,33.9,122,123,sextoco01
Cam Thomas,22,BKN,SG,66,51,2075,12.6,28.4,3.4,9.5,9.1,19,6.8,8,0.7,4.4,5.1,4.6,1.1,0.4,3,3.3,35.4,110,119,thomaca02
Cade Cunningham,22,DET,PG,62,62,2074,12.2,27.1,2.8,7.8,9.4,19.3,5.5,6.4,0.8,5.5,6.2,10.8,1.3,0.5,4.9,3.5,32.6,108,120,cunnica01
Corey Kispert,24,WAS,SF,80,22,2067,8.7,18,4.2,10.9,4.6,7.1,2.6,3.6,0.7,4.4,5.1,3.5,0.9,0.4,2.2,3.2,24.2,114,123,kispeco01
Saddiq Bey,24,ATL,SF,63,51,2062,6.7,16.2,2.6,8.3,4.1,7.9,4,4.7,3.9,5.7,9.6,2.1,1.2,0.3,1.3,2,20.1,120,121,beysa01
Kelly Oubre Jr.,28,PHI,SF,68,52,2055,9.3,21,2.4,7.8,6.8,13.2,4.2,5.6,2.3,5.9,8.2,2.4,1.8,1.1,2.1,4.6,25.1,109,114,oubreke01
Alperen Şengün,21,HOU,C,63,63,2046,12.5,23.3,0.8,2.6,11.7,20.6,5.8,8.3,4.3,9.6,14,7.4,1.8,1.1,3.8,5,31.6,118,111,sengual01
Jimmy Butler,34,MIA,PF,60,60,2042,9.7,19.4,1.5,3.5,8.2,15.8,9.6,11.2,2.6,5.2,7.8,7.3,1.9,0.4,2.5,1.7,30.4,129,113,butleji01
Alex Caruso,29,CHI,SG,71,57,2040,6.2,13.2,3.3,8.1,2.9,5.1,1.8,2.3,1.5,5.2,6.7,6,2.9,1.7,2.5,4.4,17.5,119,113,carusal01
Terry Rozier,29,TOT,SG,61,60,2040,10.7,24.3,3.6,10,7.1,14.3,4.2,4.8,0.9,5.2,6,8.3,1.5,0.5,2.6,2.5,29.3,114,118,roziete01
Keldon Johnson,24,SAS,SF,69,27,2038,9.1,20.1,3,8.5,6.1,11.5,4.1,5.1,2.2,6.6,8.8,4.5,1.2,0.5,2.3,3.5,25.2,112,118,johnske04
Kyrie Irving,31,DAL,SG,58,58,2030,13.3,26.7,4.1,9.9,9.2,16.8,4.5,5,1,5.8,6.9,7.1,1.7,0.7,2.5,2.6,35.1,122,116,irvinky01
Karl-Anthony Towns,28,MIN,PF,62,62,2026,11.7,23.2,3.3,8,8.4,15.2,6.2,7.1,2.3,10.3,12.6,4.6,1,1,4.3,5,32.9,115,109,townska01
Jalen Suggs,22,ORL,SG,75,75,2025,8.2,17.5,3.7,9.4,4.5,8,2.9,3.8,1.2,4.4,5.6,5,2.6,1.1,3.2,5,23.1,113,110,suggsja01
Keyonte George,20,UTA,PG,75,44,2023,7.6,19.4,3.5,10.5,4.1,8.9,4.5,5.3,0.4,4.7,5,7.9,0.9,0.2,4.5,2.2,23.2,104,124,georgke01
Josh Giddey,21,OKC,SG,80,80,2011,9.6,20.3,2,5.8,7.7,14.4,2.4,3,2.7,9.6,12.3,9.2,1.2,1.1,4,2.7,23.6,111,112,giddejo01
Bobby Portis,28,MIL,PF,82,4,2008,11.2,22,2.4,5.9,8.8,16.1,2.3,3,3.4,11.1,14.5,2.5,1.6,0.8,2.2,4.5,27,115,113,portibo01
Aaron Nesmith,24,IND,SF,72,47,1995,7.4,15,3.3,7.9,4.1,7.1,2.5,3.2,1.5,5,6.5,2.6,1.5,1.2,1.5,5.7,20.7,123,119,nesmiaa01
Gary Trent Jr.,25,TOR,SG,71,41,1994,8.7,20.5,4.3,11,4.4,9.5,1.8,2.3,0.6,3.9,4.6,2.9,1.9,0.2,1.1,2.3,23.6,110,121,trentga02
Norman Powell,30,LAC,SG,76,3,1990,9.3,19.1,4.1,9.5,5.1,9.5,3.5,4.3,0.4,4.4,4.8,2,1.1,0.5,1.6,3.4,26.2,120,119,powelno01
Immanuel Quickley,24,TOT,SG,68,38,1985,9.6,22.1,4.2,10.7,5.4,11.4,5.2,6.1,0.4,6,6.4,8.2,1.2,0.2,2.5,2.9,28.6,119,119,quickim01
Brandin Podziemski,20,GSW,SG,74,28,1968,6.7,14.7,2.2,5.8,4.5,8.9,1.2,1.9,2.9,7.6,10.5,6.7,1.5,0.3,2.2,3,16.8,118,115,podzibr01
Naz Reid,24,MIN,PF,81,14,1964,10.2,21.4,4.3,10.3,6,11.1,2.7,3.7,1.8,8.8,10.6,2.7,1.6,1.8,2.8,4.3,27.4,111,107,reidna01
Caris LeVert,29,CLE,SG,68,10,1958,8.7,20.7,2.7,8.4,6,12.3,3.9,5.1,1,6.1,7.1,8.7,1.9,0.9,3,3.1,24,110,113,leverca01
Royce O'Neale,30,TOT,SF,79,14,1954,5.4,13.6,3.9,10.6,1.5,2.9,0.6,0.9,1.5,8,9.5,5.5,1.5,1.1,1.8,4.4,15.3,115,115,onealro01
Jonathan Kuminga,21,GSW,PF,74,46,1949,11.3,21.4,1.3,4.1,10,17.3,5.5,7.4,2.3,6.5,8.8,4,1.4,0.9,3,4.2,29.5,117,116,kuminjo01
Donovan Mitchell,27,CLE,SG,55,55,1942,12.8,27.7,4.6,12.6,8.2,15.1,7,8.1,1.2,6,7.1,8.5,2.6,0.8,3.9,3,37.2,117,111,mitchdo01
Trae Young,25,ATL,PG,54,54,1942,10.7,24.9,4.3,11.6,6.4,13.3,8.6,10.1,0.6,3.1,3.7,14.4,1.8,0.3,5.8,2.7,34.3,117,122,youngtr01
Dorian Finney-Smith,30,BKN,PF,68,56,1934,5.5,13.1,3,8.6,2.5,4.5,0.8,1.2,2.8,5.3,8.1,2.7,1.4,1,1.5,3.8,14.9,113,117,finnedo01
Tyus Jones,27,WAS,PG,66,66,1933,7.9,16.1,2.6,6.2,5.3,9.9,0.8,1,0.5,3.8,4.3,11.7,1.7,0.4,1.6,1.2,19.1,126,121,jonesty01
Jonas Valančiūnas,31,NOP,C,82,82,1925,10.2,18.3,0.9,3.1,9.3,15.3,4.1,5.2,4.7,13.6,18.4,4.4,0.8,1.7,2.8,5.6,25.5,123,110,valanjo01
Nickeil Alexander-Walker,25,MIN,SG,82,20,1921,6.1,13.8,3.4,8.6,2.7,5.2,1.3,1.7,0.9,3.4,4.3,5.2,1.6,1.1,2,3.7,16.9,115,111,alexani01
Andrew Wiggins,28,GSW,SF,71,59,1920,8.9,19.7,2.3,6.4,6.6,13.3,3.6,4.8,2.7,5.4,8.1,3,1.1,1,2.2,3.7,23.7,112,117,wiggian01
Duncan Robinson,29,MIA,SF,68,36,1905,8,17.7,4.9,12.4,3.1,5.3,2.1,2.4,0.4,4.1,4.5,5,1.2,0.4,2.5,4.3,22.9,114,115,robindu01
John Collins,26,UTA,PF,68,66,1901,10.1,18.9,2.2,5.9,7.9,13,3.7,4.7,4,10.6,14.6,2,1,1.5,2.5,4.8,26.1,121,118,collijo01
Darius Garland,24,CLE,PG,57,57,1901,9.7,21.9,3.4,9.3,6.3,12.6,3.8,4.5,0.8,3.2,4,9.7,1.9,0.2,4.6,2.5,26.7,108,115,garlada01
Isaiah Hartenstein,25,NYK,C,75,49,1896,6.2,9.7,0,0.1,6.2,9.6,3,4.2,6.5,10.2,16.6,5,2.3,2.3,2.5,5.6,15.5,136,108,harteis01
Eric Gordon,35,PHX,SG,68,24,1893,7.1,15.9,3.9,10.2,3.2,5.7,1.3,1.7,0.4,2.7,3.1,3.6,1.7,0.8,1.9,2,19.3,112,117,gordoer01
Jalen Johnson,22,ATL,SF,56,52,1889,9.1,17.8,1.8,5.1,7.3,12.7,2.7,3.7,1.9,10.5,12.4,5.2,1.7,1.2,2.6,3.4,22.7,117,116,johnsja05
Isaac Okoro,23,CLE,SF,69,42,1887,6.2,12.6,2.2,5.6,4,6.9,2.4,3.6,1.8,3.6,5.4,3.5,1.5,0.9,1.4,3.7,16.9,121,115,okorois01
Clint Capela,29,ATL,C,73,73,1883,9,15.7,0,0,9,15.7,3.3,5.2,8.5,11.2,19.8,2.3,1.1,2.7,1.9,4.2,21.3,128,115,capelca01
Terance Mann,27,LAC,SG,75,71,1873,6.7,13,1.9,5.4,4.8,7.6,2.1,2.5,2.3,4.4,6.7,3.1,1.1,0.4,1.3,3.8,17.3,127,119,mannte01
Malik Monk,25,SAC,SG,72,0,1872,10.3,23.2,3.8,11,6.4,12.2,4.4,5.3,0.7,4.8,5.5,9.6,1.2,1,3.9,4,28.8,113,117,monkma01
Bruce Brown,27,TOT,SG,67,44,1866,7.1,14.9,1.4,4.2,5.8,10.7,3,3.6,1.4,5.9,7.3,4.9,1.5,0.4,2.2,3.8,18.6,113,120,brownbr01
Jamal Murray,26,DEN,PG,59,59,1861,12.6,26.3,3.9,9.1,8.8,17.2,4.2,4.9,1.1,5.3,6.4,10.2,1.5,1,3.3,2.8,33.3,119,114,murraja01
RJ Barrett,23,TOT,SG,58,58,1838,11.7,23.5,2.4,6.7,9.3,16.8,5.6,7.8,1.4,7,8.4,5.2,0.8,0.6,3.4,3.5,31.3,112,119,barrerj01
Georges Niang,30,CLE,PF,82,10,1831,7.7,17.1,4,10.7,3.6,6.4,1.4,1.6,0.6,6.9,7.5,2.6,0.8,0.5,1.9,5.2,20.7,109,115,niangge01
Jerami Grant,29,POR,PF,54,54,1830,10.3,22.9,3,7.4,7.3,15.5,6.9,8.4,1,4.2,5.2,4.1,1.2,0.9,3.1,3.2,30.5,113,120,grantje01
Rui Hachimura,25,LAL,PF,68,39,1826,9.5,17.6,2.6,6,6.9,11.6,2.6,3.5,1.5,6.1,7.7,2.1,1.1,0.7,1.2,2.6,24,121,117,hachiru01
Payton Pritchard,26,BOS,PG,82,5,1825,8,17.2,4,10.3,4.1,6.8,1.2,1.5,1.9,5.3,7.2,7.6,1.1,0.2,1.7,2.9,21.3,129,115,pritcpa01
Lauri Markkanen,26,UTA,PF,55,55,1820,11.3,23.6,4.6,11.6,6.7,12,6.6,7.3,3.2,8.7,11.9,2.9,1.3,0.7,2,2.7,33.9,128,120,markkla01
Reggie Jackson,33,DEN,PG,82,23,1817,8.9,20.6,2.8,7.7,6.1,12.9,2.2,2.7,0.9,3.3,4.2,8.4,1.2,0.4,2.9,4.1,22.7,109,117,jacksre01
