Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlayerID
Kemba Walker,29,BOS,PG,56,56,1742,378,889,180,473,198,416,0.526,209,242,36,181,217,268,48,28,117,91,1145,walkeke02
Terry Rozier,25,CHA,PG,63,63,2164,398,941,172,423,226,518,0.514,166,190,50,226,276,259,61,10,141,126,1134,roziete01
Kyle Lowry,33,TOR,PG,58,58,2098,334,803,164,466,170,337,0.518,294,343,32,260,292,433,82,26,178,190,1126,lowryky01
Tim Hardaway Jr.,27,DAL,SG,71,58,2091,384,884,204,513,180,371,0.55,149,182,25,207,232,137,41,5,69,125,1121,hardati02
Jamal Murray,22,DEN,PG,59,59,1904,408,894,112,324,296,570,0.519,163,185,45,191,236,284,67,17,127,102,1091,murraja01
Jordan Clarkson,27,TOT,SG,71,2,1705,394,867,152,413,242,454,0.542,138,165,50,137,187,136,46,16,97,108,1078,clarkjo01
De'Aaron Fox,22,SAC,PG,51,49,1634,391,815,54,185,337,630,0.513,241,342,35,161,196,348,74,25,158,145,1077,foxde01
Harrison Barnes,27,SAC,PF,72,72,2482,365,793,102,268,263,525,0.525,214,267,77,278,355,159,43,12,88,93,1046,barneha02
Kelly Oubre Jr.,24,PHX,SF,56,55,1933,373,826,108,307,265,519,0.517,192,246,67,294,361,85,71,40,83,192,1046,oubreke01
Jonas Valančiūnas,27,MEM,C,70,70,1845,432,739,32,91,400,648,0.606,148,200,213,575,788,131,30,76,127,185,1044,valanjo01
Hassan Whiteside,30,POR,C,67,61,2008,436,702,4,7,432,695,0.624,164,239,258,647,905,78,26,196,120,196,1040,whiteha01
D'Angelo Russell,23,TOT,PG,45,45,1452,360,846,158,431,202,415,0.519,161,199,17,160,177,285,48,13,147,86,1039,russeda01
Paul George,29,LAC,SF,48,48,1419,343,782,157,381,186,401,0.539,190,217,24,248,272,185,68,20,125,113,1033,georgpa01
Marcus Morris,30,TOT,PF,62,62,1936,355,810,142,348,213,462,0.526,181,220,59,252,311,86,47,30,97,180,1033,morrima03
Rudy Gobert,27,UTA,C,68,68,2333,386,557,0,0,386,557,0.693,254,403,230,686,916,101,51,135,130,215,1026,goberru01
Kendrick Nunn,24,MIA,PG,67,67,1962,401,914,137,391,264,523,0.514,85,100,21,159,180,220,56,15,114,152,1024,nunnke01
Terrence Ross,28,ORL,SG,69,0,1889,341,846,177,504,164,342,0.508,157,184,13,209,222,82,77,24,70,109,1016,rosste01
Andre Drummond,26,TOT,C,57,56,1879,418,784,5,35,413,749,0.536,169,294,250,614,864,152,109,93,203,201,1010,drumman01
LaMarcus Aldridge,34,SAS,C,53,53,1754,391,793,61,157,330,636,0.532,158,191,103,289,392,129,36,87,74,128,1001,aldrila01
Joe Harris,28,BKN,SF,69,69,2123,381,784,172,406,209,378,0.596,64,89,64,234,298,144,41,17,104,159,998,harrijo01
Alec Burks,28,TOT,SF,66,19,1754,321,768,116,301,205,467,0.493,235,265,48,234,282,189,62,17,91,128,993,burksal01
Jaren Jackson Jr.,20,MEM,C,57,57,1622,353,753,145,368,208,385,0.565,139,186,55,207,262,78,40,92,99,232,990,jacksja02
Kevin Love,31,CLE,PF,56,56,1780,327,727,146,390,181,337,0.55,187,219,54,493,547,178,33,19,140,90,987,loveke01
Duncan Robinson,25,MIA,SG,73,68,2166,323,687,270,606,53,81,0.667,67,72,10,222,232,102,35,19,70,193,983,robindu01
Goran Dragić,33,MIA,PG,59,3,1663,319,724,124,338,195,386,0.526,191,246,29,158,187,301,40,10,144,124,953,dragigo01
Fred VanVleet,25,TOR,SG,54,54,1928,319,773,146,374,173,399,0.507,168,198,18,185,203,357,100,17,121,132,952,vanvlfr01
Ben Simmons,23,PHI,PG,57,57,2017,375,647,2,7,373,640,0.581,185,298,113,331,444,455,119,33,200,186,937,simmobe01
Karl-Anthony Towns,24,MIN,C,35,35,1187,316,622,114,277,202,345,0.6,180,226,95,283,378,153,33,42,110,117,926,townska01
Bogdan Bogdanović,27,SAC,SG,61,28,1766,337,766,164,441,173,325,0.547,86,116,26,181,207,207,64,15,102,133,924,bogdabo01
JJ Redick,35,NOP,SG,60,36,1581,286,631,180,397,106,234,0.596,165,185,10,141,151,119,20,10,75,96,917,redicjj01
Eric Bledsoe,30,MIL,PG,61,61,1646,334,703,74,215,260,488,0.528,169,214,43,239,282,328,57,26,148,128,911,bledser01
Gordon Hayward,29,BOS,SF,52,52,1740,350,700,85,222,265,478,0.561,124,145,55,293,348,212,38,22,96,96,909,haywago01
Derrick Rose,31,DET,PG,50,15,1298,369,753,45,147,324,606,0.52,121,139,27,94,121,278,40,16,126,49,904,rosede01
Carmelo Anthony,35,POR,PF,58,58,1902,336,782,87,226,249,556,0.485,136,161,71,297,368,85,49,27,100,171,895,anthoca01
Aaron Gordon,24,ORL,PF,62,62,2017,335,767,73,237,262,530,0.484,151,224,107,368,475,228,51,39,100,125,894,gordoaa01
