Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,playerID
Trevor Ariza,36,LAL,SF,24,11,462,7,0.449,0.747,0.182,2.3,16.7,9.5,7.5,1.3,1.2,9.3,11,-0.2,0.4,0.2,0.02,-3.3,-0.2,-3.4,-0.2,arizatr01
Killian Tillie,23,MEM,C,36,3,461,7.6,0.452,0.677,0.063,4.7,9.1,6.8,5.9,2.4,2.9,9.1,12.8,-0.1,0.6,0.6,0.058,-3.8,1.1,-2.7,-0.1,tilliki02
Dylan Windler,25,CLE,SF,50,0,459,8.8,0.519,0.714,0.184,5.2,16,10.7,10,1.5,0.6,13.1,11.8,0.2,0.6,0.8,0.084,-3,1.2,-1.7,0,windldy01
Matt Thomas,27,CHI,SG,40,0,459,9.9,0.564,0.679,0.149,0.7,11.5,6.1,5.8,0.9,0.6,5.3,14.5,0.3,0.2,0.6,0.058,-1.2,-1.5,-2.6,-0.1,thomama02
Kelan Martin,26,TOT,SF,30,1,450,9.4,0.484,0.439,0.076,4.1,9.6,6.8,6.7,1.4,1.7,7.3,18.1,-0.1,0.2,0,0.005,-2.6,-1,-3.6,-0.2,martike03
Yuta Watanabe,27,TOR,SF,38,4,445,11.5,0.524,0.572,0.29,4.2,19,11.2,6.6,1.2,3.5,10.9,16.8,0.1,0.6,0.7,0.075,-1.9,0,-2,0,watanyu01
Juancho Hernangómez,26,TOT,PF,40,9,445,11.5,0.542,0.651,0.321,7,17.1,12.2,6,1.6,2,11.7,13.4,0.3,0.6,0.9,0.095,-0.7,0.1,-0.6,0.2,hernaju01
Trey Burke,29,DAL,PG,42,0,441,10,0.475,0.381,0.107,1,7.3,4.2,20.7,1.4,0,10.4,25.6,-0.4,0.4,0,0.003,-3.6,-1.4,-5,-0.3,burketr01
Thomas Bryant,24,WAS,C,27,9,439,16.6,0.607,0.284,0.27,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,0.7,0.4,1.1,0.118,-0.4,-0.7,-1,0.1,bryanth01
Elijah Hughes,23,TOT,SG,36,4,434,5.4,0.426,0.66,0.063,1.5,13.4,7.3,7.2,1.6,1.8,10.3,16.5,-0.6,0.3,-0.4,-0.043,-5.2,-1.7,-6.9,-0.5,hugheel01
Joe Harris,30,BKN,SF,14,14,423,9.6,0.624,0.71,0.048,1.3,12.8,7.2,4.5,0.8,0.4,11.2,14.5,0.3,0.2,0.5,0.06,-0.9,-0.5,-1.4,0.1,harrijo01
Patrick Williams,20,CHI,PF,17,9,422,12.7,0.637,0.284,0.402,4.6,13.8,9.2,4.8,1,1.8,11.8,14.2,0.6,0.3,0.9,0.099,-0.9,-0.7,-1.5,0,willipa01
Olivier Sarr,22,OKC,C,22,2,421,14,0.672,0.287,0.287,8.2,14.6,11.4,6.9,0.7,3.3,16.2,13.9,0.7,0.3,1,0.117,-2.7,-1.3,-4,-0.2,sarrol01
Enes Freedom,29,BOS,C,35,1,411,15,0.585,0.052,0.289,16.5,25.4,21,2.7,0.6,3.1,15.5,13.9,0.6,0.7,1.4,0.16,-1.2,-0.2,-1.4,0.1,kanteen01
Sandro Mamukelashvili,22,MIL,PF,41,3,407,14.7,0.618,0.452,0.191,9.3,12,10.7,7.4,1.1,2.1,10.7,14.6,0.8,0.3,1.1,0.135,0.6,-1,-0.3,0.2,mamuksa01
Semi Ojeleye,27,TOT,PF,30,0,406,6.7,0.438,0.505,0.293,7.2,12,9.7,2.9,0.8,1.4,7.5,12.8,-0.1,0.3,0.2,0.029,-4.1,-1.6,-5.7,-0.4,ojelese01
Day'Ron Sharpe,20,BKN,PF,32,8,391,20.7,0.593,0.047,0.275,23.2,21.4,22.3,6.7,1.2,3.4,15.2,21.7,0.8,0.5,1.2,0.152,-0.3,-2.5,-2.8,-0.1,sharpda01
Luka Garza,23,DET,C,32,5,389,15.6,0.535,0.333,0.415,15.3,12.3,13.9,8.3,1.1,1.4,9.4,21.1,0.5,0.2,0.8,0.093,-0.5,-2,-2.5,-0.1,garzalu01
Isaiah Livers,23,DET,SF,19,5,383,11.1,0.629,0.711,0.156,4,12.5,8,8,1.7,1.6,13.5,12.4,0.4,0.3,0.7,0.085,-1.3,-0.2,-1.5,0,liveris01
Gary Clark,27,NOP,PF,38,1,378,11.4,0.547,0.795,0.114,6.6,20.1,13.2,6.4,1.7,1.8,9.8,11.6,0.3,0.4,0.7,0.092,0.1,0,0.1,0.2,clarkga01
Paul Millsap,36,TOT,C,33,1,376,10.8,0.458,0.304,0.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,0,0.5,0.5,0.061,-3.7,0.2,-3.5,-0.1,millspa01
Miles McBride,21,NYK,PG,40,2,372,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-0.1,0.4,0.2,0.032,-5.5,1,-4.5,-0.2,mcbrimi01
Chris Chiozza,26,GSW,PG,34,1,372,4.4,0.407,0.654,0.037,2.7,7.7,5.3,22.5,1.7,0,28,13.4,-0.5,0.5,0,-0.004,-5.7,-0.2,-6,-0.4,chiozch01
Gorgui Dieng,32,ATL,C,44,3,371,17.3,0.624,0.607,0.232,9.5,26.1,17.8,12.7,1.5,3.1,13.9,16.9,0.8,0.4,1.2,0.155,1.4,0.8,2.1,0.4,dienggo01
Nick Richards,24,CHA,C,50,5,367,15.9,0.689,0,0.478,9.7,15.2,12.4,4.9,1.2,5.4,18.1,15.4,0.6,0.3,1,0.125,-2.6,-0.2,-2.8,-0.1,richani01
Jared Butler,21,UTA,SG,42,1,360,12.1,0.509,0.583,0.106,1.6,11.8,6.8,26,2.3,2,17.3,23.1,0,0.5,0.4,0.057,-2.3,0.7,-1.6,0,butleja02
Santi Aldama,21,MEM,PF,32,0,360,10.2,0.452,0.364,0.242,9.4,16.1,12.6,7.7,0.8,2.5,9.9,18.4,-0.1,0.4,0.3,0.044,-4.2,-1.5,-5.7,-0.3,aldamsa01
Markelle Fultz,23,ORL,PG,18,3,360,17.7,0.517,0.097,0.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,0,0.4,0.4,0.053,-0.1,0.4,0.2,0.2,fultzma01
Ish Wainright,27,PHX,PF,45,0,359,9.4,0.494,0.567,0.115,8.3,7.9,8.1,5.3,2.7,1.5,10.6,14.7,0,0.6,0.6,0.079,-3,1,-2,0,wainris01
Wenyen Gabriel,24,TOT,PF,26,5,358,12.5,0.549,0.255,0.382,11.8,17.2,14.5,5.6,0.7,2.7,11.1,17.4,0.4,0.3,0.7,0.09,-3.7,-2.1,-5.9,-0.4,gabriwe01
Cody Zeller,29,POR,C,27,0,355,17.2,0.627,0.044,0.544,14.9,24.1,19.3,9.4,1.1,1.7,14.6,15.9,0.9,0.2,1.1,0.143,-1.2,-1,-2.1,0,zelleco01
Keljin Blevins,26,POR,SF,31,1,349,4.8,0.41,0.649,0.099,4.9,9.5,7.1,7.7,1.8,0.3,12.8,16.5,-0.6,0.1,-0.5,-0.066,-5.6,-2.9,-8.5,-0.6,blevike01
Marquese Chriss,24,DAL,PF,34,0,346,14.8,0.518,0.187,0.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,0.2,0.6,0.8,0.108,-3.8,0,-3.8,-0.2,chrisma01
Moses Brown,22,TOT,C,40,6,345,18.5,0.612,0,0.667,12.7,30.5,21.7,0.4,1,4.2,12.5,20.7,0.5,0.7,1.2,0.16,-2.4,-0.9,-3.3,-0.1,brownmo01
Kira Lewis Jr.,20,NOP,PG,24,0,341,9.8,0.466,0.397,0.082,2.9,10,6.3,21.7,1.6,0.3,14.7,22.3,-0.3,0.2,-0.1,-0.017,-2.8,-1.2,-4,-0.2,lewiski01
David Duke Jr.,22,BKN,PG,22,7,341,10,0.444,0.343,0.194,9.8,11.5,10.7,6.6,2,1.8,7.1,15.9,0,0.3,0.3,0.048,-3,-0.9,-3.9,-0.2,dukeda01
PJ Dozier,25,DEN,SG,18,0,340,8.7,0.463,0.485,0.131,4.8,15.6,10.3,11.3,1.6,1.6,11,15.2,-0.1,0.4,0.3,0.038,-3,1,-2,0,doziepj01
Jarrett Culver,22,MEM,SG,37,0,338,8.7,0.433,0.348,0.252,3.9,11.1,7.4,13,2.8,1.3,11.8,20.6,-0.4,0.5,0.1,0.012,-5.7,0.3,-5.4,-0.3,culveja01
Kris Dunn,27,POR,PG,14,3,336,12.5,0.482,0.108,0.176,2.8,13.6,8,35.1,3.3,0.9,22.5,18.3,-0.1,0.3,0.2,0.024,-4.6,-0.8,-5.4,-0.3,dunnkr01
Isaiah Thomas,32,TOT,PG,22,1,333,12,0.516,0.497,0.156,1.3,8.1,4.6,15.7,1,1.4,7.8,24.8,0,0.1,0.2,0.026,-1.9,-2.6,-4.5,-0.2,thomais02
Brad Wanamaker,32,TOT,PG,23,2,320,7.5,0.472,0.221,0.325,2.1,11.6,6.8,22.4,1.1,1.6,20.7,14.9,-0.1,0.1,0,0.004,-5.3,-0.5,-5.8,-0.3,wanambr01
Collin Sexton,23,CLE,SG,11,11,316,11.2,0.523,0.298,0.258,4.6,7.9,6.3,11.9,1.6,0,15.6,27.9,-0.4,0.3,-0.1,-0.009,-3.5,-0.7,-4.1,-0.2,sextoco01
Justin Anderson,28,TOT,SF,16,6,316,10.4,0.493,0.621,0.2,1.4,15,8.1,14.2,1.2,1.7,7.2,15.1,0.2,0.2,0.4,0.054,-1.9,-1.3,-3.2,-0.1,anderju01
James Bouknight,21,CHA,SG,31,0,304,10.1,0.459,0.348,0.22,7.6,10.6,9.1,11.9,1.1,0.3,8.8,23.7,-0.1,0.1,0,0.001,-3.4,-3.7,-7.1,-0.4,bouknja01
Justin Robinson,24,TOT,PG,25,0,304,3.6,0.404,0.656,0.086,1.4,6,3.7,14,1.4,0.3,15,16,-0.5,0.2,-0.3,-0.055,-6.4,-1.3,-7.6,-0.4,robinju01
Paul Reed,22,PHI,C,38,2,302,21.4,0.568,0.083,0.146,16.6,17.4,17,8.3,5.5,4.2,8.9,16.7,0.6,0.7,1.3,0.212,-0.8,2.9,2.1,0.3,reedpa01
Markieff Morris,32,MIA,PF,17,1,298,10.9,0.547,0.342,0.079,6.6,10.5,8.6,12.1,1,0.4,14.5,20.6,0,0.3,0.3,0.054,-1.5,-0.4,-1.9,0,morrima02
Brook Lopez,33,MIL,C,13,11,298,16,0.57,0.405,0.176,6.9,11.9,9.4,3,1.3,4.8,7.8,21.9,0.3,0.3,0.7,0.108,-0.7,-0.7,-1.3,0.1,lopezbr01
Justin Champagnie,20,TOR,SF,36,0,281,13.6,0.571,0.418,0.134,13.5,14.3,13.9,5.4,1.4,1.4,10.1,12,0.5,0.3,0.8,0.138,-1.3,-0.7,-2,0,champju01
Nathan Knight,24,MIN,PF,37,2,267,18.7,0.603,0.148,0.682,12.5,21.8,17.1,11.9,1.2,2.9,13.6,20.7,0.6,0.3,1,0.171,-0.7,0.1,-0.6,0.1,knighna01
Michael Porter Jr.,23,DEN,SF,9,9,265,7.5,0.416,0.466,0.087,3.9,20.4,12.4,8.9,1.9,0.7,10.1,19.7,-0.5,0.3,-0.2,-0.032,-3.9,0.5,-3.5,-0.1,portemi01
JT Thor,19,CHA,PF,33,0,262,9.7,0.525,0.491,0.364,4.4,13.1,8.7,9.2,1.5,4,13.6,12,0.1,0.2,0.3,0.058,-3.1,0.1,-3,-0.1,thorjt01
Daishen Nix,19,HOU,SG,24,0,261,8.1,0.48,0.388,0.448,2.9,11,6.9,21.5,2.7,0,24.5,17.3,-0.3,0.1,-0.2,-0.033,-5.4,-1,-6.4,-0.3,nixda01
KZ Okpala,22,MIA,PF,21,0,244,10.4,0.521,0.377,0.159,5.2,13.7,9.5,8.3,0.8,3,6.3,14.4,0.2,0.3,0.5,0.097,-3.2,0.4,-2.8,-0.1,okpalkz01
Leandro Bolmaro,21,MIN,SF,35,2,241,5.4,0.419,0.333,0.241,6.9,12.3,9.6,11,1.2,0,17.9,12.6,-0.1,0.2,0,0.004,-5.1,-0.7,-5.8,-0.2,bolmale01
Jaylen Hoard,22,OKC,SF,7,5,240,18,0.536,0.278,0.156,12.7,23.5,18,11.6,1.2,1.9,7.7,18.7,0.3,0.3,0.6,0.118,1.2,-2.1,-0.9,0.1,hoardja01
Usman Garuba,19,HOU,PF,24,2,239,12.9,0.51,0.455,0.159,9.6,28.7,19.1,9.6,2,4.1,11.3,9.4,0.2,0.3,0.5,0.105,-1.8,0.9,-0.9,0.1,garubus01
Mychal Mulder,27,TOT,PG,17,3,239,3.7,0.438,0.701,0.052,0.9,9.8,5.3,3,0.8,0.8,9.2,15.8,-0.4,0.1,-0.2,-0.05,-5.9,-1.8,-7.7,-0.3,muldemy01
Jake Layman,27,MIN,SF,34,1,231,9,0.5,0.479,0.247,2.7,14.3,8.4,5.3,1.4,2.1,11,16.4,-0.1,0.2,0.1,0.024,-3.3,-0.6,-3.9,-0.1,laymaja01
Denzel Valentine,28,TOT,SG,24,0,222,8.1,0.523,0.712,0,4.6,16.1,10.4,7,1.8,0,15.4,15.5,-0.1,0.3,0.2,0.039,-3.1,0.4,-2.7,0,valende01
Kevin Knox,22,TOT,SF,30,0,222,10.9,0.491,0.635,0.259,6.8,14.8,10.7,6.5,0.9,0.8,6.9,20,0.1,0.2,0.2,0.047,-1.9,-2.2,-4.1,-0.1,knoxke01
Skylar Mays,24,ATL,SG,28,5,220,11.7,0.589,0.391,0.141,2.5,9.9,6.2,10.8,1.6,0,12.8,15.5,0.2,0.1,0.3,0.061,-1.2,-0.8,-2,0,mayssk01
Georgios Kalaitzakis,23,TOT,SF,13,4,214,8.6,0.536,0.388,0.448,3,7.3,5.1,8.8,2.5,0.9,20,20.2,-0.3,0.2,-0.1,-0.024,-5.1,-1.9,-7,-0.3,kalaige01
Malcolm Hill,26,TOT,SG,19,0,212,12.7,0.619,0.692,0.269,5.8,12.6,9.2,5,1.6,1.2,4.9,12.7,0.4,0.2,0.6,0.126,-1.1,-0.5,-1.6,0,hillma01
Tim Frazier,31,TOT,PG,12,3,208,3.3,0.398,0.378,0.2,2.5,7.1,4.8,22.5,0.7,0.4,23.5,13.3,-0.3,0.1,-0.2,-0.046,-6.8,-1.8,-8.6,-0.3,fraziti01
Alfonzo McKinnie,29,CHI,SF,17,3,206,5.6,0.457,0.443,0.131,7.1,10.9,9,3.2,0.5,1.3,9.8,15.3,-0.2,0.1,-0.1,-0.015,-5.6,-3.4,-9,-0.4,mckinal01
Joe Wieskamp,22,SAS,SG,29,0,205,7.1,0.494,0.768,0.232,2,5.2,3.6,5.5,0.9,1.2,3.1,13.1,0.1,0.1,0.1,0.035,-2.9,-1.1,-3.9,-0.1,wieskjo01
Ed Davis,32,CLE,C,31,3,201,9.3,0.632,0,0.875,7.9,26.9,17.6,4.5,0.7,4,18.4,6,0.2,0.3,0.5,0.126,-4.2,2.5,-1.8,0,davised01
Tyler Cook,24,CHI,PF,20,2,200,13,0.643,0,0.842,9.1,20.7,14.9,2,1,1.7,11.8,13,0.4,0.2,0.5,0.127,-3,-1.1,-4.1,-0.1,cookty01
Javonte Smart,22,TOT,PG,17,1,200,5.1,0.407,0.45,0.1,2.7,10,6.5,10.4,1.5,1.5,14.9,15.9,-0.3,0.2,-0.2,-0.038,-5.9,-0.8,-6.6,-0.2,smartja01
Lindell Wigginton,23,MIL,PG,19,0,199,10.2,0.524,0.426,0.574,1.6,11.5,6.7,15.7,1.2,0.5,13.6,19,0,0.1,0.2,0.044,-3.2,-1.9,-5,-0.2,wiggili01
Braxton Key,24,TOT,SF,11,0,197,13.7,0.508,0.292,0.181,6.8,21.4,13.7,8.9,2.5,5,12.4,19.4,-0.1,0.3,0.2,0.052,-3.8,0.6,-3.3,-0.1,keybr01
Udoka Azubuike,22,UTA,C,17,6,195,17.6,0.743,0,0.224,10.5,28.8,19.9,0,0.3,5,18.2,14.7,0.3,0.3,0.6,0.157,-1.8,0.4,-1.4,0,azubuud01
Greg Monroe,31,TOT,C,14,0,195,19.5,0.566,0,0.404,16.9,18.8,17.7,16.2,2,4.8,15.2,17.3,0.4,0.3,0.7,0.169,-0.3,0.7,0.4,0.1,monrogr01
Mamadi Diakite,25,OKC,PF,13,3,188,11.6,0.54,0.106,0.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,0.1,0.3,0.3,0.08,-5.9,0.9,-5,-0.1,diakima01
Reggie Perry,21,TOT,PF,10,1,187,15.6,0.537,0.203,0.19,8.5,19.5,13.8,11.1,2.4,3.2,11.4,22.4,0.1,0.2,0.2,0.058,-3.1,-1,-4.1,-0.1,perryre01
Kyle Guy,24,MIA,SG,19,0,186,9.5,0.526,0.615,0.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,-0.1,0.2,0.1,0.035,-3.1,-0.3,-3.4,-0.1,guyky01
Willie Cauley-Stein,28,TOT,C,20,2,183,8.3,0.474,0.057,0.057,7.9,16.4,12.2,7.5,1.7,1.5,16.3,10.6,0,0.3,0.2,0.066,-4.1,1.1,-3,0,caulewi01
Frank Kaminsky,28,PHX,C,9,0,181,21.3,0.635,0.227,0.303,6.7,17.3,12.1,10.1,2.1,3.4,6.3,19,0.5,0.3,0.9,0.228,2.4,2.5,4.9,0.3,kaminfr01
Charlie Brown Jr.,24,TOT,SG,22,2,177,6.5,0.346,0.308,0.256,9,11.2,10.1,4.5,2.8,2,10.3,12.3,-0.2,0.2,0,0.012,-5.2,0.4,-4.8,-0.1,brownch02
Markus Howard,22,DEN,SG,31,0,176,16.1,0.567,0.693,0.228,1.3,6.1,3.8,6.2,2.5,0,5.9,29.4,0.1,0.2,0.3,0.082,0.8,-2,-1.2,0,howarma02
Vlatko Čančar,24,DEN,PF,15,1,176,12.7,0.657,0.293,0.341,5.2,14.1,9.8,13.2,0.6,1.5,16,14,0.3,0.1,0.4,0.114,-0.9,-0.9,-1.7,0,cancavl01
Jamorko Pickett,24,DET,PF,13,0,176,7.6,0.491,0.78,0.04,3.5,16.8,9.8,5.8,0,3.6,8.9,13.6,0,0.1,0.1,0.015,-2.8,-2.1,-5,-0.1,pickeja01
Zavier Simpson,24,OKC,PG,4,4,174,7.7,0.406,0.154,0.096,1.2,11.4,6.2,25.2,1.4,2.1,15.6,15.9,-0.2,0.1,-0.1,-0.018,-6,-1.9,-7.9,-0.3,simpsza01
Victor Oladipo,29,MIA,SG,8,1,173,16.8,0.608,0.493,0.26,2,12.9,7.5,26.3,1.4,0.6,16.4,25.1,0.2,0.2,0.4,0.124,1.8,-0.5,1.3,0.1,oladivi01
Hassani Gravett,25,ORL,PG,8,3,171,10.1,0.629,0.684,0.105,0.6,12.4,6.5,17,1.4,0.5,18.5,12.3,0.1,0.1,0.3,0.071,-2.4,0.2,-2.3,0,graveha01
Charles Bassey,21,PHI,C,23,0,168,21.5,0.66,0.085,0.255,14.9,26.1,20.6,6.5,1.5,9.1,13.3,16.1,0.4,0.3,0.8,0.22,-0.4,2.1,1.7,0.2,bassech01
Alize Johnson,25,TOT,PF,23,0,167,10.7,0.463,0.103,0.308,18.8,22.1,20.4,7.1,1.5,0,21.3,14.8,0,0.1,0.1,0.041,-3.6,-1.8,-5.5,-0.1,johnsal02
Kevin Pangos,29,CLE,PG,24,3,166,6.5,0.408,0.565,0.087,1.4,5.9,3.7,24.6,0.9,0,12.8,14.6,-0.1,0.1,0.1,0.016,-4.7,-1.4,-6.1,-0.2,pangoke01
Haywood Highsmith,25,MIA,SF,19,1,163,7,0.446,0.609,0.109,7.1,10.9,9,5.1,0.6,1.9,5.9,14,0,0.2,0.1,0.041,-3.3,-1.3,-4.6,-0.1,highsha01
Sam Hauser,24,BOS,SF,26,0,158,14.8,0.65,0.88,0,3.5,16,9.9,9.1,0.3,1.2,3.8,14.5,0.4,0.2,0.6,0.171,2.7,-0.3,2.3,0.2,hausesa01
Paul Watson,27,OKC,SF,9,3,156,5.7,0.432,0.743,0.057,1.9,16.1,8.9,7.2,0.9,1.8,10,11,-0.1,0.1,0,0.001,-4.8,-0.6,-5.4,-0.1,watsopa01
Cassius Stanley,22,DET,SG,9,1,155,8,0.516,0.37,0.217,3.3,10.3,6.6,3.9,1.6,1.2,10.6,15.6,0,0.1,0.1,0.021,-4.9,-1,-5.8,-0.2,stanlca01
Bruno Fernando,23,TOT,C,30,0,152,21.2,0.671,0.036,0.436,13,26.6,19.8,7.5,0.3,6.5,17.6,22.4,0.2,0.2,0.4,0.14,-0.4,0.2,-0.1,0.1,fernabr01
Theo Pinson,26,DAL,SF,19,0,148,11.9,0.553,0.769,0.256,1.5,14.3,7.9,15.9,1.7,1.2,10.3,14.7,0.2,0.2,0.4,0.122,-1.5,1,-0.5,0.1,pinsoth01
Abdel Nader,28,PHX,SF,14,0,145,4.9,0.431,0.4,0.286,3,16.6,10,5.9,2.7,2.5,21.8,15,-0.3,0.3,0,-0.009,-7.1,2.2,-4.9,-0.1,naderab01
Devin Cannady,25,ORL,PG,5,0,145,8.6,0.531,0.841,0.159,0.7,3.7,2.2,10,1.7,1.9,9.6,15.5,0,0.1,0.1,0.033,-2.8,-0.4,-3.2,0,cannade01
Solomon Hill,30,ATL,SF,13,1,139,3.3,0.2,0.65,0,4.8,13.3,9.1,10.3,1.4,1.3,4.8,6.6,-0.1,0.1,0,-0.006,-5.2,1.2,-4,-0.1,hillso01
Xavier Moon,27,LAC,SG,10,0,137,16.2,0.545,0.275,0.098,1.6,9,5.4,27,2.5,1.9,10.1,19,0.2,0.2,0.3,0.121,-1.1,1,-0.1,0.1,moonxa01
Jahmi'us Ramsey,20,SAC,SG,19,0,134,7.9,0.468,0.31,0.241,3.2,7.4,5.3,7.9,0.4,0.6,7.2,22.2,-0.1,0,-0.1,-0.048,-3.5,-3.4,-6.9,-0.2,ramseja01
Didi Louzada,22,TOT,SF,9,1,129,6.4,0.517,0.697,0.061,4.1,10.6,7.2,5.3,0.8,1.5,12.9,13,0,0,0,-0.005,-4.1,-3.4,-7.5,-0.2,louzama01
Boban Marjanović,33,DAL,C,23,0,128,18.5,0.615,0.057,0.314,6.9,27,16.9,4.8,0,2.1,15.8,33.3,-0.1,0.2,0.1,0.045,-3.2,-1.2,-4.4,-0.1,marjabo01
Marcus Garrett,23,MIA,SG,12,0,128,4.7,0.28,0.19,0.238,8.1,12.2,10.2,7,2,2.5,7.9,8.8,-0.1,0.2,0.1,0.032,-6.4,1,-5.4,-0.1,garrema01
Jay Scrubb,21,LAC,SG,18,0,121,9.3,0.486,0.457,0.217,1.8,11.9,7,9.7,1.6,2.1,12.2,20.8,-0.1,0.1,0,0.002,-4.4,-0.4,-4.8,-0.1,scrubja01
Devontae Cacok,25,SAS,PF,15,0,121,20.2,0.675,0,0.226,6.9,29.7,18.2,6.9,3.2,4.9,8.1,12.9,0.3,0.3,0.5,0.206,0.7,3.5,4.2,0.2,cacokde01
Jalen Johnson,20,ATL,PF,22,0,120,11.3,0.59,0.317,0.171,1.8,21.8,11.9,3.7,1.2,1.5,17,19.3,-0.1,0.1,0,0.013,-3.9,-1.1,-4.9,-0.1,johnsja05
Neemias Queta,22,SAC,C,15,0,120,12.7,0.495,0,0.447,12.6,15.6,14.1,7.2,0.4,5.8,11.7,18.4,0,0.1,0.1,0.051,-4.1,-1,-5.1,-0.1,quetane01
Melvin Frazier,25,OKC,SG,3,0,120,-0.4,0.313,0.438,0.146,4.2,7,5.6,1.2,0.4,0,5.5,19.5,-0.4,0,-0.4,-0.16,-9.7,-6.7,-16.4,-0.4,frazime01
Freddie Gillespie,24,ORL,PF,9,2,119,9.5,0.419,0.045,0.318,11.5,20.5,16,5.9,1.2,6.9,16.6,10.9,-0.1,0.2,0.1,0.049,-5.6,1,-4.6,-0.1,gillefr01
Jabari Parker,26,BOS,PF,12,0,112,14.8,0.632,0.421,0.237,5,21.7,13.5,7.9,1.8,0.8,16,19.6,0.1,0.2,0.3,0.141,-0.3,1.1,0.7,0.1,parkeja01
Derrick Walton,26,DET,PG,3,3,108,5.9,0.342,0.5,0.154,1.9,8.4,5,26.4,3.2,3.3,28.4,15.4,-0.3,0.1,-0.2,-0.071,-5.3,1,-4.3,-0.1,waltode01
Jeff Dowtin Jr.,24,TOT,PG,9,0,108,6.8,0.353,0.346,0.077,7.9,9.8,8.9,12.7,2.2,0.9,15.7,12.8,-0.1,0.1,0,-0.01,-5.7,0.1,-5.6,-0.1,dowtije01
Langston Galloway,30,TOT,SG,7,0,107,0.7,0.269,0.615,0,3.1,14.7,9,13.7,0.4,0,18.8,12.8,-0.3,0.1,-0.2,-0.1,-8,-1.8,-9.8,-0.2,gallola01
Louis King,22,SAC,SF,10,0,104,8.1,0.438,0.574,0.213,0,12.7,6.3,12.5,0.9,0.8,0,21.2,0,0,0,0,-3,-1.6,-4.6,-0.1,kinglo02
Chaundee Brown Jr.,23,TOT,SF,5,2,104,6.4,0.447,0.563,0.188,1.1,15.7,8.4,5.1,0.9,0,2.8,14.9,0,0,0,0.002,-4.3,-2.4,-6.6,-0.1,brownch05
Luke Kornet,26,TOT,C,15,0,103,16.6,0.506,0.185,0.222,14,16.4,15.2,12.4,1.4,2.6,0,12.7,0.2,0.2,0.4,0.194,-0.9,0.4,-0.5,0,kornelu01
Chris Silva,25,TOT,PF,10,0,91,11.6,0.641,0,0.8,16.5,28.2,22.4,10.6,0,1.2,28.3,13.8,0.1,0.1,0.3,0.137,-5,0.1,-4.9,-0.1,silvach01
Tyler Johnson,29,TOT,PG,6,0,91,7.1,0.425,0.65,0,3.5,10.7,7.1,9.5,1.6,2.8,9.1,10.5,0,0.1,0.1,0.033,-3.9,0.8,-3,0,johnsty01
Devon Dotson,22,CHI,PG,11,0,85,9.8,0.538,0.391,0.391,1.3,10.5,6,23.9,0.6,0,15.6,16.6,0.1,0,0.1,0.048,-3.4,-1.5,-4.9,-0.1,dotsode01
Udonis Haslem,41,MIA,C,13,0,83,8.6,0.495,0.129,0.097,5.6,28.2,17.1,7.4,0.6,1.3,13.4,20,-0.1,0.1,0.1,0.033,-6.4,-0.7,-7.1,-0.1,hasleud01
Wes Iwundu,27,ATL,SF,3,1,82,7.1,0.557,0.278,0.222,4,13.3,8.7,0,0.6,0,4.8,11.1,0.1,0,0.1,0.046,-4.1,-2.7,-6.8,-0.1,iwundwe01
Bol Bol,22,DEN,PF,14,0,81,13.5,0.565,0.148,0.185,5.7,21.4,13.8,9.1,0.6,2.2,12,18,0,0.1,0.1,0.065,-0.5,-0.4,-1,0,bolbo01
Carsen Edwards,23,DET,SG,4,0,79,5.5,0.378,0.533,0.033,2.6,5.8,4.1,26.2,1.2,0,14.1,19.2,-0.1,0,-0.1,-0.075,-6,-3.4,-9.3,-0.1,edwarca01
Ryan Arcidiacono,27,NYK,PG,10,0,76,6.1,0.667,0.75,0,0,11.5,5.7,7.5,0.7,0,20,8.6,0,0.1,0.1,0.052,-4.6,0,-4.6,-0.1,arcidry01
Tyrone Wallace,27,NOP,SG,6,0,75,2.5,0.383,0.4,0.25,0,12.1,5.9,1.8,2,1.3,8.3,13.9,-0.2,0.1,-0.1,-0.057,-7.7,-0.6,-8.2,-0.1,wallaty01
Isaiah Todd,20,WAS,PF,12,0,74,4.7,0.349,0.615,0.231,4.6,13.3,9,7.3,2.7,2.3,12.3,19.6,-0.2,0.1,-0.2,-0.104,-5.7,-1.2,-6.9,-0.1,toddis01
Trevelin Queen,24,HOU,SG,10,0,74,18.2,0.619,0.727,0.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,0.1,0.1,0.1,0.08,2.7,-0.8,1.9,0.1,queentr01
