Player,Age,Team,Pos,G,GS,MP,TRB,AST,PTS,playerID
Marcus Morris,32,LAC,PF,54,54,29,4.4,2.1,15.4,morrima03
Tyrese Haliburton,21,TOT,PG,77,77,35,4,8.2,15.3,halibty01
Scottie Barnes,20,TOR,PF,74,74,35.4,7.5,3.5,15.3,barnesc01
Franz Wagner,20,ORL,SF,79,79,30.7,4.5,2.9,15.2,wagnefr01
Bogdan Bogdanović,29,ATL,SG,63,27,29.3,4,3.1,15.1,bogdabo01
Wendell Carter Jr.,22,ORL,PF,62,61,29.9,10.5,2.8,15,cartewe01
Seth Curry,31,TOT,SG,64,64,33.4,3.1,3.6,15,curryse01
Aaron Gordon,26,DEN,PF,75,75,31.7,5.9,2.5,15,gordoaa01
Evan Mobley,20,CLE,PF,69,69,33.8,8.3,2.5,15,mobleev01
Jusuf Nurkić,27,POR,C,56,56,28.2,11.1,2.8,15,nurkiju01
Kelly Oubre Jr.,26,CHA,SF,76,13,26.3,4,1.1,15,oubreke01
Josh Hart,26,TOT,SG,54,53,33.2,7.2,4.1,14.9,hartjo01
Lauri Markkanen,24,CLE,SF,61,61,30.8,5.7,1.3,14.8,markkla01
Will Barton,31,DEN,SG,71,71,32.1,4.8,3.9,14.7,bartowi01
Jaylen Hoard,22,OKC,SF,7,5,34.3,12,2.4,14.7,hoardja01
Chris Paul,36,PHX,PG,65,65,32.9,4.4,10.8,14.7,paulch01
Bobby Portis,26,MIL,C,72,59,28.2,9.1,1.2,14.6,portibo01
Mikal Bridges,25,PHX,SF,82,82,34.8,4.2,2.3,14.2,bridgmi01
Tim Hardaway Jr.,29,DAL,SG,42,20,29.6,3.7,2.2,14.2,hardati02
Evan Fournier,29,NYK,SG,80,80,29.5,2.6,2.1,14.1,fournev01
Malik Monk,23,LAL,SG,76,37,28.1,3.4,2.9,13.8,monkma01
Spencer Dinwiddie,28,TOT,PG,67,51,29.6,4.2,5.2,13.7,dinwisp01
Mike Conley,34,UTA,PG,72,72,28.6,3,5.3,13.7,conlemi01
Kevin Love,33,CLE,C,74,4,22.5,7.2,2.2,13.6,loveke01
Dennis Schröder,28,TOT,PG,64,29,28.7,3.3,4.6,13.5,schrode01
Jakob Poeltl,26,SAS,C,68,67,29,9.3,2.8,13.5,poeltja01
Eric Gordon,33,HOU,SG,57,46,29.3,2,2.7,13.4,gordoer01
De'Andre Hunter,24,ATL,SF,53,52,29.8,3.3,1.3,13.4,huntede01
Kyle Lowry,35,MIA,PG,63,63,33.9,4.5,7.5,13.4,lowryky01
Carmelo Anthony,37,LAL,PF,69,3,26,4.2,1,13.3,anthoca01
Derrick White,27,TOT,SG,75,52,29.3,3.5,4.9,13.2,whitede01
Kentavious Caldwell-Pope,28,WAS,SG,77,77,30.2,3.4,1.9,13.2,caldwke01
Montrezl Harrell,28,TOT,C,71,3,23.1,6.1,2,13.1,harremo01
Chris Duarte,24,IND,SG,55,39,28,4.1,2.1,13.1,duartch01
Ricky Rubio,31,CLE,PG,34,8,28.5,4.1,6.6,13.1,rubiori01
Lonzo Ball,24,CHI,PG,35,35,34.6,5.4,5.1,13,balllo01
LaMarcus Aldridge,36,BKN,C,47,12,22.3,5.5,0.9,12.9,aldrila01
Myles Turner,25,IND,C,42,42,29.4,7.1,1,12.9,turnemy01
Brandon Williams,22,POR,PG,24,16,26.7,3.1,3.9,12.9,willibr03
Coby White,21,CHI,PG,61,17,27.5,3,2.9,12.7,whiteco01
Monte Morris,26,DEN,PG,75,74,29.9,3,4.4,12.6,morrimo01
Josh Giddey,19,OKC,SF,54,54,31.5,7.8,6.4,12.5,giddejo01
Cameron Johnson,25,PHX,PF,66,16,26.2,4.1,1.5,12.5,johnsca02
Brook Lopez,33,MIL,C,13,11,22.9,4.1,0.5,12.4,lopezbr01
Victor Oladipo,29,MIA,SG,8,1,21.6,2.9,3.5,12.4,oladivi01
Devin Vassell,21,SAS,SF,71,32,27.3,4.3,1.9,12.3,vassede01
Malik Beasley,25,MIN,SG,79,18,25,2.9,1.5,12.1,beaslma01
Kevin Huerter,23,ATL,SF,74,60,29.6,3.4,2.7,12.1,huertke01
Marcus Smart,27,BOS,PG,71,71,32.3,3.8,5.9,12.1,smartma01
Lonnie Walker IV,23,SAS,SG,70,6,23,2.6,2.2,12.1,walkelo01
Derrick Rose,33,NYK,PG,26,4,24.5,3,4,12,rosede01
Devonte' Graham,26,NOP,PG,76,63,28.4,2.3,4.2,11.9,grahade01
Luke Kennard,25,LAC,SG,70,13,27.4,3.3,2.1,11.9,kennalu01
Jalen Suggs,20,ORL,PG,48,45,27.2,3.6,4.4,11.8,suggsja01
Jae'Sean Tate,26,HOU,PF,78,77,26.4,5.4,2.8,11.8,tateja01
Alec Burks,30,NYK,SG,81,44,28.6,4.9,3,11.7,burksal01
Danilo Gallinari,33,ATL,PF,66,18,25.3,4.7,1.5,11.7,gallida01
Kemba Walker,31,NYK,PG,37,37,25.6,3,3.5,11.6,walkeke02
Davion Mitchell,23,SAC,PG,75,19,27.7,2.2,4.2,11.5,mitchda01
Cameron Oliver,25,ATL,SF,2,0,21.5,3,1.5,11.5,oliveca01
Patty Mills,33,BKN,SG,81,48,29,1.9,2.3,11.4,millspa02
Marvin Bagley III,22,TOT,PF,48,25,23.9,7,0.8,11.3,baglema01
Rui Hachimura,23,WAS,PF,42,13,22.5,3.8,1.1,11.3,hachiru01
Joe Harris,30,BKN,SF,14,14,30.2,4,1,11.3,harrijo01
Doug McDermott,30,SAS,PF,51,51,24,2.3,1.3,11.3,mcderdo01
Immanuel Quickley,22,NYK,PG,78,3,23.1,3.2,3.5,11.3,quickim01
Grayson Allen,26,MIL,SG,66,61,27.3,3.4,1.5,11.1,allengr01
Clint Capela,27,ATL,C,74,73,27.6,11.9,1.2,11.1,capelca01
Gary Harris,27,ORL,SG,61,30,28.4,2,1.8,11.1,harriga01
Hamidou Diallo,23,DET,SG,58,29,21.9,4.8,1.3,11,diallha01
Dorian Finney-Smith,28,DAL,PF,80,80,33.1,4.7,1.9,11,finnedo01
Zavier Simpson,24,OKC,PG,4,4,43.5,5.3,7.5,11,simpsza01
Duncan Robinson,27,MIA,SG,79,68,25.9,2.6,1.6,10.9,robindu01
Darius Bazley,21,OKC,PF,69,53,27.9,6.3,1.4,10.8,bazleda01
Markelle Fultz,23,ORL,PG,18,3,20,2.7,5.5,10.8,fultzma01
Terance Mann,25,LAC,SF,81,33,28.6,5.2,2.6,10.8,mannte01
De'Anthony Melton,23,MEM,SG,73,15,22.7,4.5,2.7,10.8,meltode01
Cameron Payne,27,PHX,PG,58,12,22,3,4.9,10.8,payneca01
Melvin Frazier,25,OKC,SG,3,0,40,4.3,0.3,10.7,frazime01
Cedi Osman,26,CLE,SF,66,3,22.2,2.2,2,10.7,osmande01
Nickeil Alexander-Walker,23,TOT,SG,65,21,22.6,2.9,2.4,10.6,alexani01
Mo Bamba,23,ORL,C,71,69,25.7,8.1,1.2,10.6,bambamo01
Frank Jackson,23,DET,PG,53,7,22,1.6,1,10.6,jacksfr01
Frank Kaminsky,28,PHX,C,9,0,20.1,4.6,1.4,10.6,kaminfr01
Max Strus,25,MIA,SF,68,16,23.3,3,1.4,10.6,strusma01
Trey Lyles,26,TOT,PF,75,23,20.5,5.1,1.2,10.5,lylestr01
Brandon Clarke,25,MEM,PF,64,1,19.5,5.3,1.3,10.4,clarkbr01
Terence Davis,24,SAC,SG,30,11,17.9,3.1,1.3,10.4,daviste02
Richaun Holmes,28,SAC,C,45,37,23.9,7,1.1,10.4,holmeri01
Tre Mann,20,OKC,PG,60,26,22.8,2.9,1.5,10.4,manntr01
Jeff Green,35,DEN,PF,75,63,24.7,3.1,1.3,10.3,greenje02
P.J. Washington,23,CHA,C,65,28,27.2,5.2,2.3,10.3,washipj01
Ivica Zubac,24,LAC,C,76,76,24.4,8.5,1.6,10.3,zubaciv01
Josh Richardson,28,TOT,SG,65,7,24.6,2.8,1.8,10.2,richajo01
Al Horford,35,BOS,C,69,69,29.1,7.7,3.4,10.2,horfoal01
Ben McLemore,28,POR,SG,64,6,20.1,1.6,0.9,10.2,mclembe01
Cam Reddish,22,TOT,SF,49,7,20.7,2.1,1,10.1,reddica01
Justin Holiday,32,TOT,SF,74,65,27.8,2.6,1.7,10.1,holidju01
Bones Hyland,21,DEN,SG,69,4,19,2.7,2.8,10.1,hylanbo01
Isaiah Roby,23,OKC,PF,45,28,21.1,4.8,1.6,10.1,robyis01
Devin Cannady,25,ORL,PG,5,0,29,1.2,2,10,cannade01
Talen Horton-Tucker,21,LAL,SG,60,19,25.2,3.2,2.7,10,hortota01
Garrison Mathews,25,HOU,SG,65,33,26.3,2.9,1,10,mathega01
Terrence Ross,30,ORL,SG,63,0,23,2.6,1.8,10,rosste01
Robert Williams,24,BOS,C,61,61,29.6,9.6,2,10,williro04
Eric Bledsoe,32,LAC,PG,54,29,25.2,3.4,4.2,9.9,bledser01
Pat Connaughton,29,MIL,SF,65,19,26,4.2,1.3,9.9,connapa01
Michael Porter Jr.,23,DEN,SF,9,9,29.4,6.6,1.9,9.9,portemi01
Duane Washington Jr.,21,IND,PG,48,7,20.2,1.7,1.8,9.9,washidu02
Nassir Little,21,POR,SF,42,23,25.9,5.6,1.3,9.8,littlna01
Alperen Şengün,19,HOU,C,72,13,20.7,5.5,2.6,9.6,sengual01
Terry Taylor,22,IND,PF,33,7,21.6,5.2,1.2,9.6,taylote01
Herbert Jones,23,NOP,PF,78,69,29.9,3.8,2.1,9.5,joneshe01
Chris Boucher,29,TOR,SF,80,9,21.1,6.2,0.3,9.4,bouchch01
Jae Crowder,31,PHX,PF,67,67,28.1,5.3,1.9,9.4,crowdja01
Daniel Gafford,23,WAS,C,72,53,20.1,5.7,0.9,9.4,gaffoda01
Jaxson Hayes,21,NOP,C,70,28,20,4.5,0.6,9.3,hayesja02
Jonathan Kuminga,19,GSW,SF,70,12,16.9,3.3,0.9,9.3,kuminjo01
Jalen Smith,21,TOT,PF,51,8,18.1,6,0.5,9.2,smithja04
Reggie Perry,21,TOT,PF,10,1,18.7,4.7,1.2,9.2,perryre01
Patrick Beverley,33,MIN,PG,58,54,25.4,4.1,4.6,9.2,beverpa01
Caleb Martin,26,MIA,SF,60,12,22.9,3.8,1.1,9.2,martica02
Jaden McDaniels,21,MIN,PF,70,31,25.8,4.2,1.1,9.2,mcdanja02
JaVale McGee,34,PHX,C,74,17,15.8,6.7,0.6,9.2,mcgeeja01
Georges Niang,28,PHI,PF,76,7,22.8,2.7,1.3,9.2,niangge01
Precious Achiuwa,22,TOR,C,73,28,23.6,6.5,1.1,9.1,achiupr01
Oshae Brissett,23,IND,SF,67,25,23.3,5.3,1.1,9.1,brissos01
Willy Hernangómez,27,NOP,C,50,8,16.8,6.8,1.3,9.1,hernawi01
Kelly Olynyk,30,DET,C,40,1,19.1,4.4,2.8,9.1,olynyke01
Donte DiVincenzo,25,TOT,SG,42,1,24,4,2.8,9,divindo01
DeMarcus Cousins,31,TOT,C,48,7,15,5.6,1.5,9,couside01
Bruce Brown,25,BKN,SF,72,45,24.6,4.8,2.1,9,brownbr01
Amir Coffey,24,LAC,SG,69,30,22.7,2.9,1.8,9,coffeam01
Obi Toppin,23,NYK,PF,72,10,17.1,3.7,1.1,9,toppiob01
Moritz Wagner,24,ORL,C,63,3,15.2,3.7,1.4,9,wagnemo01
Patrick Williams,20,CHI,PF,17,9,24.8,4.1,0.9,9,willipa01
Chimezie Metu,24,SAC,C,60,20,21.3,5.6,1,8.9,metuch01
Bryn Forbes,28,TOT,SG,75,2,17.1,1.2,1,8.8,forbebr01
Ayo Dosunmu,22,CHI,SG,77,40,27.4,2.8,3.3,8.8,dosunay01
KJ Martin,21,HOU,SF,79,2,21,3.8,1.3,8.8,martike04
Isaac Okoro,21,CLE,SF,67,61,29.6,3,1.8,8.8,okorois01
Nic Claxton,22,BKN,C,47,19,20.7,5.6,0.9,8.7,claxtni01
Tyus Jones,25,MEM,PG,73,23,21.2,2.4,4.4,8.7,jonesty01
Dwight Powell,30,DAL,C,82,71,21.9,4.9,1.2,8.7,poweldw01
Gabe Vincent,25,MIA,PG,68,27,23.4,1.9,3.1,8.7,vincega01
Reggie Bullock,30,DAL,SF,68,37,28,3.5,1.2,8.6,bullore01
Chuma Okeke,23,ORL,PF,70,20,25,5,1.7,8.6,okekech01
Robert Covington,31,TOT,PF,71,42,27.3,5.5,1.3,8.5,covinro01
T.J. McConnell,29,IND,PG,27,8,24.1,3.3,4.9,8.5,mccontj01
Jaylen Nowell,22,MIN,SG,62,1,15.7,2,2.1,8.5,nowelja01
Mitchell Robinson,23,NYK,C,72,62,25.7,8.6,0.5,8.5,robinmi01
Cam Thomas,20,BKN,SG,67,2,17.6,2.4,1.2,8.5,thomaca02
Isaiah Thomas,32,TOT,PG,22,1,15.1,1.3,1.5,8.4,thomais02
Deni Avdija,21,WAS,SF,82,8,24.2,5.2,2,8.4,avdijde01
Lance Stephenson,31,TOT,SG,46,1,17.7,2.8,3.6,8.3,stephla01
Nicolas Batum,33,LAC,PF,59,54,24.8,4.3,1.7,8.3,batumni01
Isaiah Hartenstein,23,LAC,C,68,0,17.9,4.9,2.4,8.3,harteis01
Isaiah Jackson,20,IND,C,36,15,15,4.1,0.3,8.3,jacksis01
Naz Reid,22,MIN,C,77,6,15.8,3.9,0.9,8.3,reidna01
Landry Shamet,24,PHX,SG,69,14,20.8,1.8,1.6,8.3,shamela01
Isaiah Stewart,20,DET,C,71,71,25.6,8.7,1.2,8.3,stewais01
Aaron Wiggins,23,OKC,SG,50,35,24.2,3.6,1.4,8.3,wiggiaa01
Daniel Theis,29,TOT,C,47,27,20.8,4.9,0.9,8.2,theisda01
Corey Kispert,22,WAS,SF,77,36,23.4,2.7,1.1,8.2,kispeco01
Shake Milton,25,PHI,SG,55,6,21.4,2.6,2.5,8.2,miltosh01
Onyeka Okongwu,21,ATL,C,48,6,20.7,5.9,1.1,8.2,okongon01
Otto Porter Jr.,28,GSW,PF,63,15,22.2,5.7,1.5,8.2,porteot01
Hassan Whiteside,32,UTA,C,65,8,17.9,7.6,0.4,8.2,whiteha01
Rudy Gay,35,UTA,PF,55,1,18.9,4.4,1,8.1,gayru01
Damian Jones,26,SAC,C,56,15,18.2,4.4,1.2,8.1,jonesda03
Ziaire Williams,20,MEM,SF,62,31,21.7,2.1,1,8.1,willizi02
Cory Joseph,30,DET,PG,65,39,24.6,2.7,3.6,8,josepco01
Mike Muscala,30,OKC,C,43,0,13.8,3,0.5,8,muscami01
Malik Newman,24,CLE,PG,1,0,8,1,1,8,newmama01
Lindy Waters III,24,OKC,SG,25,1,18.6,2.9,1,8,waterli01
Andre Drummond,28,TOT,C,73,36,19.7,9.3,1.8,7.9,drumman01
Josh Christopher,20,HOU,SG,74,2,18,2.5,2,7.9,chrisjo01
Jordan Nwora,23,MIL,SF,62,13,19.1,3.6,1,7.9,nworajo01
Zach Collins,24,SAS,C,28,4,17.9,5.5,2.2,7.8,colliza01
Grant Williams,23,BOS,PF,77,21,24.4,3.6,1,7.8,willigr01
Drew Eubanks,24,TOT,C,71,31,17.5,5.4,1.2,7.7,eubandr01
Cody Martin,26,CHA,SF,71,11,26.3,4,2.5,7.7,martico01
Kyle Anderson,28,MEM,PF,69,11,21.5,5.3,2.7,7.6,anderky01
Kris Dunn,27,POR,PG,14,3,24,3.5,5.6,7.6,dunnkr01
R.J. Hampton,20,ORL,SG,64,14,21.9,3,2.5,7.6,hamptrj01
Furkan Korkmaz,24,PHI,SG,67,19,21.1,2.6,1.9,7.6,korkmfu01
Markieff Morris,32,MIA,PF,17,1,17.5,2.6,1.4,7.6,morrima02
Aleksej Pokusevski,20,OKC,PF,61,12,20.2,5.2,2.1,7.6,pokusal01
P.J. Tucker,36,MIA,PF,71,70,27.9,5.5,2.1,7.6,tuckepj01
Trendon Watford,21,POR,SF,48,10,18.1,4.1,1.7,7.6,watfotr01
Goran Dragić,35,TOT,PG,21,8,23.7,3.1,4.1,7.5,dragigo01
Draymond Green,31,GSW,PF,46,44,28.9,7.3,7,7.5,greendr01
Raul Neto,29,WAS,PG,70,19,19.6,1.9,3.1,7.5,netora01
Jeremiah Robinson-Earl,21,OKC,C,49,36,22.2,5.6,1,7.5,robinje02
D.J. Wilson,25,TOR,PF,4,1,13.5,4,1.3,7.5,wilsodj01
Thomas Bryant,24,WAS,C,27,9,16.3,4,0.9,7.4,bryanth01
Alex Caruso,27,CHI,SG,41,18,28,3.6,4,7.4,carusal01
Jared Harper,24,NOP,PG,5,0,8.6,0.4,2.8,7.4,harpeja01
Damion Lee,29,GSW,SG,63,5,19.9,3.2,1,7.4,leeda03
Royce O'Neale,28,UTA,SF,77,77,31.2,4.8,2.5,7.4,onealro01
Kenrich Williams,27,OKC,SF,49,0,21.9,4.5,2.2,7.4,willike04
Jeremy Lamb,29,TOT,SF,56,0,16.7,2.8,1.4,7.3,lambje01
Wes Iwundu,27,ATL,SF,3,1,27.3,4.3,0,7.3,iwundwe01
Taurean Prince,27,MIN,PF,69,8,17.1,2.5,1,7.3,princta02
Austin Reaves,23,LAL,SG,61,19,23.2,3.2,1.8,7.3,reaveau01
Keon Johnson,19,TOT,SG,37,12,18.8,2.2,2.1,7.2,johnske07
Braxton Key,24,TOT,SF,11,0,17.9,4.5,1,7.2,keybr01
Javonte Green,28,CHI,SF,65,45,23.4,4.2,0.9,7.2,greenja02
Joe Ingles,34,UTA,SF,45,15,24.9,2.9,3.5,7.2,inglejo01
Ty Jerome,24,OKC,SG,48,4,16.7,1.6,2.3,7.1,jeromty01
Robin Lopez,33,ORL,C,36,9,17,3.5,1.5,7.1,lopezro01
Théo Maledon,20,OKC,PG,51,7,17.8,2.6,2.2,7.1,maledth01
Gary Payton II,29,GSW,SG,71,16,17.6,3.5,0.9,7.1,paytoga02
Larry Nance Jr.,29,TOT,PF,46,11,22.6,5.4,1.8,7,nancela02
Goga Bitadze,22,IND,C,50,16,14.6,3.5,1.1,7,bitadgo01
Sekou Doumbouya,21,LAL,PF,2,0,8,3,0,7,doumbse01
Maxi Kleber,30,DAL,PF,59,21,24.6,5.9,1.2,7,klebima01
Olivier Sarr,22,OKC,C,22,2,19.1,4.2,0.9,7,sarrol01
Steven Adams,28,MEM,C,76,75,26.3,10,3.4,6.9,adamsst01
Killian Hayes,20,DET,PG,66,40,25,3.2,4.2,6.9,hayeski01
Jarred Vanderbilt,22,MIN,PF,74,67,25.4,8.4,1.3,6.9,vandeja01
Serge Ibaka,32,TOT,C,54,12,16.2,4.6,0.9,6.8,ibakase01
Mason Jones,23,LAL,SG,4,0,12.8,2.5,1,6.8,jonesma05
Brandon Boston Jr.,20,LAC,SG,51,0,14.9,2.2,1,6.7,bostobr01
Wayne Ellington,34,LAL,SG,43,9,18.8,1.8,0.7,6.7,ellinwa01
Stanley Johnson,25,LAL,PF,48,27,22.8,3.2,1.7,6.7,johnsst04
Georgios Kalaitzakis,23,TOT,SF,13,4,16.5,1.6,0.9,6.6,kalaige01
Torrey Craig,31,TOT,SF,78,16,20.5,4,1.2,6.6,craigto01
Zeke Nnaji,21,DEN,PF,41,1,17,3.6,0.4,6.6,nnajize01
B.J. Johnson,26,ORL,SF,4,0,16.3,3.8,0,6.5,johnsbj01
Mason Plumlee,31,CHA,C,73,73,24.6,7.7,3.1,6.5,plumlma01
Josh Jackson,24,TOT,SF,51,3,16.3,2.8,1.1,6.4,jacksjo02
Justin Anderson,28,TOT,SF,16,6,19.8,2.9,2.1,6.4,anderju01
Avery Bradley,31,LAL,SG,62,45,22.7,2.2,0.8,6.4,bradlav01
JaMychal Green,31,DEN,PF,67,8,16.2,4.2,0.9,6.4,greenja01
Blake Griffin,32,BKN,C,56,24,17.1,4.1,1.9,6.4,griffbl01
Brandon Knight,30,DAL,PG,5,0,13,1.6,1.6,6.4,knighbr03
Isaiah Livers,23,DET,SF,19,5,20.2,3,1.1,6.4,liveris01
Ish Smith,33,TOT,PG,65,1,17.3,2.2,3.8,6.3,smithis01
Aaron Holiday,25,TOT,PG,63,15,16.2,1.9,2.4,6.3,holidaa01
Dewayne Dedmon,32,MIA,C,67,15,15.9,5.8,0.7,6.3,dedmode01
Hassani Gravett,25,ORL,PG,8,3,21.4,2.6,2.5,6.3,graveha01
Derrick Walton,26,DET,PG,3,3,36,3.3,7,6.3,waltode01
Lou Williams,35,ATL,PG,56,0,14.3,1.6,1.9,6.3,willilo02
Chaundee Brown Jr.,23,TOT,SF,5,2,20.8,3.2,0.8,6.2,brownch05
Thaddeus Young,33,TOT,PF,52,1,16.3,4,2,6.2,youngth01
George Hill,35,MIL,PG,54,17,23.2,2.9,2.2,6.2,hillge01
