Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,playerID
Darius Garland,22,CLE,PG,68,68,2430,11.1,24.1,3.6,9.3,7.6,14.8,4.4,5,0.8,3.8,4.6,12,1.8,0.1,5.1,2.4,30.3,112,112,garlada01
Franz Wagner,20,ORL,SF,79,79,2429,9.1,19.4,1.9,5.4,7.2,14,3.8,4.4,1.7,5.4,7.1,4.6,1.4,0.7,2.4,3.3,23.8,110,114,wagnefr01
LaMelo Ball,20,CHA,PG,75,75,2422,10.7,24.8,4.4,11.2,6.3,13.7,4.2,4.8,2.1,7.8,9.9,11.3,2.4,0.6,4.9,4.7,29.9,111,112,ballla01
James Harden,32,TOT,PG,65,65,2419,8.2,20.1,3,9.1,5.2,11,9.5,10.8,1.1,9,10.1,13.5,1.7,0.7,5.7,3.1,29,115,111,hardeja01
Nikola Vučević,31,CHI,C,73,73,2418,11,23.3,2.1,6.7,8.9,16.6,1.9,2.4,2.9,13.4,16.2,4.8,1.4,1.4,2.7,3.7,26,107,110,vucevni01
RJ Barrett,21,NYK,SF,70,70,2417,10.1,24.7,2.9,8.4,7.2,16.4,6,8.4,1.4,7.1,8.4,4.3,0.9,0.3,3.1,2.9,29,103,113,barrerj01
Royce O'Neale,28,UTA,SF,77,77,2406,4.2,9.1,2.4,6.3,1.7,2.8,0.9,1.2,1.3,6.2,7.6,3.9,1.8,0.7,1.6,3.8,11.7,122,111,onealro01
Keldon Johnson,22,SAS,SF,75,74,2392,9.4,20.3,3.2,8,6.3,12.3,3.6,4.7,1.6,7.6,9.2,3.2,1.2,0.3,1.8,3,25.6,114,114,johnske04
Aaron Gordon,26,DEN,PF,75,75,2376,9,17.2,1.8,5.4,7.2,11.9,3.5,4.7,2.6,6.5,9.1,3.9,0.9,0.9,2.7,3.1,23.2,115,114,gordoaa01
Dejounte Murray,25,SAS,PG,68,68,2366,11.6,25.2,1.9,6,9.7,19.2,4,5,1.6,9.8,11.4,12.7,2.8,0.5,3.6,2.8,29.2,113,108,murrade01
Evan Fournier,29,NYK,SG,80,80,2358,8.5,20.5,5.1,13.1,3.4,7.3,1.7,2.4,0.7,3.7,4.5,3.6,1.7,0.4,2.2,3.8,23.9,109,113,fournev01
Patty Mills,33,BKN,SG,81,48,2346,6.7,16.4,4.7,11.7,2,4.7,1,1.2,0.4,2.9,3.2,3.8,1.1,0.4,1.5,2.3,19.1,112,117,millspa02
Devin Booker,25,PHX,SG,68,68,2345,13.6,29.2,3.8,9.8,9.8,19.4,6.5,7.4,0.9,6.1,7,6.8,1.6,0.5,3.3,3.7,37.4,113,109,bookede01
Reggie Jackson,31,LAC,SG,75,75,2337,10,25.6,3.5,10.7,6.5,14.9,2.9,3.4,0.8,4.9,5.7,7.5,1.2,0.3,3.6,3.3,26.5,99,113,jacksre01
Herbert Jones,23,NOP,PF,78,69,2335,5.8,12.2,1.2,3.6,4.6,8.6,2.9,3.4,2.1,4.2,6.3,3.5,2.7,1.3,2.1,5,15.7,114,112,joneshe01
Evan Mobley,20,CLE,PF,69,69,2331,9,17.8,0.5,2,8.5,15.8,3.6,5.4,3.1,9.1,12.2,3.7,1.2,2.5,2.8,3.1,22.2,109,107,mobleev01
Kentavious Caldwell-Pope,28,WAS,SG,77,77,2329,7.7,17.6,3.4,8.7,4.3,8.9,2.9,3.3,0.9,4.7,5.5,3.1,1.8,0.6,2.1,3,21.6,109,116,caldwke01
Andrew Wiggins,26,GSW,SF,73,73,2329,9.9,21.3,3.3,8.4,6.7,13,3.1,4.9,1.8,5,6.8,3.4,1.6,1.1,2.3,3.3,26.3,109,109,wiggian01
Zach LaVine,26,CHI,SG,67,67,2328,11.8,24.9,3.9,10,8,14.9,6.7,7.9,0.5,6,6.5,6.4,0.9,0.5,3.6,2.5,34.3,115,116,lavinza01
Alec Burks,30,NYK,SG,81,44,2318,6.2,15.7,3.4,8.4,2.8,7.3,4.7,5.7,1,7.6,8.6,5.2,1.8,0.6,2,4.6,20.4,117,110,burksal01
Terance Mann,25,LAC,SF,81,33,2317,7.1,14.6,1.6,4.4,5.5,10.2,2.7,3.5,2.2,6.8,9,4.4,1.2,0.4,1.8,3.8,18.4,117,112,mannte01
Luka Dončić,22,DAL,PG,65,65,2301,14,30.7,4.4,12.4,9.6,18.2,8,10.7,1.2,11.7,13,12.4,1.6,0.8,6.4,3.2,40.4,110,107,doncilu01
Joel Embiid,27,PHI,C,68,68,2297,14.5,29,2,5.5,12.4,23.5,14.2,17.4,3.2,14.1,17.3,6.2,1.7,2.1,4.6,3.9,45.1,119,105,embiijo01
Marcus Smart,27,BOS,PG,71,71,2296,6.5,15.5,2.6,7.8,3.9,7.7,3.1,3.9,0.9,4.9,5.8,9,2.6,0.4,3.4,3.5,18.6,110,107,smartma01
Jordan Poole,22,GSW,SG,76,51,2283,10.1,22.6,4.5,12.4,5.6,10.2,5.3,5.7,0.7,4.8,5.6,6.5,1.3,0.5,4,4.4,30,112,110,poolejo01
Will Barton,31,DEN,SG,71,71,2277,8.4,19.3,3.4,9.3,5.1,10,2.2,2.7,0.9,6.4,7.3,5.9,1.2,0.7,2.7,2.5,22.5,108,114,bartowi01
Desmond Bane,23,MEM,SG,76,76,2266,10.7,23.2,4.8,11,5.9,12.2,3,3.3,1,6.1,7.1,4.4,1.9,0.6,2.3,4.1,29.2,119,110,banede01
Donovan Mitchell,25,UTA,SG,67,67,2266,13.5,30,5.1,14.3,8.4,15.7,5.8,6.8,1.2,5,6.2,7.8,2.2,0.3,4.4,3.6,37.8,114,111,mitchdo01
Jonas Valančiūnas,29,NOP,C,74,74,2240,11.2,20.7,1.3,3.5,10,17.2,5.2,6.4,5,13.6,18.6,4.2,0.9,1.3,3.9,5.4,29,118,111,valanjo01
Monte Morris,26,DEN,PG,75,74,2239,8.2,16.9,2.7,6.9,5.5,10.1,1.6,1.8,0.6,4.4,5,7.3,1.2,0.3,1.7,2,20.7,120,115,morrimo01
Jaylen Brown,25,BOS,SF,66,66,2220,12.9,27.2,3.7,10.4,9.2,16.9,5.4,7.1,1.2,7.9,9,5.2,1.6,0.4,4,3.6,34.9,109,108,brownja02
Stephen Curry,33,GSW,PG,64,64,2211,11.8,27,6.3,16.5,5.5,10.5,6.1,6.6,0.7,6.6,7.4,8.9,1.9,0.5,4.5,2.9,35.9,115,108,curryst01
Jrue Holiday,31,MIL,PG,67,64,2207,10.4,20.8,2.9,7,7.5,13.8,3,3.9,1.5,5,6.6,9.9,2.4,0.6,4,2.9,26.7,117,112,holidjr01
Giannis Antetokounmpo,27,MIL,PF,67,67,2204,15,27.1,1.5,5.3,13.5,21.9,12.1,16.7,2.9,14,17,8.5,1.6,2,4.8,4.6,43.6,124,106,antetgi01
Kyle Kuzma,26,WAS,PF,66,66,2204,9.5,21,2.9,8.4,6.6,12.6,3.5,4.9,1.6,11,12.6,5.2,0.9,1.3,3.8,2.9,25.4,103,113,kuzmaky01
Derrick White,27,TOT,SG,75,52,2199,7.4,17.7,2.5,8.1,4.9,9.5,4.5,5.2,0.8,4.9,5.8,8.1,1.4,1.3,2.6,3.8,21.9,114,112,whitede01
Kevin Huerter,23,ATL,SF,74,60,2188,7.7,17.1,3.6,9.2,4.2,7.8,0.9,1.2,0.7,5,5.7,4.6,1.2,0.6,2,4.2,20,112,117,huertke01
Devonte' Graham,26,NOP,PG,76,63,2162,6.8,18.6,4.4,12.9,2.4,5.8,2.7,3.2,0.8,3.2,4,7.2,1.6,0.3,2.4,2.2,20.6,109,116,grahade01
Tyler Herro,22,MIA,SG,66,10,2151,11.7,26.1,4.1,10.2,7.6,15.9,4.4,5.1,0.7,6.9,7.7,6.1,1,0.2,4,2.2,31.8,107,111,herroty01
CJ McCollum,30,TOT,PG,62,62,2145,12.3,26.6,4.2,10.7,8.1,15.9,2.7,3.9,1.2,4.9,6.2,7.2,1.6,0.5,2.9,2.8,31.3,111,117,mccolcj01
Jordan Clarkson,29,UTA,SG,79,1,2141,10.8,25.7,4.4,13.8,6.4,11.9,3.3,4,1.5,4.8,6.3,4.5,1.5,0.4,3,3.4,29.2,108,113,clarkjo01
Khris Middleton,30,MIL,SF,66,66,2141,10.1,22.9,3.6,9.7,6.5,13.2,5.8,6.5,0.9,7.1,8,8,1.7,0.4,4.3,3.6,29.7,112,112,middlkh01
Malik Monk,23,LAL,SG,76,37,2139,8.8,18.5,3.9,9.9,4.9,8.6,2.1,2.6,0.8,4.9,5.7,4.9,1.4,0.6,2.7,3.1,23.5,112,115,monkma01
Chris Paul,36,PHX,PG,65,65,2139,8.2,16.6,1.4,4.5,6.7,12.1,3.8,4.5,0.5,5.9,6.4,15.8,2.7,0.4,3.4,3,21.6,124,107,paulch01
Jalen Green,19,HOU,SG,67,67,2138,9,21.2,3.5,10.2,5.5,11,4.2,5.3,0.7,4.3,5,3.9,1,0.4,3,2.3,25.8,105,120,greenja05
Domantas Sabonis,25,TOT,PF,62,61,2136,10.1,17.6,0.9,2.9,9.2,14.8,5.6,7.6,4.6,12.6,17.2,7.4,1.3,0.6,4.5,4.6,26.7,121,113,sabondo01
Seth Curry,31,TOT,SG,64,64,2135,8.3,17.1,3.7,8.7,4.7,8.5,1.9,2.2,0.5,4.1,4.6,5.3,1.2,0.3,2.5,3.4,22.3,115,115,curryse01
Kyle Lowry,35,MIA,PG,63,63,2133,6.5,14.7,3.4,9,3.1,5.7,3.5,4.1,0.8,5.8,6.6,11.1,1.6,0.4,3.9,4.2,19.8,118,110,lowryky01
Bojan Bogdanović,32,UTA,PF,69,69,2131,9.8,21.5,4.2,10.9,5.6,10.7,5.2,6,1.3,5.5,6.9,2.8,0.8,0,2.7,2.7,28.9,116,115,bogdabo02
Jaren Jackson Jr.,22,MEM,PF,78,78,2126,9.7,23.3,2.9,9,6.8,14.3,6.4,7.8,2.7,7.5,10.2,1.9,1.6,4,2.9,6.1,28.6,109,106,jacksja02
Rudy Gobert,29,UTA,C,66,66,2120,8.4,11.8,0,0.1,8.4,11.7,7.1,10.2,5.6,16.9,22.6,1.7,1,3.2,2.8,4.1,23.9,137,103,goberru01
Ayo Dosunmu,22,CHI,SG,77,40,2110,6.4,12.4,1.6,4.3,4.8,8.1,1.2,1.8,0.6,4.3,5,5.9,1.4,0.7,2.5,4.2,15.7,113,115,dosunay01
Christian Wood,26,HOU,C,68,67,2094,10,20,3,7.6,7,12.3,4.7,7.5,2.5,13.1,15.6,3.5,1.2,1.5,2.9,3.9,27.7,114,113,woodch01
Cade Cunningham,20,DET,SG,64,64,2088,10,24.1,2.7,8.5,7.4,15.6,3.3,3.9,1.4,6.9,8.3,8.3,1.8,1,5.5,4.7,26,96,113,cunnica01
LeBron James,37,LAL,C,56,56,2084,14.7,28.1,3.7,10.3,11,17.8,5.8,7.7,1.4,9.1,10.6,8,1.7,1.4,4.5,2.8,39,117,111,jamesle01
De'Aaron Fox,24,SAC,PG,59,59,2083,11.9,25.2,1.7,5.8,10.2,19.5,6,8,0.6,4.8,5.3,7.6,1.6,0.6,3.9,4,31.6,107,117,foxde01
D'Angelo Russell,25,MIN,PG,65,65,2077,9.2,22.3,4,11.9,5.2,10.5,4.5,5.5,0.6,4.4,4.9,10.5,1.4,0.5,3.8,3,26.9,112,115,russeda01
Davion Mitchell,23,SAC,PG,75,19,2076,8.2,19.5,2.3,7.4,5.8,12.1,1.3,2,0.8,3.1,3.8,7.3,1.3,0.6,2.6,3.3,20,101,118,mitchda01
Cole Anthony,21,ORL,PG,65,65,2059,8.4,21.4,3.1,9.2,5.3,12.2,5.1,5.9,0.8,7.4,8.2,8.7,1.1,0.4,4,4,24.9,103,114,anthoco01
Mike Conley,34,UTA,PG,72,72,2058,8.3,19,4.1,9.9,4.2,9.1,3.1,3.9,1.1,4.1,5.2,9.2,2.3,0.5,3,3.4,23.7,120,111,conlemi01
Justin Holiday,32,TOT,SF,74,65,2057,6.2,15.7,4.2,11.4,2,4.3,1.2,1.5,0.7,3.8,4.5,3,1.3,0.8,1.7,3.6,17.7,107,118,holidju01
Jae'Sean Tate,26,HOU,PF,78,77,2056,8.4,16.9,1.5,4.7,6.9,12.2,3,4.3,3.1,6.6,9.7,5.1,1.7,0.9,3.2,6.6,21.3,111,116,tateja01
Kevin Durant,33,BKN,PF,55,55,2047,13.7,26.4,2.7,7.1,11,19.3,8.8,9.7,0.7,9,9.6,8.3,1.1,1.2,4.5,2.7,38.9,121,112,duranke01
Duncan Robinson,27,MIA,SG,79,68,2043,7.1,17.8,5.7,15.3,1.4,2.5,1.2,1.5,0.6,4.4,5,3.2,1,0.3,1.5,4.9,21.1,113,112,robindu01
Clint Capela,27,ATL,C,74,73,2042,8.9,14.5,0,0,8.9,14.5,1.9,4.1,6.7,14.4,21.1,2.2,1.3,2.2,1.1,4,19.7,132,109,capelca01
Bobby Portis,26,MIL,C,72,59,2028,9.9,20.6,3.1,8,6.7,12.6,2,2.7,4.3,11.3,15.6,2,1.3,1.2,2.1,4.1,24.9,115,110,portibo01
Al Horford,35,BOS,C,69,69,2005,6.6,14.1,2.2,6.6,4.4,7.5,2,2.4,2.7,10.5,13.1,5.7,1.2,2.3,1.6,3.2,17.4,124,104,horfoal01
Steven Adams,28,MEM,C,76,75,1999,5,9.2,0,0,5,9.2,2.6,4.8,8.4,9.8,18.2,6.1,1.6,1.4,2.8,3.7,12.6,125,108,adamsst01
Kelly Oubre Jr.,26,CHA,SF,76,13,1999,9.8,22.4,4.6,13.3,5.3,9.1,3,4.5,1.9,5.4,7.2,2,1.8,0.7,1.6,4.5,27.3,111,115,oubreke01
Deni Avdija,21,WAS,SF,82,8,1984,6.2,14.4,2,6.5,4.2,8,2.6,3.4,1.3,9.3,10.6,4.2,1.5,1.1,2.2,4.7,17.1,106,113,avdijde01
P.J. Tucker,36,MIA,PF,71,70,1981,5.2,10.8,2,4.9,3.2,5.9,1.1,1.5,2.5,7.2,9.8,3.8,1.5,0.4,1.7,4.1,13.6,120,110,tuckepj01
Isaac Okoro,21,CLE,SF,67,61,1981,5.2,10.9,1.4,4,3.8,6.9,3,3.9,1.8,3.3,5.1,3.1,1.4,0.6,1.5,4.1,14.8,120,113,okorois01
Spencer Dinwiddie,28,TOT,PG,67,51,1980,7.7,18.5,2.8,8.3,4.9,10.2,4.9,6.3,1.1,5.9,7,8.7,1.1,0.3,2.6,3.8,23.1,114,115,dinwisp01
Malik Beasley,25,MIN,SG,79,18,1976,8,20.5,5.8,15.3,2.2,5.1,1.2,1.4,0.6,4.8,5.5,2.8,1,0.3,1,2.1,22.9,111,116,beaslma01
Jakob Poeltl,26,SAS,C,68,67,1970,10,16.1,0,0,10,16.1,2.3,4.6,6.4,9.1,15.4,4.6,1.1,2.9,2.7,5.2,22.3,123,110,poeltja01
Shai Gilgeous-Alexander,23,OKC,PG,56,56,1942,12,26.4,2.2,7.4,9.7,18.9,8.2,10.2,0.9,6,7,8.3,1.8,1.2,3.9,3.6,34.4,111,113,gilgesh01
Robert Covington,31,TOT,PF,71,42,1940,5.3,12.6,3.2,8.5,2,4,1.5,1.7,1.5,8.4,9.9,2.3,2.6,2.3,1.9,4.8,15.2,108,110,covinro01
Devin Vassell,21,SAS,SF,71,32,1937,8.1,18.9,3.4,9.4,4.7,9.5,2.1,2.5,1.1,6.5,7.6,3.4,1.9,1,1.4,3.5,21.6,109,112,vassede01
Jimmy Butler,32,MIA,SF,57,57,1931,10.3,21.5,0.7,3,9.6,18.5,10.3,11.8,2.6,6.1,8.7,8.1,2.4,0.7,3.1,2.3,31.6,124,108,butleji01
Darius Bazley,21,OKC,PF,69,53,1924,6.9,16.4,2,6.8,4.9,9.6,3,4.3,1.8,9.2,11,2.5,1.5,1.8,2.3,1.7,18.9,101,111,bazleda01
Luke Kennard,25,LAC,SG,70,13,1919,7.3,16.3,4.9,10.8,2.5,5.5,1.8,2,0.5,5.3,5.8,3.7,1.1,0.2,1.5,2.6,21.3,119,113,kennalu01
Kevin Porter Jr.,21,HOU,PG,61,61,1907,8.4,20.2,3.9,10.3,4.5,9.9,3.1,4.8,1.1,5.6,6.7,9.4,1.7,0.5,4.8,3.9,23.7,103,117,porteke02
Reggie Bullock,30,DAL,SF,68,37,1902,5.3,13.3,3.7,10.4,1.6,2.9,1.1,1.3,0.9,5.5,6.4,2.2,1.1,0.4,1.1,2.9,15.4,111,112,bullore01
Ja Morant,22,MEM,PG,57,57,1889,14.7,29.8,2.2,6.5,12.5,23.3,8,10.5,2,6.3,8.2,9.7,1.7,0.6,5,2.2,39.6,116,111,moranja01
Jae Crowder,31,PHX,PF,67,67,1886,5.5,13.9,3.2,9.3,2.3,4.6,1.8,2.3,0.8,8.3,9,3.2,2.4,0.8,1.4,4.4,16.1,109,105,crowdja01
Jarred Vanderbilt,22,MIN,PF,74,67,1880,5.4,9.1,0.1,0.4,5.3,8.8,2.2,3.3,5.4,10.3,15.8,2.4,2.5,1.2,1.8,4.6,13,127,108,vandeja01
Lauri Markkanen,24,CLE,SF,61,61,1878,8.3,18.7,3.6,10.1,4.7,8.6,3.7,4.2,1.6,7.6,9.2,2.2,1.2,0.8,1.4,3.5,23.9,117,110,markkla01
Grant Williams,23,BOS,PF,77,21,1875,5.4,11.4,2.8,6.8,2.6,4.6,2.3,2.5,1.7,5.6,7.3,2.1,1,1.5,1.6,4.9,16,122,109,willigr01
Brandon Ingram,24,NOP,SF,55,55,1869,12,26,2,6,10,20,7,8.5,0.9,7.5,8.5,8.1,0.9,0.7,4,3.1,32.9,111,115,ingrabr01
Cody Martin,26,CHA,SF,71,11,1866,5.2,10.9,1.6,4.1,3.7,6.8,1.9,2.8,2.1,5.2,7.3,4.6,2.3,0.8,1.6,3,14,120,114,martico01
Ivica Zubac,24,LAC,C,76,76,1852,8.2,13.1,0,0,8.2,13.1,4.4,6,5.7,11.3,17,3.2,1,2,3,5.4,20.8,126,107,zubaciv01
Wendell Carter Jr.,22,ORL,PF,62,61,1852,9.4,17.9,1.8,5.6,7.5,12.3,3.7,5.4,3.6,13.3,16.9,4.5,0.9,1.1,3.1,4.4,24.3,115,110,cartewe01
Jeff Green,35,DEN,PF,75,63,1849,7.3,14,1.4,4.5,5.9,9.6,4.4,5.3,1.1,5,6.1,2.5,0.7,0.7,1.9,4,20.5,119,115,greenje02
Mitchell Robinson,23,NYK,C,72,62,1848,7.1,9.3,0,0,7.1,9.3,2.4,4.9,8,8.7,16.7,1,1.6,3.6,1.6,5.3,16.5,143,106,robinmi01
Bogdan Bogdanović,29,ATL,SG,63,27,1848,9.1,21.1,4.5,12.2,4.6,8.9,2.6,3.1,0.8,5.9,6.6,5.2,1.8,0.4,1.9,3.5,25.3,114,116,bogdabo01
Dennis Schröder,28,TOT,PG,64,29,1837,8.4,19.4,2.3,6.7,6.1,12.7,4.2,4.9,0.9,4.8,5.7,7.9,1.4,0.2,3.8,4.1,23.2,107,112,schrode01
Bam Adebayo,24,MIA,C,56,56,1825,11.1,20,0,0.2,11.1,19.8,7,9.3,3.8,11.7,15.5,5.2,2.2,1.2,4.1,4.7,29.3,117,104,adebaba01
Mo Bamba,23,ORL,C,71,69,1824,7.8,16.4,2.8,7.5,5,8.9,1.5,1.9,3.9,11.2,15.2,2.3,1,3.1,2,4.8,20,113,108,bambamo01
Isaiah Stewart,20,DET,C,71,71,1816,6.7,13.2,0.4,1.2,6.3,11.9,2,2.8,6.1,10.5,16.6,2.2,0.6,2.1,2.3,5.7,15.8,113,112,stewais01
Jarrett Allen,23,CLE,C,56,56,1809,10.2,15,0,0.3,10.2,14.8,4.6,6.4,5.3,11.3,16.6,2.5,1.2,2.1,2.6,2.7,25,132,106,allenja01
Grayson Allen,26,MIL,SG,66,61,1805,6.8,15.1,4.2,10.4,2.6,4.8,1.7,2,0.9,5.1,5.9,2.7,1.2,0.5,1.1,2.6,19.5,122,114,allengr01
Robert Williams,24,BOS,C,61,61,1804,7.5,10.1,0,0,7.5,10.1,1.8,2.5,6.6,9.6,16.2,3.3,1.5,3.7,1.7,3.8,16.7,148,102,williro04
Jaden McDaniels,21,MIN,PF,70,31,1803,6.7,14.6,2.1,6.6,4.6,8,1.5,1.9,2,5.7,7.7,2.1,1.4,1.4,2,5.9,17.1,108,113,mcdanja02
Immanuel Quickley,22,NYK,PG,78,3,1802,7.9,20.1,3.8,11,4.1,9.1,4.9,5.6,0.9,6,6.9,7.6,1.5,0.1,2.7,4.6,24.5,114,112,quickim01
Corey Kispert,22,WAS,SF,77,36,1801,6.4,14.1,3.1,8.8,3.4,5.3,1.5,1.7,1.5,4.3,5.7,2.3,1,0.6,1.4,2.6,17.4,114,118,kispeco01
Dwight Powell,30,DAL,C,82,71,1798,7.5,11.2,0.4,1,7.2,10.2,4.6,5.9,4.8,6.5,11.3,2.7,1,1.1,1.8,6.2,20.1,142,110,poweldw01
Mason Plumlee,31,CHA,C,73,73,1793,5.5,8.6,0,0.1,5.5,8.5,1.8,4.6,4.7,10.4,15.1,6,1.6,1.4,2.7,6,12.8,122,111,plumlma01
Carmelo Anthony,37,LAL,PF,69,3,1793,8.5,19.3,4,10.6,4.5,8.7,3.5,4.3,1.7,6,7.7,1.8,1.3,1.4,1.6,4.4,24.6,114,114,anthoca01
Josh Hart,26,TOT,SG,54,53,1791,7.9,15.6,2,5.9,5.9,9.8,4.4,5.8,1.7,9,10.7,6.2,1.7,0.4,3.1,4.1,22.2,117,113,hartjo01
Caris LeVert,27,TOT,SG,58,49,1781,10.5,23.6,2.3,7.1,8.2,16.5,4,5.3,1.2,4.7,5.9,6.9,1.4,0.6,3,3.6,27.3,108,116,leverca01
Bruce Brown,25,BKN,SF,72,45,1774,7,13.8,1,2.6,6,11.3,2.7,3.5,2.7,6.7,9.4,4,2.1,1.4,1.5,4.8,17.7,121,111,brownbr01
P.J. Washington,23,CHA,C,65,28,1768,6.8,14.4,3,8.2,3.8,6.3,1.6,2.2,2.2,6.9,9.1,4,1.5,1.7,2.2,4.1,18.1,114,113,washipj01
Chuma Okeke,23,ORL,PF,70,20,1749,6,15.9,3.3,10.3,2.7,5.6,1.5,1.8,1.3,8.3,9.6,3.3,2.7,1.2,1.6,2.6,16.7,101,109,okekech01
Georges Niang,28,PHI,PF,76,7,1736,7.1,16.2,4.5,11.1,2.6,5.1,1.5,1.7,0.7,5.1,5.8,2.9,0.9,0.4,1.7,5.5,20.1,113,115,niangge01
Kevon Looney,25,GSW,C,82,80,1732,5.9,10.2,0,0,5.9,10.2,2.1,3.5,5.9,10.9,16.8,4.6,1.4,1.5,1.9,6.1,13.8,128,105,looneke01
Cameron Johnson,25,PHX,PF,66,16,1730,7.8,16.9,4.6,10.9,3.1,6,2.7,3.2,1.2,6.4,7.6,2.8,1.6,0.4,1.3,3.1,22.9,123,109,johnsca02
Gary Harris,27,ORL,SG,61,30,1730,6.7,15.5,3.2,8.4,3.5,7,2.3,2.7,1,2.4,3.4,3,1.6,0.3,1.7,3.1,19,110,116,harriga01
