Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,playerID
Doug McDermott,30,SAS,PF,51,51,1223,215,465,108,256,107,209,0.578,40,51,18,97,115,64,13,6,43,79,578,mcderdo01
Landry Shamet,24,PHX,SG,69,14,1437,191,485,123,334,68,151,0.521,68,81,16,110,126,108,28,9,41,92,573,shamela01
Royce O'Neale,28,UTA,SF,77,77,2406,203,444,119,306,84,138,0.591,45,56,64,304,368,191,86,32,79,183,570,onealro01
Cam Thomas,20,BKN,SG,67,2,1176,218,503,47,174,171,329,0.48,87,105,16,145,161,78,33,8,55,66,570,thomaca02
Jalen Suggs,20,ORL,PG,48,45,1307,198,548,42,196,156,352,0.4,126,163,26,145,171,209,59,19,143,142,564,suggsja01
Moritz Wagner,24,ORL,C,63,3,960,197,396,66,201,131,195,0.581,104,129,42,190,232,87,20,13,56,123,564,wagnemo01
Isaiah Hartenstein,23,LAC,C,68,0,1216,229,366,14,30,215,336,0.645,91,132,117,215,332,160,50,77,84,167,563,harteis01
Frank Jackson,23,DET,PG,53,7,1164,194,483,86,279,108,204,0.491,86,104,19,68,87,55,27,9,38,89,560,jacksfr01
Caleb Martin,26,MIA,SF,60,12,1372,208,410,64,155,144,255,0.585,71,93,70,160,230,64,58,30,52,104,551,martica02
Drew Eubanks,24,TOT,C,71,31,1245,221,371,5,23,216,348,0.602,99,130,130,252,382,85,31,40,81,122,546,eubandr01
Cody Martin,26,CHA,SF,71,11,1866,204,423,61,159,143,264,0.554,75,107,82,203,285,179,88,32,61,116,544,martico01
Myles Turner,25,IND,C,42,42,1235,200,393,61,183,139,210,0.587,79,105,65,232,297,44,28,118,54,119,540,turnemy01
Marvin Bagley III,22,TOT,PF,48,25,1146,225,446,23,97,202,349,0.53,67,101,105,233,338,36,22,18,39,93,540,baglema01
P.J. Tucker,36,MIA,PF,71,70,1981,207,428,80,193,127,235,0.577,45,61,100,287,387,149,58,15,66,161,539,tuckepj01
Eric Bledsoe,32,LAC,PG,54,29,1361,197,468,51,163,146,305,0.475,89,117,28,154,182,225,69,19,116,85,534,bledser01
Chimezie Metu,24,SAC,C,60,20,1279,203,449,57,186,146,263,0.516,71,91,34,301,335,60,51,32,61,93,534,metuch01
Hassan Whiteside,32,UTA,C,65,8,1162,215,330,0,0,215,330,0.652,104,167,166,328,494,26,22,103,53,179,534,whiteha01
Patrick Beverley,33,MIN,PG,58,54,1476,177,436,83,242,94,194,0.501,96,133,62,178,240,268,67,52,73,174,533,beverpa01
Steven Adams,28,MEM,C,76,75,1999,210,384,0,1,210,383,0.547,108,199,349,411,760,256,65,60,115,153,528,adamsst01
Jaylen Nowell,22,MIN,SG,62,1,975,196,413,63,160,133,253,0.551,72,92,22,101,123,130,27,10,36,73,527,nowelja01
Raul Neto,29,WAS,PG,70,19,1372,204,441,35,120,169,321,0.502,83,108,13,121,134,217,55,3,79,104,526,netora01
Kyle Anderson,28,MEM,PF,69,11,1484,209,469,36,109,173,360,0.484,67,105,69,299,368,183,77,45,71,108,521,anderky01
Cory Joseph,30,DET,PG,65,39,1600,178,400,65,157,113,243,0.526,100,113,29,145,174,237,42,17,85,147,521,josepco01
Torrey Craig,31,TOT,SF,78,16,1596,200,441,77,234,123,207,0.541,39,52,86,224,310,91,46,36,67,151,516,craigto01
Otto Porter Jr.,28,GSW,PF,63,15,1396,193,416,80,216,113,200,0.56,49,61,86,276,362,94,68,29,37,83,515,porteot01
Jarred Vanderbilt,22,MIN,PF,74,67,1880,212,361,2,14,210,347,0.59,86,131,215,409,624,94,99,46,73,181,512,vandeja01
Furkan Korkmaz,24,PHI,SG,67,19,1414,182,470,77,266,105,204,0.469,68,84,22,153,175,127,33,9,48,58,509,korkmfu01
Gary Payton II,29,GSW,SG,71,16,1247,212,344,43,120,169,224,0.679,35,58,72,175,247,64,96,22,40,131,502,paytoga02
Taurean Prince,27,MIN,PF,69,8,1177,177,390,86,229,91,161,0.564,62,82,26,148,174,68,47,23,53,116,502,princta02
Ziaire Williams,20,MEM,SF,62,31,1346,191,424,76,242,115,182,0.54,43,55,26,103,129,65,35,12,41,113,501,willizi02
Cam Reddish,22,TOT,SF,49,7,1012,165,408,66,184,99,224,0.485,101,112,25,80,105,48,47,15,57,60,497,reddica01
Nicolas Batum,33,LAC,PF,59,54,1462,179,387,108,270,71,117,0.602,25,38,29,225,254,100,58,42,40,80,491,batumni01
Kevon Looney,25,GSW,C,82,80,1732,208,364,0,1,208,363,0.571,75,125,208,388,596,165,50,52,67,215,491,looneke01
R.J. Hampton,20,ORL,SG,64,14,1402,175,457,64,183,111,274,0.453,75,117,23,171,194,158,42,13,87,101,489,hamptrj01
Jordan Nwora,23,MIL,SF,62,13,1185,186,462,79,227,107,235,0.488,36,43,37,184,221,59,25,17,57,78,487,nworajo01
Mason Plumlee,31,CHA,C,73,73,1793,205,320,0,2,205,318,0.641,67,171,176,389,565,226,61,52,100,224,477,plumlma01
Rui Hachimura,23,WAS,PF,42,13,943,187,381,55,123,132,258,0.563,46,66,25,135,160,48,23,9,33,53,475,hachiru01
Duane Washington Jr.,21,IND,PG,48,7,968,173,427,81,215,92,212,0.5,46,61,4,79,83,85,26,3,57,66,473,washidu02
Jalen Smith,21,TOT,PF,51,8,925,176,350,40,122,136,228,0.56,78,102,101,206,307,24,15,41,42,96,470,smithja04
Javonte Green,28,CHI,SF,65,45,1519,176,325,36,101,140,224,0.597,80,96,91,185,276,60,67,32,30,132,468,greenja02
Richaun Holmes,28,SAC,C,45,37,1074,198,300,2,5,196,295,0.663,70,90,93,224,317,48,17,41,56,128,468,holmeri01
Damion Lee,29,GSW,SG,63,5,1256,169,383,63,187,106,196,0.523,66,75,27,176,203,63,39,6,38,95,467,leeda03
Aleksej Pokusevski,20,OKC,PF,61,12,1233,186,456,57,197,129,259,0.47,35,50,73,245,318,131,39,38,94,88,464,pokusal01
Lonzo Ball,24,CHI,PG,35,35,1212,162,383,110,260,52,123,0.567,21,28,35,155,190,178,64,31,82,85,455,balllo01
Damian Jones,26,SAC,C,56,15,1017,175,266,10,29,165,237,0.677,94,131,75,171,246,69,26,47,59,130,454,jonesda03
Isaiah Roby,23,OKC,PF,45,28,948,166,323,44,99,122,224,0.582,78,116,75,142,217,71,36,34,43,109,454,robyis01
Killian Hayes,20,DET,PG,66,40,1647,176,459,44,167,132,292,0.431,57,74,36,174,210,277,78,35,111,183,453,hayeski01
Willy Hernangómez,27,NOP,C,50,8,839,170,327,4,12,166,315,0.526,109,141,143,195,338,63,21,19,51,97,453,hernawi01
Shake Milton,25,PHI,SG,55,6,1179,173,403,43,133,130,270,0.483,61,73,30,112,142,139,28,17,44,99,450,miltosh01
Rudy Gay,35,UTA,PF,55,1,1038,157,379,70,203,87,176,0.507,62,79,55,187,242,56,25,19,47,95,446,gayru01
Ricky Rubio,31,CLE,PG,34,8,970,149,411,59,174,90,237,0.434,88,103,15,126,141,225,49,7,90,75,445,rubiori01
Austin Reaves,23,LAL,SG,61,19,1418,146,318,53,167,93,151,0.542,99,118,45,148,193,110,29,20,40,87,444,reaveau01
Payton Pritchard,24,BOS,PG,71,2,1001,160,373,101,245,59,128,0.564,21,21,32,102,134,139,25,6,41,61,442,pritcpa01
Nemanja Bjelica,33,GSW,C,71,0,1142,160,342,54,149,106,193,0.547,59,81,62,232,294,159,41,26,87,128,433,bjeline01
JaMychal Green,31,DEN,PF,67,8,1085,159,327,33,124,126,203,0.537,81,93,81,200,281,59,43,26,57,158,432,greenja01
Kemba Walker,31,NYK,PG,37,37,948,149,370,73,199,76,171,0.501,60,71,14,97,111,131,26,7,48,37,431,walkeke02
DeMarcus Cousins,31,TOT,C,48,7,718,149,324,37,122,112,202,0.517,95,125,74,196,270,71,35,21,85,139,430,couside01
Dewayne Dedmon,32,MIA,C,67,15,1065,164,290,19,47,145,243,0.598,75,100,105,281,386,47,24,42,70,174,422,dedmode01
Aaron Wiggins,23,OKC,SG,50,35,1209,156,337,42,138,114,199,0.525,62,85,51,127,178,68,30,10,54,93,416,wiggiaa01
Tre Jones,22,SAS,PG,69,11,1148,166,339,10,51,156,288,0.504,71,91,29,126,155,233,42,7,46,78,413,jonestr01
Maxi Kleber,30,DAL,PF,59,21,1450,141,354,83,255,58,99,0.516,46,65,70,280,350,68,30,58,47,137,411,klebima01
Nic Claxton,22,BKN,C,47,19,974,178,264,0,0,178,264,0.674,54,93,91,173,264,43,24,51,38,110,410,claxtni01
Nassir Little,21,POR,SF,42,23,1088,145,315,51,154,94,161,0.541,69,94,58,178,236,54,25,36,40,82,410,littlna01
Jeremy Lamb,29,TOT,SF,56,0,935,133,347,55,170,78,177,0.463,89,106,26,128,154,81,31,22,37,59,410,lambje01
Ish Smith,33,TOT,PG,65,1,1126,185,430,25,67,160,363,0.459,15,24,25,115,140,244,47,23,78,78,410,smithis01
Austin Rivers,29,DEN,SG,67,18,1480,146,350,79,231,67,119,0.53,32,44,19,95,114,90,51,6,54,121,403,riverau01
Aaron Holiday,25,TOT,PG,63,15,1021,151,338,39,103,112,235,0.504,59,68,24,98,122,153,42,9,67,92,400,holidaa01
Avery Bradley,31,LAL,SG,62,45,1406,148,350,82,210,66,140,0.54,16,18,31,105,136,47,53,9,38,118,394,bradlav01
Onyeka Okongwu,21,ATL,C,48,6,992,156,226,0,0,156,226,0.69,80,110,115,168,283,53,31,60,44,149,392,okongon01
Lance Stephenson,31,TOT,SG,46,1,814,147,323,27,90,120,233,0.497,63,80,12,115,127,165,24,4,72,96,384,stephla01
Daniel Theis,29,TOT,C,47,27,977,151,291,33,107,118,184,0.576,49,72,59,169,228,41,20,31,46,111,384,theisda01
Lamar Stevens,24,CLE,PF,63,13,1015,156,319,18,65,138,254,0.517,53,75,47,117,164,44,31,18,41,106,383,stevela01
Donte DiVincenzo,25,TOT,SG,42,1,1006,118,336,74,218,44,118,0.461,70,83,40,130,170,118,48,8,72,69,380,divindo01
Matisse Thybulle,24,PHI,SG,66,50,1685,150,300,45,144,105,156,0.575,34,43,42,109,151,75,115,71,39,158,379,thybuma01
Dwight Howard,36,LAL,C,60,27,971,134,219,8,15,126,204,0.63,96,146,118,238,356,35,34,36,47,115,372,howardw01
Danny Green,34,PHI,SF,62,28,1353,126,320,103,271,23,49,0.555,11,14,32,125,157,64,60,37,45,105,366,greenda02
Jeremiah Robinson-Earl,21,OKC,C,49,36,1087,134,324,58,165,76,159,0.503,40,54,75,199,274,49,29,15,39,75,366,robinje02
Kelly Olynyk,30,DET,C,40,1,764,128,286,40,119,88,167,0.517,69,89,54,123,177,111,31,19,58,100,365,olynyke01
Serge Ibaka,32,TOT,C,54,12,877,148,296,37,99,111,197,0.563,32,44,62,188,250,49,11,33,43,102,365,ibakase01
Trendon Watford,21,POR,SF,48,10,869,142,267,9,38,133,229,0.549,71,94,57,142,199,81,25,28,44,116,364,watfotr01
Kenrich Williams,27,OKC,SF,49,0,1072,146,317,41,121,105,196,0.525,30,55,75,145,220,108,44,10,46,81,363,willike04
Théo Maledon,20,OKC,PG,51,7,908,119,317,44,150,75,167,0.445,79,100,20,111,131,111,31,11,65,67,361,maledth01
Blake Griffin,32,BKN,C,56,24,958,133,313,38,145,95,168,0.486,55,76,60,168,228,105,27,14,31,95,359,griffbl01
Lou Williams,35,ATL,PG,56,0,799,125,320,37,102,88,218,0.448,67,78,16,71,87,105,28,3,43,48,354,willilo02
Goga Bitadze,22,IND,C,50,16,729,131,252,23,80,108,172,0.565,64,94,79,98,177,55,21,42,46,107,349,bitadgo01
John Konchar,25,MEM,SG,72,7,1292,135,262,52,126,83,136,0.615,27,49,87,242,329,109,45,22,29,90,349,konchjo01
Draymond Green,31,GSW,PF,46,44,1329,135,257,16,54,119,203,0.556,60,91,45,291,336,320,61,50,139,136,346,greendr01
Mike Muscala,30,OKC,C,43,0,592,113,248,70,163,43,85,0.597,48,57,21,108,129,22,18,26,14,58,344,muscami01
Tristan Thompson,30,TOT,C,57,6,897,141,267,1,3,140,264,0.53,61,116,120,168,288,34,23,21,45,98,344,thomptr01
Brandon Boston Jr.,20,LAC,SG,51,0,760,125,325,34,111,91,214,0.437,59,72,17,94,111,51,26,13,31,43,343,bostobr01
Delon Wright,29,ATL,SG,77,8,1452,122,269,44,116,78,153,0.535,54,63,50,170,220,188,93,19,45,56,342,wrighde01
Ty Jerome,24,OKC,SG,48,4,801,124,328,54,186,70,142,0.46,38,47,19,59,78,109,30,5,37,73,340,jeromty01
James Johnson,34,BKN,PF,62,10,1191,144,307,23,85,121,222,0.507,29,55,51,164,215,130,30,34,48,162,340,johnsja01
Jalen McDaniels,24,CHA,SF,55,2,895,123,254,41,108,82,146,0.565,53,72,37,133,170,58,26,22,36,93,340,mcdanja01
CJ Elleby,21,POR,SF,58,28,1174,121,308,37,126,84,182,0.453,60,84,66,161,227,87,35,19,56,116,339,ellebcj01
Keita Bates-Diop,26,SAS,SF,59,14,956,136,263,17,55,119,208,0.549,46,61,62,169,231,41,27,14,45,61,335,bateske01
George Hill,35,MIL,PG,54,17,1253,118,275,41,134,77,141,0.504,57,62,38,117,155,120,42,6,41,70,334,hillge01
Trey Murphy III,21,NOP,SF,62,1,864,109,277,71,186,38,91,0.522,45,51,47,100,147,38,23,7,16,60,334,murphtr02
Eric Paschall,25,UTA,PF,58,3,736,114,235,40,108,74,127,0.57,66,86,30,76,106,36,9,5,27,51,334,pascher01
Facundo Campazzo,30,DEN,PG,65,4,1184,107,296,58,193,49,103,0.459,60,78,23,94,117,220,63,23,67,124,332,campafa01
Jose Alvarado,23,NOP,PG,54,1,834,131,294,32,110,99,184,0.5,36,53,25,75,100,152,71,7,40,73,330,alvarjo01
Josh Jackson,24,TOT,SF,51,3,830,120,300,33,130,87,170,0.455,55,77,21,120,141,54,26,22,47,88,328,jacksjo02
Joe Ingles,34,UTA,SF,45,15,1122,115,285,78,225,37,60,0.54,17,22,12,119,131,158,23,5,46,82,325,inglejo01
Thaddeus Young,33,TOT,PF,52,1,845,141,272,17,48,124,224,0.55,23,49,80,128,208,104,54,18,52,81,322,youngth01
Larry Nance Jr.,29,TOT,PF,46,11,1040,129,247,23,70,106,177,0.569,40,57,72,176,248,81,43,20,37,84,321,nancela02
Stanley Johnson,25,LAL,PF,48,27,1094,117,251,33,105,84,146,0.532,53,74,34,121,155,80,43,14,35,109,320,johnsst04
Josh Green,21,DAL,SG,67,3,1039,130,256,28,78,102,178,0.563,31,45,52,109,161,79,45,14,44,115,319,greenjo02
Terry Taylor,22,IND,PF,33,7,714,135,220,12,38,123,182,0.641,36,51,95,77,172,41,14,8,23,61,318,taylote01
Naji Marshall,24,NOP,SF,55,4,735,109,269,21,105,88,164,0.444,74,93,38,104,142,62,33,8,46,69,313,marshna01
Terence Davis,24,SAC,SG,30,11,536,113,267,49,149,64,118,0.515,36,44,11,83,94,40,25,11,33,70,311,daviste02
Derrick Rose,33,NYK,PG,26,4,636,122,274,37,92,85,182,0.513,30,31,21,57,78,103,22,12,39,15,311,rosede01
Dāvis Bertāns,29,TOT,PF,56,0,807,99,275,77,230,22,45,0.5,36,40,12,105,117,31,17,12,19,85,311,bertada01
Garrett Temple,35,NOP,SG,59,16,1098,111,295,59,185,52,110,0.476,28,41,29,114,143,74,43,23,42,81,309,templga01
Brandon Williams,22,POR,PG,24,16,640,105,282,31,106,74,176,0.427,68,97,19,55,74,94,24,10,58,52,309,willibr03
Alex Caruso,27,CHI,SG,41,18,1147,102,256,42,126,60,130,0.48,58,73,33,115,148,165,71,15,57,106,304,carusal01
Omer Yurtseven,23,MIA,C,56,12,706,130,247,1,11,129,236,0.528,38,61,85,209,294,49,17,20,41,84,299,yurtsom01
Juan Toscano-Anderson,28,GSW,SF,73,6,994,115,235,28,87,87,148,0.549,40,70,28,148,176,127,48,17,68,115,298,toscaju01
Isaiah Jackson,20,IND,C,36,15,541,116,206,5,16,111,190,0.575,60,88,60,89,149,10,25,52,40,92,297,jacksis01
D.J. Augustin,34,TOT,PG,55,2,883,94,222,68,164,26,58,0.577,38,43,11,57,68,107,17,1,56,39,294,augusdj01
Joshua Primo,19,SAS,SF,50,16,965,101,270,42,137,59,133,0.452,44,59,32,81,113,81,20,23,57,79,288,primojo01
Armoni Brooks,23,TOT,SG,54,11,844,98,289,74,249,24,40,0.467,18,21,20,83,103,62,28,11,27,74,288,brookar01
Wayne Ellington,34,LAL,SG,43,9,810,98,237,82,211,16,26,0.586,9,11,10,67,77,30,23,5,19,42,287,ellinwa01
Derrick Jones Jr.,24,CHI,PF,51,8,899,105,195,20,61,85,134,0.59,56,70,60,109,169,30,25,33,30,105,286,jonesde02
Kessler Edwards,21,BKN,SF,48,23,987,110,267,48,136,62,131,0.502,16,19,44,128,172,31,29,24,42,85,284,edwarke02
DeAndre' Bembry,27,TOT,SF,56,20,1026,124,221,15,36,109,185,0.595,21,35,42,121,163,66,49,25,31,113,284,bembrde01
Troy Brown Jr.,22,CHI,SF,66,7,1055,108,258,47,133,61,125,0.51,20,26,39,164,203,66,36,5,26,62,283,browntr01
Jevon Carter,26,TOT,PG,66,3,905,98,253,66,170,32,83,0.518,15,18,14,96,110,96,24,14,34,67,277,carteje01
Quentin Grimes,21,NYK,SG,46,6,786,95,235,72,189,23,46,0.557,13,19,24,70,94,44,31,11,28,72,275,grimequ01
Justise Winslow,25,TOT,PF,48,11,774,110,257,15,66,95,191,0.457,39,66,50,152,202,84,35,25,49,67,274,winslju01
Rodney McGruder,30,DET,SG,51,2,754,98,225,58,146,40,79,0.564,19,26,31,80,111,48,21,7,24,58,273,mcgruro01
Zeke Nnaji,21,DEN,PF,41,1,698,96,186,37,80,59,106,0.616,41,65,56,91,147,17,16,13,23,79,270,nnajize01
Dean Wade,25,CLE,PF,51,28,980,99,217,51,142,48,75,0.574,20,30,31,119,150,52,29,7,16,88,269,wadede01
Keon Johnson,19,TOT,SG,37,12,697,96,272,34,100,62,172,0.415,41,51,24,57,81,76,28,12,46,69,267,johnske07
Jock Landale,26,SAS,C,54,1,589,101,204,29,89,72,115,0.566,34,41,63,75,138,45,10,14,31,53,265,landajo01
Svi Mykhailiuk,24,TOR,SF,56,5,716,91,234,41,134,50,100,0.476,32,37,20,72,92,45,26,4,32,54,255,mykhasv01
Robin Lopez,33,ORL,C,36,9,612,110,199,2,6,108,193,0.558,32,54,68,58,126,54,2,18,44,67,254,lopezro01
Xavier Tillman Sr.,23,MEM,PF,53,2,701,98,216,10,49,88,167,0.477,46,71,66,95,161,62,49,15,34,63,252,tillmxa01
Wesley Matthews,35,MIL,SG,49,14,1002,87,220,53,157,34,63,0.516,22,28,30,62,92,36,23,8,18,87,249,matthwe02
Danuel House Jr.,28,TOT,SF,42,7,727,80,198,44,117,36,81,0.515,44,58,18,93,111,44,21,17,33,51,248,houseda01
Khem Birch,29,TOR,C,55,28,991,97,200,0,14,97,186,0.485,53,71,122,117,239,56,30,26,29,104,247,birchkh01
Frank Ntilikina,23,DAL,SG,58,5,685,89,223,38,111,51,112,0.484,24,25,12,67,79,69,27,7,31,61,240,ntilila01
Alex Len,28,SAC,C,39,10,620,94,176,6,21,88,155,0.551,41,63,52,109,161,45,13,25,43,100,235,lenal01
Jordan McLaughlin,25,MIN,PG,62,3,902,88,200,27,85,61,115,0.508,30,40,22,72,94,180,57,10,38,54,233,mclaujo01
David Nwaba,29,HOU,SF,46,4,609,85,176,15,49,70,127,0.526,48,67,41,110,151,35,28,20,21,55,233,nwabada01
Taj Gibson,36,NYK,C,52,4,946,86,166,15,38,71,128,0.563,42,52,88,141,229,32,22,40,27,137,229,gibsota01
T.J. McConnell,29,IND,PG,27,8,652,100,208,10,33,90,175,0.505,19,23,20,70,90,131,29,10,29,53,229,mccontj01
Moses Moody,19,GSW,SG,52,11,607,80,183,40,110,40,73,0.546,28,36,17,63,80,23,7,10,13,43,228,moodymo01
Timothé Luwawu-Cabarrot,26,ATL,SF,52,18,685,74,186,44,122,30,64,0.516,35,41,17,65,82,40,18,6,20,76,227,luwawti01
Greg Brown III,20,POR,SF,48,6,640,81,190,19,61,62,129,0.476,44,65,38,97,135,35,26,24,36,90,225,browngr01
Zach Collins,24,SAS,C,28,4,502,76,155,14,41,62,114,0.535,52,65,46,107,153,61,13,23,45,67,218,colliza01
Romeo Langford,22,TOT,SG,48,5,771,83,191,29,85,54,106,0.51,23,42,30,78,108,21,22,16,16,47,218,langfro01
Maurice Harkless,28,SAC,SF,47,24,863,83,181,31,101,52,80,0.544,20,28,12,100,112,23,29,24,31,77,217,harklma01
Trey Burke,29,DAL,PG,42,0,441,84,215,26,82,58,133,0.451,20,23,4,29,33,57,12,0,26,39,214,burketr01
Bismack Biyombo,29,PHX,C,36,3,506,86,145,0,0,86,145,0.593,38,71,63,104,167,23,12,26,25,70,210,biyombi01
Ignas Brazdeikis,23,ORL,SF,42,1,536,81,188,27,87,54,101,0.503,21,32,23,49,72,37,10,3,17,48,210,brazdig01
Davon Reed,26,DEN,SG,48,5,668,81,161,37,86,44,75,0.618,10,15,14,94,108,53,24,9,16,63,209,reedda01
Saben Lee,22,DET,PG,37,0,604,69,177,14,60,55,117,0.429,56,71,18,69,87,107,36,12,36,44,208,leesa01
Derrick Favors,30,OKC,C,39,18,653,94,182,2,16,92,166,0.522,16,25,58,126,184,25,17,12,9,62,206,favorde01
Dennis Smith Jr.,24,POR,PG,37,4,638,79,189,6,27,73,162,0.434,42,64,20,68,88,132,45,12,51,52,206,smithde03
DeAndre Jordan,33,TOT,C,48,20,622,92,143,0,0,92,143,0.643,22,40,83,181,264,21,12,35,37,71,206,jordade01
Dalano Banton,22,TOR,PG,64,1,696,83,202,13,51,70,151,0.443,26,44,38,86,124,99,28,10,53,68,205,bantoda01
Thomas Bryant,24,WAS,C,27,9,439,77,148,12,42,65,106,0.561,35,40,26,82,108,23,6,21,19,43,201,bryanth01
Lindy Waters III,24,OKC,SG,25,1,465,71,175,53,146,18,29,0.557,4,5,6,67,73,24,19,8,11,31,199,waterli01
Isaiah Joe,22,PHI,SG,55,1,609,62,177,45,135,17,42,0.477,29,31,6,50,56,35,14,3,19,47,198,joeis01
Day'Ron Sharpe,20,BKN,PF,32,8,391,86,149,2,7,84,142,0.584,24,41,81,79,160,17,10,15,30,60,198,sharpda01
Tomáš Satoranský,30,TOT,SG,55,13,906,72,191,11,53,61,138,0.406,43,54,27,99,126,184,29,5,46,71,198,satorto01
Aaron Nesmith,22,BOS,SF,52,3,574,72,182,31,115,41,67,0.481,21,26,15,74,89,22,20,5,31,70,196,nesmiaa01
Trent Forrest,23,UTA,PG,60,6,765,76,155,5,27,71,128,0.506,38,48,23,76,99,106,30,6,48,43,195,forretr01
Markelle Fultz,23,ORL,PG,18,3,360,83,175,4,17,79,158,0.486,25,31,4,45,49,99,20,5,40,22,195,fultzma01
Malachi Flynn,23,TOR,PG,44,5,537,72,183,30,90,42,93,0.475,15,24,10,53,63,70,20,4,13,45,189,flynnma01
Vít Krejčí,21,OKC,SG,30,8,690,68,167,32,98,36,69,0.503,19,22,18,83,101,57,19,8,29,65,187,krejcvi01
Tony Snell,30,TOT,SG,53,12,823,69,171,45,128,24,43,0.535,4,4,16,87,103,28,16,9,19,70,187,snellto01
Luka Garza,23,DET,C,32,5,389,66,147,16,49,50,98,0.503,38,61,58,42,100,20,9,6,18,55,186,garzalu01
Rajon Rondo,35,TOT,PG,39,1,697,68,176,31,88,37,88,0.474,19,26,15,93,108,170,30,6,68,56,186,rondora01
Isaiah Thomas,32,TOT,PG,22,1,333,67,167,28,83,39,84,0.485,22,26,4,25,29,34,7,5,15,34,184,thomais02
Anthony Gill,29,WAS,PF,44,0,463,62,109,14,26,48,83,0.633,42,52,33,52,85,27,5,11,18,58,180,gillan01
Keifer Sykes,28,IND,PG,32,11,566,69,190,27,90,42,100,0.434,15,17,8,37,45,62,12,4,33,51,180,sykeske01
Collin Sexton,23,CLE,SG,11,11,316,68,151,11,45,57,106,0.487,29,39,13,23,36,23,10,0,31,25,176,sextoco01
Thanasis Antetokounmpo,29,MIL,SF,48,6,473,70,128,2,14,68,114,0.555,29,46,40,61,101,22,16,12,26,68,171,antetth01
Brandon Goodwin,26,CLE,PG,36,5,502,64,154,19,55,45,99,0.477,24,38,14,53,67,91,25,1,36,39,171,goodwbr01
Kelan Martin,26,TOT,SF,30,1,450,70,171,22,75,48,96,0.474,9,13,17,38,55,21,13,9,14,36,171,martike03
Moses Brown,22,TOT,C,40,6,345,64,108,0,0,64,108,0.593,43,72,39,96,135,1,7,16,20,53,171,brownmo01
Tony Bradley,24,CHI,C,55,7,549,72,123,0,0,72,123,0.585,19,29,67,119,186,27,10,33,34,62,163,bradlto01
Yuta Watanabe,27,TOR,SF,38,4,445,56,138,27,79,29,59,0.504,24,40,18,74,92,21,11,16,19,38,163,watanyu01
Rodney Hood,29,TOT,SF,52,0,709,58,157,30,91,28,66,0.465,17,19,15,62,77,38,15,6,11,31,163,hoodro01
Jared Butler,21,UTA,SG,42,1,360,61,151,28,88,33,63,0.497,11,16,5,40,45,63,17,8,33,47,161,butleja02
Brook Lopez,33,MIL,C,13,11,298,61,131,19,53,42,78,0.538,20,23,19,34,53,6,8,15,12,34,161,lopezbr01
Matt Thomas,27,CHI,SG,40,0,459,55,134,35,91,20,43,0.541,16,20,3,47,50,20,8,3,8,18,161,thomama02
Sterling Brown,26,DAL,SG,49,3,628,59,155,28,92,31,63,0.471,14,15,26,123,149,34,14,7,23,56,160,brownst02
Joe Harris,30,BKN,SF,14,14,423,56,124,41,88,15,36,0.617,5,6,5,51,56,14,7,2,16,31,158,harrijo01
Goran Dragić,35,TOT,PG,21,8,498,57,151,16,63,41,88,0.43,27,33,13,52,65,86,19,4,34,45,157,dragigo01
Marquese Chriss,24,DAL,PF,34,0,346,62,134,8,25,54,109,0.493,22,33,33,70,103,17,13,12,17,64,154,chrisma01
Gorgui Dieng,32,ATL,C,44,3,371,53,112,29,68,24,44,0.603,19,26,32,89,121,34,11,13,20,52,154,dienggo01
Sandro Mamukelashvili,22,MIL,PF,41,3,407,57,115,22,52,35,63,0.591,18,22,35,47,82,22,9,9,15,28,154,mamuksa01
Olivier Sarr,22,OKC,C,22,2,421,58,101,13,29,45,72,0.639,24,29,34,59,93,19,6,15,22,52,153,sarrol01
Patrick Williams,20,CHI,PF,17,9,422,54,102,15,29,39,73,0.603,30,41,17,52,69,15,9,9,16,28,153,willipa01
Elfrid Payton,27,PHX,PG,50,1,549,67,175,4,18,63,157,0.394,12,32,21,67,88,99,25,6,47,38,150,paytoel01
Nick Richards,24,CHA,C,50,5,367,60,90,0,0,60,90,0.667,30,43,34,52,86,13,9,21,24,51,150,richani01
Admiral Schofield,24,ORL,SF,38,1,469,54,129,26,79,28,50,0.519,12,15,17,72,89,25,4,5,21,58,146,schofad01
James Bouknight,21,CHA,SG,31,0,304,49,141,17,49,32,92,0.408,27,31,22,30,52,26,7,1,15,29,142,bouknja01
Kira Lewis Jr.,20,NOP,PG,24,0,341,59,146,13,58,46,88,0.449,10,12,9,30,39,49,11,1,26,17,141,lewiski01
Wenyen Gabriel,24,TOT,PF,26,5,358,54,110,8,28,46,82,0.527,25,42,39,58,97,14,5,11,16,68,141,gabriwe01
Cody Zeller,29,POR,C,27,0,355,51,90,0,4,51,86,0.567,38,49,50,75,125,22,8,6,19,56,140,zelleco01
Nathan Knight,24,MIN,PF,37,2,267,45,88,4,13,41,75,0.534,44,60,32,53,85,22,7,8,18,42,138,knighna01
Josh Okogie,23,MIN,SG,49,6,516,42,104,14,47,28,57,0.471,35,51,29,41,70,25,26,12,23,53,133,okogijo01
