Player,Age,Team,Pos,G,GS,MP,+/- Per 100 Poss_OnCourt,+/- Per 100 Poss_On-Off,BadPass,LostBall,Fouls Committed_Shoot,Fouls Committed_Off., Fouls Drawn_Shoot,Fouls Drawn_Off.,PGA,And1,Blkd,playerID
Bryce McGowens,22,POR,SG,13,0,32,-17.5,-14.3,3,1,1,0,3,0,5,1,1,mcgowbr01
Leonard Miller,21,MIN,SF,13,0,32,-18.8,-24,1,0,2,0,3,0,0,0,1,millele01
Ulrich Chomche,19,TOR,PF,7,0,32,-42.5,-38.4,1,1,5,0,0,0,5,0,0,chomcul01
Jalen Bridges,23,PHX,SF,8,0,30,6.8,9.7,0,4,0,0,2,0,0,0,0,bridgja01
Jahmir Young,24,CHI,PG,6,0,30,-7,-5.8,1,0,2,0,1,0,14,0,1,youngja05
Kevin McCullar Jr.,23,NYK,SF,4,0,29,-3.3,-7.5,0,0,6,0,1,0,5,0,1,mcculke01
Trentyn Flowers,19,LAC,SF,6,0,27,-14.4,-19.1,0,1,1,0,1,0,0,1,0,flowetr01
Emanuel Miller,24,CHI,PF,6,0,25,-10.3,-9.1,0,0,1,0,1,0,5,0,0,milleem01
Daniss Jenkins,23,DET,PG,7,0,23,-22,-24.1,1,0,1,0,1,0,7,0,0,jenkida01
Anton Watson,24,NYK,SF,9,0,22,-26.6,-31,1,0,1,1,0,0,5,0,1,watsoan02
Tolu Smith,24,DET,PF,1,0,22,15.9,14,0,0,0,1,1,0,0,1,2,smithto05
Malevy Leons,25,OKC,SF,6,0,21,-42.3,-55.6,0,1,3,0,2,0,2,0,1,leonsma01
Adama Sanogo,22,CHI,C,4,0,21,-13.9,-12.7,0,1,1,0,0,0,2,0,1,sanogad01
Taze Moore,26,POR,SG,2,0,20,-17.3,-14.1,1,0,0,0,1,0,3,0,1,mooreta02
Ron Harper Jr.,24,DET,SF,1,0,17,0.6,-1.4,0,0,0,0,1,0,6,0,0,harpero02
Isaiah Mobley,25,PHI,PF,1,0,17,-15.4,-9,0,0,2,0,1,0,13,0,0,mobleis01
Yuri Collins,23,GSW,PG,2,0,16,-8.3,-11.9,0,0,3,0,0,0,9,0,0,colliyu01
Tristen Newton,23,TOT,SG,8,0,16,-16.1,-19.8,1,0,1,0,0,0,5,0,1,newtotr01
Daishen Nix,22,MIN,PG,3,0,13,28.2,23.2,1,2,1,0,1,0,7,0,0,nixda01
Skal Labissière,28,SAC,PF,4,0,12,-10,-10.5,0,0,1,0,0,0,3,0,0,labissk01
Braxton Key,27,GSW,SF,3,0,11,-28.6,-32.2,1,0,0,0,3,0,0,0,1,keybr01
Cui Yongxi,21,BKN,SG,5,0,10,-3,4.5,0,0,0,0,1,0,0,0,1,cuiyo01
Mac McClung,26,ORL,SG,2,0,10,-17.1,-16.7,0,0,2,0,0,0,8,0,0,mccluma01
Quincy Olivari,23,LAL,PG,2,0,10,-85.7,-87.6,1,0,0,0,0,0,2,0,0,olivaqu01
Terence Davis,27,SAC,SG,1,0,8,-13.8,-14.4,0,0,0,0,0,0,2,0,0,daviste02
Jalen McDaniels,27,WAS,SF,4,0,7,15.1,27.3,0,0,0,0,0,0,3,0,0,mcdanja01
Riley Minix,24,SAS,SF,1,0,7,6.7,9.7,0,0,0,0,0,0,0,0,0,minixri01
Isaiah Stevens,24,MIA,PG,3,0,6,39.4,38.9,0,0,0,0,0,0,0,0,0,steveis01
Terry Taylor,25,SAC,PF,3,0,6,62.8,62.4,0,0,0,0,0,0,5,0,0,taylote01
Jesse Edwards,24,MIN,C,2,0,5,-100,-105.2,0,0,1,0,0,0,2,0,0,edwarje01
James Wiseman,23,IND,C,1,0,5,-23.5,-25.9,0,0,0,0,1,0,0,0,0,wisemja01
Alondes Williams,25,DET,SG,1,0,4,71.4,69.5,0,0,0,0,0,0,3,0,0,willial06
Zyon Pullin,23,MEM,SG,3,0,3,0,-5,0,0,0,0,0,0,0,0,0,pullizy01
Jahlil Okafor,29,IND,C,1,0,3,80.4,78.1,0,0,0,0,0,0,2,0,0,okafoja01
