Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,playerID
Nikola Jokić,27,DEN,C,69,69,2323,646,1022,57,149,589,873,0.66,341,415,167,650,817,678,87,47,247,174,1690,jokicni01
Jalen Green,20,HOU,SG,76,76,2602,566,1359,187,554,379,805,0.485,364,463,43,241,284,281,59,18,200,131,1683,greenja05
Jordan Poole,23,GSW,PG,82,43,2458,550,1278,214,637,336,641,0.514,361,415,32,193,225,369,63,21,252,214,1675,poolejo01
Mikal Bridges,26,TOT,SG,83,83,2963,593,1267,169,442,424,825,0.535,316,353,79,285,364,273,91,61,127,159,1671,bridgmi01
Stephen Curry,34,GSW,PG,56,56,1941,559,1133,273,639,286,494,0.614,257,281,39,302,341,352,52,20,179,117,1648,curryst01
Jalen Brunson,26,NYK,PG,68,68,2379,587,1195,134,322,453,873,0.547,325,392,40,201,241,421,61,15,142,152,1633,brunsja01
Kyrie Irving,30,TOT,SG,60,60,2241,594,1203,188,496,406,707,0.572,247,273,59,245,304,331,66,45,128,165,1623,irvinky01
Ja Morant,23,MEM,PG,61,59,1948,566,1214,92,300,474,914,0.504,372,497,61,296,357,493,66,16,206,100,1596,moranja01
LeBron James,38,LAL,PF,55,54,1954,609,1219,121,377,488,842,0.549,251,327,65,392,457,375,50,32,178,88,1590,jamesle01
CJ McCollum,31,NOP,PG,75,75,2649,587,1344,211,543,376,801,0.515,183,238,55,273,328,429,70,38,183,153,1568,mccolcj01
Bam Adebayo,25,MIA,C,75,75,2598,602,1114,1,12,601,1102,0.541,324,402,184,504,688,240,88,61,187,208,1529,adebaba01
Dejounte Murray,26,ATL,SG,74,74,2693,612,1319,133,387,479,932,0.514,158,190,53,336,389,448,112,19,160,106,1515,murrade01
Domantas Sabonis,26,SAC,C,79,79,2736,577,938,31,83,546,855,0.632,325,438,251,722,973,573,65,39,230,279,1510,sabondo01
Klay Thompson,32,GSW,SF,69,69,2279,546,1252,301,731,245,521,0.556,116,132,39,247,286,163,49,29,123,130,1509,thompkl01
Kristaps Porziņģis,27,WAS,C,65,65,2120,507,1018,137,356,370,662,0.565,354,416,114,432,546,174,58,100,137,196,1505,porzikr01
Darius Garland,23,CLE,PG,69,69,2447,522,1129,169,412,353,717,0.537,277,321,28,157,185,538,85,9,199,148,1490,garlada01
Franz Wagner,21,ORL,SF,80,80,2609,542,1118,130,360,412,758,0.543,271,322,70,259,329,283,77,17,167,183,1485,wagnefr01
Devin Booker,26,PHX,SG,53,53,1835,527,1067,111,316,416,751,0.546,306,358,46,194,240,293,51,18,145,159,1471,bookede01
Jimmy Butler,33,MIA,PF,64,64,2138,479,888,36,103,443,785,0.56,472,555,141,234,375,340,117,21,101,80,1466,butleji01
Anthony Davis,29,LAL,C,56,54,1904,542,962,19,74,523,888,0.573,348,444,195,507,702,148,59,114,122,146,1451,davisan02
Nikola Vučević,32,CHI,C,82,82,2746,597,1148,121,347,476,801,0.573,132,158,159,744,903,265,60,57,139,179,1447,vucevni01
Paolo Banchero,20,ORL,PF,72,72,2430,479,1122,85,285,394,837,0.465,394,534,84,413,497,269,60,39,200,160,1437,banchpa01
RJ Barrett,22,NYK,SG,73,73,2475,510,1176,121,390,389,786,0.485,290,392,60,308,368,201,31,15,164,179,1431,barrerj01
Keldon Johnson,23,SAS,SF,63,63,2063,503,1113,134,407,369,706,0.512,245,327,56,262,318,183,46,11,134,125,1385,johnske04
Spencer Dinwiddie,29,TOT,SG,79,79,2725,460,1050,181,490,279,560,0.524,268,330,28,242,270,515,67,24,145,187,1369,dinwisp01
Kevin Durant,34,TOT,PF,47,47,1672,483,862,93,230,390,632,0.614,307,334,17,296,313,235,34,67,156,99,1366,duranke01
Kyle Kuzma,27,WAS,PF,64,64,2239,512,1142,160,481,352,661,0.518,173,237,55,408,463,239,36,29,190,145,1357,kuzmaky01
Tyler Herro,23,MIA,SG,67,67,2337,487,1109,203,537,284,572,0.531,170,182,27,333,360,280,51,16,158,101,1347,herroty01
Buddy Hield,30,IND,SF,80,73,2482,475,1038,288,677,187,361,0.596,106,129,67,333,400,225,92,26,139,156,1344,hieldbu01
Fred VanVleet,28,TOR,PG,69,69,2535,437,1112,207,606,230,506,0.486,254,283,30,250,280,495,123,38,140,193,1335,vanvlfr01
Paul George,32,LAC,SF,56,56,1939,459,1004,158,426,301,578,0.536,256,294,45,297,342,288,83,20,176,159,1332,georgpa01
Terry Rozier,28,CHA,SG,63,63,2221,493,1188,165,505,328,683,0.484,178,220,51,208,259,319,74,16,134,119,1329,roziete01
Anfernee Simons,23,POR,SG,62,62,2171,467,1045,212,562,255,483,0.548,160,179,18,143,161,253,42,14,128,142,1306,simonan01
Bennedict Mathurin,20,IND,SG,78,17,2222,413,951,100,310,313,641,0.487,376,454,87,231,318,116,48,13,152,162,1302,mathube01
Jamal Murray,25,DEN,PG,65,65,2133,473,1041,172,432,301,609,0.537,180,216,48,209,257,400,66,16,145,103,1298,murraja01
Jerami Grant,28,POR,PF,63,63,2246,434,913,144,359,290,554,0.554,278,342,53,230,283,150,51,53,116,152,1290,grantje01
Jrue Holiday,32,MIL,PG,67,65,2183,490,1023,158,411,332,612,0.556,152,177,79,262,341,495,79,25,197,116,1290,holidjr01
Evan Mobley,21,CLE,PF,79,79,2715,525,947,22,102,503,845,0.566,205,304,187,524,711,224,60,119,146,218,1277,mobleev01
Bojan Bogdanović,33,DET,PF,59,59,1893,430,882,145,353,285,529,0.57,268,303,36,187,223,152,34,8,135,113,1273,bogdabo02
Jordan Clarkson,30,UTA,SG,61,61,1988,458,1031,155,459,303,572,0.519,200,245,72,174,246,270,33,13,186,120,1271,clarkjo01
D'Angelo Russell,26,TOT,PG,71,71,2304,445,948,194,490,251,458,0.572,179,216,35,180,215,437,70,29,186,140,1263,russeda01
Josh Giddey,20,OKC,PF,76,76,2367,539,1118,76,234,463,884,0.516,106,145,148,451,599,469,57,31,211,143,1260,giddejo01
Desmond Bane,24,MEM,SG,58,58,1841,450,939,166,407,284,532,0.568,181,205,43,248,291,254,56,22,126,150,1247,banede01
Kawhi Leonard,31,LAC,SF,52,50,1748,446,871,104,250,342,621,0.572,243,279,57,281,338,204,72,28,88,84,1239,leonaka01
Brook Lopez,34,MIL,C,78,78,2373,477,899,136,364,341,535,0.606,149,190,157,363,520,99,37,193,107,203,1239,lopezbr01
Harrison Barnes,30,SAC,PF,82,82,2662,374,791,132,353,242,438,0.556,350,413,87,279,366,128,57,10,86,103,1230,barneha02
Tyrese Maxey,22,PHI,SG,60,41,2016,439,913,160,369,279,544,0.568,180,213,23,153,176,212,49,8,80,132,1218,maxeyty01
James Harden,33,PHI,PG,58,58,2135,371,842,161,418,210,424,0.536,313,361,40,314,354,618,71,31,195,112,1216,hardeja01
Immanuel Quickley,23,NYK,SG,81,21,2344,419,936,168,454,251,482,0.537,203,248,58,279,337,279,80,14,100,166,1209,quickim01
Jaden Ivey,20,DET,SG,74,73,2304,409,983,120,350,289,633,0.477,266,356,73,215,288,387,61,17,237,242,1204,iveyja01
Deandre Ayton,24,PHX,C,67,67,2035,522,887,7,24,515,863,0.592,152,200,172,495,667,115,37,53,120,190,1203,aytonde01
Scottie Barnes,21,TOR,SF,77,76,2678,463,1016,63,224,400,792,0.487,190,246,179,333,512,371,83,61,154,170,1179,barnesc01
Jaren Jackson Jr.,23,MEM,C,63,63,1787,416,822,100,282,316,540,0.567,241,306,108,318,426,60,65,189,107,227,1173,jacksja02
Bradley Beal,29,WAS,SG,50,50,1673,444,878,80,219,364,659,0.551,192,228,41,155,196,271,45,33,145,107,1160,bealbr01
Tyrese Haliburton,22,IND,PG,56,56,1883,412,841,161,402,251,439,0.586,175,201,33,172,205,585,91,25,141,69,1160,halibty01
Russell Westbrook,34,TOT,PG,73,24,2126,432,991,89,286,343,705,0.481,206,314,89,334,423,551,76,33,255,162,1159,westbru01
Trey Murphy III,22,NOP,SF,79,65,2448,387,800,202,497,185,303,0.61,172,190,59,222,281,112,89,43,61,155,1148,murphtr02
Gary Trent Jr.,24,TOR,SG,66,44,2118,405,935,166,450,239,485,0.522,172,205,30,143,173,106,104,14,55,102,1148,trentga02
P.J. Washington,24,CHA,PF,73,73,2380,434,978,149,428,285,550,0.52,127,174,73,285,358,175,66,79,110,193,1144,washipj01
Kevin Huerter,24,SAC,SG,75,75,2203,420,866,205,510,215,356,0.603,95,131,42,209,251,221,80,24,97,181,1140,huertke01
Kevin Porter Jr.,22,HOU,PG,59,59,2024,391,884,141,385,250,499,0.522,207,264,76,238,314,338,82,17,188,156,1130,porteke02
OG Anunoby,25,TOR,SF,67,67,2386,421,885,142,367,279,518,0.556,140,167,95,237,332,131,128,50,132,200,1124,anunoog01
Jonas Valančiūnas,30,NOP,C,79,79,1968,446,816,38,109,408,707,0.57,185,224,225,579,804,140,20,52,159,245,1115,valanjo01
Christian Wood,27,DAL,C,67,17,1738,396,769,105,279,291,490,0.583,217,281,87,404,491,121,30,72,121,169,1114,woodch01
Myles Turner,26,IND,C,62,62,1825,402,733,93,249,309,484,0.612,216,276,88,378,466,89,36,140,103,215,1113,turnemy01
Brandon Ingram,25,NOP,SF,45,45,1538,404,835,64,164,340,671,0.522,240,272,23,223,246,262,32,19,148,116,1112,ingrabr01
Aaron Gordon,27,DEN,PF,68,68,2055,429,761,60,173,369,588,0.603,191,314,164,282,446,203,54,51,98,129,1109,gordoaa01
Alperen Şengün,20,HOU,C,75,72,2171,442,799,19,57,423,742,0.565,206,288,242,436,678,291,70,70,193,258,1109,sengual01
Tobias Harris,30,PHI,SF,74,74,2436,423,845,126,324,297,521,0.575,113,129,67,357,424,186,68,40,89,149,1085,harrito02
Michael Porter Jr.,24,DEN,SF,62,62,1798,398,817,188,454,210,363,0.602,96,120,64,277,341,65,37,29,68,119,1080,portemi01
Saddiq Bey,23,TOT,SF,77,37,2129,353,836,151,418,202,418,0.513,205,238,98,264,362,118,70,13,71,123,1062,beysa01
Jalen Williams,21,OKC,SG,75,62,2276,414,794,73,205,341,589,0.567,155,191,84,253,337,248,103,35,123,191,1056,willija06
Dillon Brooks,27,MEM,SF,73,73,2214,392,991,143,439,249,552,0.468,120,154,45,199,244,189,65,16,104,240,1047,brookdi01
Malik Monk,24,SAC,SG,77,0,1719,357,796,143,398,214,398,0.538,184,207,32,171,203,298,49,20,146,125,1041,monkma01
KJ Martin,22,HOU,SF,82,49,2292,410,720,68,216,342,504,0.617,151,222,126,326,452,123,41,30,91,147,1039,martike04
De'Andre Hunter,25,ATL,SF,67,67,2126,379,822,100,286,279,536,0.522,171,207,46,238,284,94,35,17,82,199,1029,huntede01
Malik Beasley,26,TOT,SG,81,27,2093,370,937,235,658,135,279,0.52,50,65,35,248,283,124,65,9,90,107,1025,beaslma01
Tim Hardaway Jr.,30,DAL,SF,71,45,2152,340,847,212,550,128,297,0.527,127,165,21,230,251,129,49,12,60,120,1019,hardati02
Norman Powell,29,LAC,SG,60,8,1567,340,710,114,287,226,423,0.559,225,277,24,151,175,109,50,18,101,125,1019,powelno01
Derrick White,28,BOS,SG,82,70,2319,350,758,149,391,201,367,0.56,168,192,52,241,293,321,54,76,95,177,1017,whitede01
Luguentz Dort,23,OKC,SF,74,73,2272,339,873,135,409,204,464,0.466,200,259,128,216,344,154,75,23,92,243,1013,dortlu01
Jabari Smith Jr.,19,HOU,PF,79,79,2451,364,892,120,391,244,501,0.475,162,206,122,447,569,101,43,74,104,227,1010,smithja05
Malcolm Brogdon,30,BOS,PG,67,0,1744,354,732,132,297,222,435,0.574,160,184,42,238,280,248,45,18,98,109,1000,brogdma01
Bobby Portis,27,MIL,PF,70,22,1818,398,803,95,257,303,546,0.555,96,125,154,518,672,105,29,16,81,115,987,portibo01
Keegan Murray,22,SAC,SF,80,78,2382,354,782,206,501,148,281,0.584,62,81,89,282,371,98,61,42,60,162,976,murrake02
Kelly Oubre Jr.,27,CHA,SF,48,40,1548,353,819,108,339,245,480,0.497,158,208,65,184,249,54,68,18,64,141,972,oubreke01
Jarrett Allen,24,CLE,C,68,68,2220,403,626,1,10,402,616,0.645,162,221,221,445,666,113,54,84,93,153,969,allenja01
Nic Claxton,23,BKN,C,76,76,2271,414,587,0,2,414,585,0.705,133,246,184,518,702,144,65,189,96,212,961,claxtni01
Jaden McDaniels,22,MIN,SF,79,79,2416,370,716,107,269,263,447,0.591,106,144,92,215,307,148,74,76,112,272,953,mcdanja02
Rudy Gobert,30,MIN,C,70,70,2148,360,546,0,3,360,543,0.659,219,340,231,583,814,87,56,95,122,210,939,goberru01
John Collins,25,ATL,PF,71,71,2130,359,707,70,240,289,467,0.557,143,178,77,385,462,85,42,73,79,220,931,collijo01
Bruce Brown,26,DEN,SF,80,31,2280,358,741,91,254,267,487,0.545,116,153,63,265,328,268,87,51,123,190,923,brownbr01
Max Strus,26,MIA,SF,80,33,2272,324,790,197,563,127,227,0.535,78,89,49,209,258,171,42,12,70,166,923,strusma01
Caris LeVert,28,CLE,SG,74,30,2237,320,742,127,324,193,418,0.517,130,180,53,229,282,287,72,24,116,170,897,leverca01
Jakob Poeltl,27,TOT,C,72,71,1906,389,618,0,1,389,617,0.629,119,201,236,417,653,197,66,86,125,195,897,poeltja01
Tre Jones,23,SAS,PG,68,65,1984,341,743,45,158,296,585,0.489,148,172,56,189,245,448,89,9,110,98,875,jonestr01
Wendell Carter Jr.,23,ORL,C,57,54,1690,322,613,80,225,242,388,0.591,144,195,120,377,497,132,30,33,106,159,868,cartewe01
Mason Plumlee,32,TOT,C,79,60,2054,329,484,0,0,329,484,0.68,199,313,229,471,700,245,46,47,117,217,857,plumlma01
Eric Gordon,34,TOT,SG,69,58,1965,291,653,132,356,159,297,0.547,142,173,16,118,134,183,43,25,104,78,856,gordoer01
Kelly Olynyk,31,UTA,C,68,68,1942,278,557,93,236,185,321,0.583,198,232,82,338,420,252,60,37,168,232,847,olynyke01
LaMelo Ball,21,CHA,PG,36,36,1268,296,721,144,383,152,338,0.51,102,122,42,189,231,304,46,11,129,118,838,ballla01
Markelle Fultz,24,ORL,PG,60,60,1778,349,679,27,87,322,592,0.534,112,143,69,165,234,341,87,26,139,131,837,fultzma01
Austin Reaves,24,LAL,SG,64,22,1843,259,490,86,216,173,274,0.616,229,265,33,160,193,215,33,19,99,108,833,reaveau01
Patrick Williams,21,CHI,PF,82,65,2323,314,677,115,277,199,400,0.549,90,105,78,249,327,100,72,70,101,147,833,willipa01
Dennis Schröder,29,LAL,PG,66,50,1986,270,650,74,225,196,425,0.472,216,252,21,144,165,298,50,10,112,145,830,schrode01
Tyus Jones,26,MEM,PG,80,22,1940,311,710,121,326,190,384,0.523,80,100,28,172,200,417,83,6,74,32,823,jonesty01
Kentavious Caldwell-Pope,29,DEN,SG,76,76,2381,292,632,135,319,157,313,0.569,103,125,35,173,208,183,112,35,86,145,822,caldwke01
Corey Kispert,23,WAS,SF,74,45,2093,291,585,163,384,128,201,0.637,75,88,33,174,207,87,32,9,55,97,820,kispeco01
Chris Paul,37,PHX,PG,59,59,1889,294,668,98,261,196,407,0.513,133,160,27,224,251,524,91,22,114,126,819,paulch01
Ivica Zubac,25,LAC,C,76,76,2170,326,514,0,2,326,512,0.634,166,238,236,520,756,77,29,98,117,219,818,zubaciv01
Quentin Grimes,22,NYK,SG,71,66,2121,282,602,157,407,125,195,0.599,78,98,49,180,229,150,47,26,69,177,799,grimequ01
Mike Conley,35,TOT,PG,67,66,2029,261,610,135,351,126,259,0.539,141,169,33,149,182,450,73,14,103,139,798,conlemi01
Onyeka Okongwu,22,ATL,C,80,18,1849,317,497,4,13,313,484,0.642,153,196,217,359,576,81,56,107,81,251,791,okongon01
Shaedon Sharpe,19,POR,SG,80,15,1779,306,648,102,283,204,365,0.551,75,105,63,173,236,94,38,24,83,136,789,sharpsh01
Killian Hayes,21,DET,PG,76,56,2154,307,815,80,286,227,529,0.426,92,112,28,193,221,470,104,28,173,219,786,hayeski01
Cole Anthony,22,ORL,PG,60,4,1552,277,610,75,206,202,404,0.516,152,170,47,241,288,235,37,31,91,158,781,anthoco01
Naz Reid,23,MIN,C,68,11,1251,310,577,75,217,235,360,0.602,86,127,73,260,333,77,42,53,92,176,781,reidna01
De'Anthony Melton,24,PHI,SG,77,58,2150,277,651,157,403,120,248,0.546,69,87,69,243,312,197,126,41,102,191,780,meltode01
Clint Capela,28,ATL,C,65,63,1730,350,536,0,1,350,535,0.653,79,131,258,459,717,58,45,79,54,139,779,capelca01
Tari Eason,21,HOU,PF,82,5,1767,296,660,59,172,237,488,0.493,109,145,195,301,496,88,96,47,101,189,760,easonta01
Bogdan Bogdanović,30,ATL,SG,54,9,1508,273,611,146,360,127,251,0.566,64,77,23,142,165,150,43,18,65,86,756,bogdabo01
Jalen McDaniels,25,TOT,SF,80,24,1913,281,617,77,232,204,385,0.518,116,138,63,283,346,130,83,34,93,209,755,mcdanja01
Zion Williamson,22,NOP,PF,29,29,956,285,469,7,19,278,450,0.615,177,248,58,144,202,133,32,16,99,65,754,willizi01
Grayson Allen,27,MIL,SG,72,70,1972,245,557,146,366,99,191,0.571,114,126,61,176,237,163,62,14,72,117,750,allengr01
Josh Hart,27,TOT,SF,76,52,2454,275,520,61,164,214,356,0.588,132,176,142,451,593,290,88,21,117,195,743,hartjo01
Aaron Nesmith,23,IND,SF,73,60,1816,252,590,115,314,137,276,0.525,119,142,62,215,277,98,55,34,75,235,738,nesmiaa01
Gordon Hayward,32,CHA,SF,50,50,1577,276,581,52,160,224,421,0.52,129,159,33,182,215,206,42,12,99,70,733,haywago01
Zach Collins,25,SAS,C,63,26,1441,284,548,55,147,229,401,0.568,108,142,116,286,402,180,37,49,129,199,731,colliza01
Marcus Morris,33,LAC,PF,65,65,1825,274,643,112,308,162,335,0.513,68,87,29,229,258,114,42,21,56,136,728,morrima03
Coby White,22,CHI,SG,74,2,1730,263,594,128,344,135,250,0.551,61,70,16,196,212,204,54,6,74,122,715,whiteco01
Terance Mann,26,LAC,SG,81,36,1872,272,524,77,198,195,326,0.593,92,118,77,199,276,184,42,22,80,149,713,mannte01
Chris Boucher,30,TOR,PF,76,0,1523,261,529,62,189,199,340,0.552,128,168,157,264,421,29,47,64,41,143,712,bouchch01
Andrew Nembhard,23,IND,SG,75,63,2073,284,644,92,263,192,381,0.512,49,62,35,164,199,341,70,13,126,179,709,nembhan01
Rui Hachimura,24,TOT,PF,63,9,1466,284,584,51,160,233,424,0.53,88,119,53,230,283,58,19,26,53,72,707,hachiru01
Daniel Gafford,24,WAS,C,78,47,1604,289,395,0,0,289,395,0.732,127,187,163,270,433,84,33,99,85,187,705,gaffoda01
Jaylen Nowell,23,MIN,SG,65,2,1252,280,625,67,232,213,393,0.502,77,99,36,134,170,132,42,5,65,101,704,nowelja01
Marcus Smart,28,BOS,PG,61,61,1957,250,602,115,342,135,260,0.511,88,118,46,145,191,382,93,23,143,172,703,smartma01
Devin Vassell,22,SAS,SG,38,32,1178,261,595,103,266,158,329,0.525,78,100,8,140,148,136,43,17,57,57,703,vassede01
Talen Horton-Tucker,22,UTA,SG,65,20,1313,257,613,58,203,199,410,0.467,126,168,41,169,210,246,41,29,126,108,698,hortota01
Naji Marshall,25,NOP,SF,77,21,1792,247,571,66,218,181,353,0.49,138,175,48,231,279,189,54,14,97,113,698,marshna01
Deni Avdija,22,WAS,SF,76,40,2020,253,579,69,232,184,347,0.497,122,165,74,413,487,211,65,29,123,209,697,avdijde01
Santi Aldama,22,MEM,PF,77,20,1682,247,525,94,266,153,259,0.56,108,144,85,286,371,97,45,48,60,143,696,aldamsa01
Jusuf Nurkić,28,POR,C,52,52,1391,262,505,43,119,219,386,0.561,127,192,114,357,471,149,43,44,119,185,694,nurkiju01
Reggie Jackson,32,TOT,PG,68,40,1657,263,640,96,288,167,352,0.486,71,78,25,119,144,233,47,6,115,114,693,jacksre01
Isaiah Joe,23,OKC,SG,73,10,1395,224,508,161,394,63,114,0.599,82,100,27,148,175,88,48,8,39,105,691,joeis01
Ayo Dosunmu,23,CHI,SG,80,51,2098,281,570,59,189,222,381,0.545,66,82,45,175,220,206,62,26,99,182,687,dosunay01
Collin Sexton,24,UTA,PG,48,15,1145,237,468,48,122,189,346,0.558,163,199,37,68,105,138,27,6,85,112,685,sextoco01
Caleb Martin,27,MIA,SF,71,49,2077,254,548,84,236,170,312,0.54,91,113,88,256,344,117,71,31,78,145,683,martica02
Walker Kessler,21,UTA,C,74,40,1703,298,414,1,3,297,411,0.721,82,159,231,389,620,69,26,173,58,169,679,kesslwa01
Donte DiVincenzo,26,GSW,SG,72,36,1894,235,540,150,378,85,162,0.574,58,71,80,245,325,252,97,10,112,133,678,divindo01
Malaki Branham,19,SAS,SG,66,32,1550,269,611,77,255,192,356,0.503,58,70,28,153,181,127,33,7,76,115,673,branhma01
Royce O'Neale,29,BKN,SF,76,53,2409,229,593,163,419,66,174,0.524,50,69,55,329,384,283,65,49,114,239,671,onealro01
Cedi Osman,27,CLE,SF,77,2,1548,239,530,116,312,123,218,0.56,75,108,25,151,176,115,35,11,52,122,669,osmande01
Jonathan Kuminga,20,GSW,PF,67,16,1394,261,497,54,146,207,351,0.579,90,138,70,161,231,125,41,31,95,157,666,kuminjo01
Bones Hyland,22,TOT,PG,56,1,1085,228,571,117,315,111,256,0.502,86,102,20,115,135,172,39,15,82,96,659,hylanbo01
Doug McDermott,31,SAS,SF,64,0,1314,239,523,123,298,116,225,0.575,53,70,23,116,139,91,13,6,58,118,654,mcderdo01
Lonnie Walker IV,24,LAL,SG,56,32,1297,236,527,91,249,145,278,0.534,91,106,14,95,109,64,30,17,46,71,654,walkelo01
Josh Richardson,29,TOT,SG,65,10,1530,239,554,107,293,132,261,0.528,69,81,41,134,175,174,69,20,86,117,654,richajo01
Alec Burks,31,DET,SG,51,8,1122,200,459,99,239,101,220,0.544,153,188,19,139,158,114,38,8,58,98,652,burksal01
Jevon Carter,27,MIL,PG,81,39,1810,239,565,142,337,97,228,0.549,31,38,35,167,202,197,66,29,78,158,651,carteje01
T.J. McConnell,30,IND,PG,75,6,1526,283,521,26,59,257,462,0.568,58,68,45,189,234,397,81,10,143,105,650,mccontj01
Cameron Johnson,26,TOT,PF,42,41,1199,223,474,103,255,120,219,0.579,101,120,34,151,185,78,50,14,37,83,650,johnsca02
Herbert Jones,24,NOP,PF,66,66,1951,235,501,56,167,179,334,0.525,123,161,97,172,269,162,103,42,88,208,649,joneshe01
Kyle Anderson,29,MIN,PF,69,46,1957,252,495,43,105,209,390,0.553,100,136,66,302,368,335,78,63,103,146,647,anderky01
Keita Bates-Diop,27,SAS,PF,67,42,1452,236,465,56,142,180,323,0.568,119,150,65,183,248,103,46,20,56,63,647,bateske01
Jalen Smith,22,IND,C,68,31,1279,242,508,54,191,188,317,0.53,104,137,129,265,394,66,21,60,72,153,642,smithja04
Gabe Vincent,26,MIA,PG,68,34,1759,228,567,117,350,111,217,0.505,68,78,27,118,145,167,62,5,92,154,641,vincega01
Grant Williams,24,BOS,PF,79,23,2045,216,476,115,291,101,185,0.575,94,122,87,276,363,131,41,31,82,192,641,willigr01
AJ Griffin,19,ATL,SF,72,12,1401,248,533,101,259,147,274,0.56,42,47,37,116,153,73,42,12,42,87,639,griffaj01
Shake Milton,26,PHI,SG,76,11,1567,241,503,56,148,185,355,0.535,99,116,39,152,191,240,25,13,94,123,637,miltosh01
Georges Niang,29,PHI,PF,78,1,1512,222,502,154,384,68,118,0.596,39,45,19,166,185,77,30,14,54,145,637,niangge01
Monte Morris,27,WAS,PG,62,61,1695,247,515,78,204,169,311,0.555,64,77,26,184,210,326,43,13,60,75,636,morrimo01
Bol Bol,23,ORL,PF,70,33,1505,261,478,30,113,231,365,0.577,82,108,69,336,405,69,30,85,112,92,634,bolbo01
Andrew Wiggins,27,GSW,SF,37,37,1190,250,529,89,225,161,304,0.557,44,72,61,125,186,85,45,28,48,107,633,wiggian01
Jarred Vanderbilt,23,TOT,PF,78,65,1879,247,451,29,90,218,361,0.58,96,139,170,412,582,184,83,21,97,190,619,vandeja01
Draymond Green,32,GSW,PF,73,73,2297,250,474,40,131,210,343,0.57,77,108,66,459,525,500,74,60,204,229,617,greendr01
Al Horford,36,BOS,C,63,63,1922,228,479,145,325,83,154,0.627,15,21,73,317,390,189,30,61,37,121,616,horfoal01
Kyle Lowry,36,MIA,PG,55,44,1718,196,485,107,310,89,175,0.514,116,135,43,182,225,281,57,21,103,143,615,lowryky01
Jeremy Sochan,19,SAS,PF,56,53,1458,250,552,33,134,217,418,0.483,81,116,95,200,295,142,43,23,97,138,614,sochaje01
Jalen Duren,19,DET,C,67,31,1670,258,398,0,2,258,396,0.648,96,157,229,366,595,75,44,59,92,182,612,durenja01
Damion Lee,30,PHX,SG,74,5,1506,200,452,110,247,90,205,0.564,94,104,39,186,225,99,30,7,78,118,604,leeda03
Cam Thomas,21,BKN,SG,57,4,948,201,456,51,133,150,323,0.497,151,174,8,87,95,78,20,7,63,55,604,thomaca02
Karl-Anthony Towns,27,MIN,PF,29,29,957,212,428,60,164,152,264,0.565,118,135,48,188,236,140,20,17,86,111,602,townska01
Moritz Wagner,25,ORL,C,57,18,1109,198,396,51,163,147,233,0.564,153,182,69,190,259,84,37,13,68,136,600,wagnemo01
