Player,Age,Team,Pos,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,playerID
DeMar DeRozan,33,CHI,SF,74,74,2682,11.9,23.7,0.8,2.6,11.1,21.1,8.3,9.5,0.6,5.6,6.2,6.8,1.5,0.7,2.8,3.4,33,119,113,derozde01
Scottie Barnes,21,TOR,SF,77,76,2678,8.5,18.8,1.2,4.1,7.4,14.6,3.5,4.5,3.3,6.1,9.5,6.8,1.5,1.1,2.8,3.1,21.8,113,115,barnesc01
Harrison Barnes,30,SAC,PF,82,82,2662,6.7,14.2,2.4,6.3,4.3,7.9,6.3,7.4,1.6,5,6.6,2.3,1,0.2,1.5,1.9,22.1,126,119,barneha02
Pascal Siakam,28,TOR,PF,71,71,2652,11.7,24.5,1.7,5.4,10,19.1,6.8,8.8,2.4,7.9,10.4,7.7,1.2,0.7,3.2,4.3,32.1,118,115,siakapa01
CJ McCollum,31,NOP,PG,75,75,2649,10.7,24.6,3.9,9.9,6.9,14.7,3.3,4.4,1,5,6,7.8,1.3,0.7,3.3,2.8,28.7,110,115,mccolcj01
Franz Wagner,21,ORL,SF,80,80,2609,10,20.7,2.4,6.7,7.6,14,5,6,1.3,4.8,6.1,5.2,1.4,0.3,3.1,3.4,27.5,115,116,wagnefr01
Jalen Green,20,HOU,SG,76,76,2602,10.5,25.3,3.5,10.3,7.1,15,6.8,8.6,0.8,4.5,5.3,5.2,1.1,0.3,3.7,2.4,31.4,109,122,greenja05
Bam Adebayo,25,MIA,C,75,75,2598,11.6,21.4,0,0.2,11.5,21.2,6.2,7.7,3.5,9.7,13.2,4.6,1.7,1.2,3.6,4,29.3,115,111,adebaba01
Trae Young,24,ATL,PG,73,73,2541,11.2,26.1,2.9,8.6,8.3,17.4,10.6,12,1.1,3,4.1,13.9,1.5,0.2,5.6,2,35.9,116,119,youngtr01
Fred VanVleet,28,TOR,PG,69,69,2535,8.5,21.7,4,11.8,4.5,9.9,5,5.5,0.6,4.9,5.5,9.7,2.4,0.7,2.7,3.8,26,117,114,vanvlfr01
Buddy Hield,30,IND,SF,80,73,2482,9.1,19.9,5.5,12.9,3.6,6.9,2,2.5,1.3,6.4,7.7,4.3,1.8,0.5,2.7,3,25.7,115,118,hieldbu01
RJ Barrett,22,NYK,SG,73,73,2475,10.2,23.5,2.4,7.8,7.8,15.7,5.8,7.8,1.2,6.2,7.3,4,0.6,0.3,3.3,3.6,28.6,107,118,barrerj01
Jordan Poole,23,GSW,PG,82,43,2458,10.6,24.6,4.1,12.2,6.5,12.3,6.9,8,0.6,3.7,4.3,7.1,1.2,0.4,4.8,4.1,32.2,109,117,poolejo01
Josh Hart,27,TOT,SF,76,52,2454,5.5,10.4,1.2,3.3,4.3,7.1,2.6,3.5,2.8,9,11.8,5.8,1.8,0.4,2.3,3.9,14.8,125,116,hartjo01
Jabari Smith Jr.,19,HOU,PF,79,79,2451,7.2,17.6,2.4,7.7,4.8,9.9,3.2,4.1,2.4,8.8,11.3,2,0.9,1.5,2.1,4.5,20,108,119,smithja05
Trey Murphy III,22,NOP,SF,79,65,2448,7.7,15.8,4,9.8,3.7,6,3.4,3.8,1.2,4.4,5.6,2.2,1.8,0.9,1.2,3.1,22.7,128,114,murphtr02
Darius Garland,23,CLE,PG,69,69,2447,10.7,23.1,3.5,8.4,7.2,14.7,5.7,6.6,0.6,3.2,3.8,11,1.7,0.2,4.1,3,30.5,118,113,garlada01
Tobias Harris,30,PHI,SF,74,74,2436,8.6,17.2,2.6,6.6,6,10.6,2.3,2.6,1.4,7.3,8.6,3.8,1.4,0.8,1.8,3,22.1,118,114,harrito02
De'Aaron Fox,25,SAC,PG,73,73,2435,13.4,26.2,2.3,7.2,11.1,18.9,6.7,8.6,0.8,5.2,6,8.8,1.6,0.5,3.6,3.4,35.9,119,117,foxde01
Donovan Mitchell,26,CLE,SG,68,68,2432,14,28.9,5.1,13.1,9,15.8,6.6,7.6,1.3,4.7,6,6.2,2,0.6,3.7,3.5,39.6,118,111,mitchdo01
Paolo Banchero,20,ORL,PF,72,72,2430,9.5,22.3,1.7,5.7,7.8,16.6,7.8,10.6,1.7,8.2,9.9,5.4,1.2,0.8,4,3.2,28.6,105,114,banchpa01
Jaden McDaniels,22,MIN,SF,79,79,2416,7.3,14.1,2.1,5.3,5.2,8.8,2.1,2.8,1.8,4.2,6,2.9,1.5,1.5,2.2,5.3,18.7,115,115,mcdanja02
Shai Gilgeous-Alexander,24,OKC,PG,68,68,2416,13.8,27.2,1.1,3.3,12.7,23.8,13.2,14.5,1.2,5.3,6.5,7.3,2.2,1.3,3.8,3.8,42,125,113,gilgesh01
Royce O'Neale,29,BKN,SF,76,53,2409,4.6,12,3.3,8.5,1.3,3.5,1,1.4,1.1,6.7,7.8,5.7,1.3,1,2.3,4.8,13.6,108,115,onealro01
Jaylen Brown,26,BOS,SF,67,67,2405,13.8,28,3.3,9.9,10.5,18.2,5.3,7,1.6,7.7,9.3,4.7,1.5,0.5,4,3.5,36.2,110,111,brownja02
Luka Dončić,23,DAL,PG,66,66,2391,14.9,30.1,3.8,11.2,11.1,18.9,10.7,14.4,1.1,10.7,11.8,11,1.9,0.7,4.9,3.5,44.4,120,113,doncilu01
OG Anunoby,25,TOR,SF,67,67,2386,8.7,18.3,2.9,7.6,5.8,10.7,2.9,3.5,2,4.9,6.9,2.7,2.7,1,2.7,4.1,23.3,113,113,anunoog01
Keegan Murray,22,SAC,SF,80,78,2382,7.1,15.7,4.1,10.1,3,5.6,1.2,1.6,1.8,5.7,7.5,2,1.2,0.8,1.2,3.3,19.6,119,117,murrake02
Kentavious Caldwell-Pope,29,DEN,SG,76,76,2381,6,13,2.8,6.6,3.2,6.4,2.1,2.6,0.7,3.6,4.3,3.8,2.3,0.7,1.8,3,16.9,117,115,caldwke01
P.J. Washington,24,CHA,PF,73,73,2380,8.7,19.6,3,8.6,5.7,11,2.5,3.5,1.5,5.7,7.2,3.5,1.3,1.6,2.2,3.9,22.9,107,116,washipj01
Jalen Brunson,26,NYK,PG,68,68,2379,12.2,24.8,2.8,6.7,9.4,18.1,6.8,8.1,0.8,4.2,5,8.7,1.3,0.3,3,3.2,33.9,125,117,brunsja01
Brook Lopez,34,MIL,C,78,78,2373,9.6,18.1,2.7,7.3,6.9,10.8,3,3.8,3.2,7.3,10.5,2,0.7,3.9,2.2,4.1,24.9,122,109,lopezbr01
Josh Giddey,20,OKC,PF,76,76,2367,10.8,22.4,1.5,4.7,9.3,17.7,2.1,2.9,3,9.1,12,9.4,1.1,0.6,4.2,2.9,25.3,109,114,giddejo01
Reggie Bullock,31,DAL,SF,78,55,2364,4,9.9,3.2,8.3,0.9,1.5,0.5,0.8,0.7,5.3,6,2.3,1.1,0.3,0.8,3.5,11.8,116,119,bullore01
Immanuel Quickley,23,NYK,SG,81,21,2344,8.8,19.7,3.5,9.6,5.3,10.2,4.3,5.2,1.2,5.9,7.1,5.9,1.7,0.3,2.1,3.5,25.5,122,115,quickim01
Tyler Herro,23,MIA,SG,67,67,2337,10.4,23.7,4.3,11.5,6.1,12.2,3.6,3.9,0.6,7.1,7.7,6,1.1,0.3,3.4,2.2,28.7,109,115,herroty01
Patrick Williams,21,CHI,PF,82,65,2323,6.6,14.2,2.4,5.8,4.2,8.4,1.9,2.2,1.6,5.2,6.9,2.1,1.5,1.5,2.1,3.1,17.5,108,113,willipa01
Nikola Jokić,27,DEN,C,69,69,2323,13.6,21.5,1.2,3.1,12.4,18.4,7.2,8.7,3.5,13.7,17.2,14.3,1.8,1,5.2,3.7,35.6,134,110,jokicni01
Derrick White,28,BOS,SG,82,70,2319,7.4,15.9,3.1,8.2,4.2,7.7,3.5,4,1.1,5.1,6.2,6.7,1.1,1.6,2,3.7,21.4,124,112,whitede01
Jaden Ivey,20,DET,SG,74,73,2304,8.6,20.7,2.5,7.4,6.1,13.3,5.6,7.5,1.5,4.5,6.1,8.1,1.3,0.4,5,5.1,25.3,103,121,iveyja01
D'Angelo Russell,26,TOT,PG,71,71,2304,9.2,19.5,4,10.1,5.2,9.4,3.7,4.5,0.7,3.7,4.4,9,1.4,0.6,3.8,2.9,26,116,116,russeda01
Draymond Green,32,GSW,PF,73,73,2297,5.1,9.7,0.8,2.7,4.3,7.1,1.6,2.2,1.4,9.4,10.8,10.3,1.5,1.2,4.2,4.7,12.7,114,112,greendr01
KJ Martin,22,HOU,SF,82,49,2292,8.7,15.2,1.4,4.6,7.2,10.7,3.2,4.7,2.7,6.9,9.6,2.6,0.9,0.6,1.9,3.1,22,126,121,martike04
Joel Embiid,28,PHI,C,66,66,2284,15.8,28.8,1.4,4.3,14.4,24.5,14.3,16.7,2.5,12.1,14.5,5.9,1.4,2.4,4.9,4.4,47.4,124,109,embiijo01
Bruce Brown,26,DEN,SF,80,31,2280,7.7,15.9,2,5.4,5.7,10.4,2.5,3.3,1.4,5.7,7,5.7,1.9,1.1,2.6,4.1,19.8,113,114,brownbr01
Klay Thompson,32,GSW,SF,69,69,2279,11.3,25.9,6.2,15.1,5.1,10.8,2.4,2.7,0.8,5.1,5.9,3.4,1,0.6,2.5,2.7,31.3,110,117,thompkl01
Jalen Williams,21,OKC,SG,75,62,2276,8.6,16.6,1.5,4.3,7.1,12.3,3.2,4,1.8,5.3,7,5.2,2.1,0.7,2.6,4,22,118,114,willija06
Lauri Markkanen,25,UTA,PF,66,66,2273,12,24.1,4.2,10.7,7.8,13.3,7.3,8.4,2.7,9.2,12,2.6,0.9,0.8,2.7,2.9,35.5,125,116,markkla01
Max Strus,26,MIA,SF,80,33,2272,7.1,17.3,4.3,12.4,2.8,5,1.7,2,1.1,4.6,5.7,3.8,0.9,0.3,1.5,3.6,20.3,113,117,strusma01
Luguentz Dort,23,OKC,SF,74,73,2272,7.1,18.3,2.8,8.6,4.3,9.7,4.2,5.4,2.7,4.5,7.2,3.2,1.6,0.5,1.9,5.1,21.2,109,116,dortlu01
Nic Claxton,23,BKN,C,76,76,2271,8.9,12.6,0,0,8.9,12.6,2.9,5.3,4,11.1,15.1,3.1,1.4,4.1,2.1,4.6,20.7,132,108,claxtni01
Jerami Grant,28,POR,PF,63,63,2246,9.4,19.8,3.1,7.8,6.3,12,6,7.4,1.1,5,6.1,3.3,1.1,1.1,2.5,3.3,28,117,120,grantje01
Kyrie Irving,30,TOT,SG,60,60,2241,13,26.4,4.1,10.9,8.9,15.5,5.4,6,1.3,5.4,6.7,7.3,1.4,1,2.8,3.6,35.6,121,116,irvinky01
Kyle Kuzma,27,WAS,PF,64,64,2239,11.1,24.8,3.5,10.5,7.7,14.4,3.8,5.2,1.2,8.9,10.1,5.2,0.8,0.6,4.1,3.2,29.5,103,117,kuzmaky01
Caris LeVert,28,CLE,SG,74,30,2237,7.2,16.6,2.8,7.3,4.3,9.4,2.9,4,1.2,5.1,6.3,6.4,1.6,0.5,2.6,3.8,20.1,111,112,leverca01
Bennedict Mathurin,20,IND,SG,78,17,2222,8.8,20.3,2.1,6.6,6.7,13.7,8,9.7,1.9,4.9,6.8,2.5,1,0.3,3.2,3.5,27.8,109,121,mathube01
Terry Rozier,28,CHA,SG,63,63,2221,10.6,25.5,3.5,10.8,7,14.6,3.8,4.7,1.1,4.5,5.6,6.8,1.6,0.3,2.9,2.6,28.5,106,117,roziete01
Jarrett Allen,24,CLE,C,68,68,2220,9.1,14.1,0,0.2,9.1,13.9,3.7,5,5,10.1,15,2.6,1.2,1.9,2.1,3.5,21.9,132,108,allenja01
Dillon Brooks,27,MEM,SF,73,73,2214,8.4,21.3,3.1,9.4,5.3,11.8,2.6,3.3,1,4.3,5.2,4.1,1.4,0.3,2.2,5.1,22.5,102,114,brookdi01
Kevin Huerter,24,SAC,SG,75,75,2203,9.1,18.8,4.5,11.1,4.7,7.7,2.1,2.8,0.9,4.5,5.5,4.8,1.7,0.5,2.1,3.9,24.8,119,117,huertke01
Jrue Holiday,32,MIL,PG,67,65,2183,10.7,22.4,3.5,9,7.3,13.4,3.3,3.9,1.7,5.7,7.5,10.8,1.7,0.5,4.3,2.5,28.2,118,112,holidjr01
Alperen Şengün,20,HOU,C,75,72,2171,9.9,17.8,0.4,1.3,9.4,16.6,4.6,6.4,5.4,9.7,15.1,6.5,1.6,1.6,4.3,5.8,24.8,118,117,sengual01
Anfernee Simons,23,POR,SG,62,62,2171,10.5,23.4,4.8,12.6,5.7,10.8,3.6,4,0.4,3.2,3.6,5.7,0.9,0.3,2.9,3.2,29.3,113,123,simonan01
Ivica Zubac,25,LAC,C,76,76,2170,7.4,11.6,0,0,7.4,11.6,3.7,5.4,5.3,11.7,17.1,1.7,0.7,2.2,2.6,4.9,18.5,125,112,zubaciv01
Killian Hayes,21,DET,PG,76,56,2154,6.9,18.3,1.8,6.4,5.1,11.9,2.1,2.5,0.6,4.3,5,10.6,2.3,0.6,3.9,4.9,17.7,98,118,hayeski01
Tim Hardaway Jr.,30,DAL,SF,71,45,2152,7.9,19.6,4.9,12.7,3,6.9,2.9,3.8,0.5,5.3,5.8,3,1.1,0.3,1.4,2.8,23.5,110,119,hardati02
De'Anthony Melton,24,PHI,SG,77,58,2150,6.4,15,3.6,9.3,2.8,5.7,1.6,2,1.6,5.6,7.2,4.5,2.9,0.9,2.4,4.4,18,111,111,meltode01
Rudy Gobert,30,MIN,C,70,70,2148,8,12.1,0,0.1,8,12,4.8,7.5,5.1,12.9,18,1.9,1.2,2.1,2.7,4.6,20.8,127,109,goberru01
Jimmy Butler,33,MIA,PF,64,64,2138,11.2,20.7,0.8,2.4,10.3,18.3,11,12.9,3.3,5.5,8.7,7.9,2.7,0.5,2.4,1.9,34.2,135,112,butleji01
James Harden,33,PHI,PG,58,58,2135,8.6,19.5,3.7,9.7,4.9,9.8,7.3,8.4,0.9,7.3,8.2,14.3,1.6,0.7,4.5,2.6,28.2,123,113,hardeja01
Jamal Murray,25,DEN,PG,65,65,2133,10.8,23.9,3.9,9.9,6.9,14,4.1,5,1.1,4.8,5.9,9.2,1.5,0.4,3.3,2.4,29.8,116,116,murraja01
John Collins,25,ATL,PF,71,71,2130,8,15.8,1.6,5.4,6.5,10.5,3.2,4,1.7,8.6,10.3,1.9,0.9,1.6,1.8,4.9,20.8,117,115,collijo01
Saddiq Bey,23,TOT,SF,77,37,2129,8,18.9,3.4,9.5,4.6,9.5,4.6,5.4,2.2,6,8.2,2.7,1.6,0.3,1.6,2.8,24.1,117,119,beysa01
De'Andre Hunter,25,ATL,SF,67,67,2126,8.5,18.4,2.2,6.4,6.3,12,3.8,4.6,1,5.3,6.4,2.1,0.8,0.4,1.8,4.5,23.1,112,119,huntede01
Russell Westbrook,34,TOT,PG,73,24,2126,9.7,22.3,2,6.4,7.7,15.9,4.6,7.1,2,7.5,9.5,12.4,1.7,0.7,5.7,3.6,26.1,104,113,westbru01
Quentin Grimes,22,NYK,SG,71,66,2121,6.6,14,3.7,9.5,2.9,4.5,1.8,2.3,1.1,4.2,5.3,3.5,1.1,0.6,1.6,4.1,18.6,125,117,grimequ01
Kristaps Porziņģis,27,WAS,C,65,65,2120,11.6,23.4,3.1,8.2,8.5,15.2,8.1,9.6,2.6,9.9,12.5,4,1.3,2.3,3.1,4.5,34.6,121,113,porzikr01
Gary Trent Jr.,24,TOR,SG,66,44,2118,9.5,21.8,3.9,10.5,5.6,11.3,4,4.8,0.7,3.3,4,2.5,2.4,0.3,1.3,2.4,26.8,116,116,trentga02
Damian Lillard,32,POR,PG,58,58,2107,12.9,27.8,5.6,15.2,7.2,12.6,11.8,12.9,1,5.4,6.4,9.8,1.2,0.4,4.4,2.5,43.1,126,121,lillada01
Ayo Dosunmu,23,CHI,SG,80,51,2098,6.5,13.2,1.4,4.4,5.2,8.8,1.5,1.9,1,4.1,5.1,4.8,1.4,0.6,2.3,4.2,16,109,115,dosunay01
Corey Kispert,23,WAS,SF,74,45,2093,6.8,13.6,3.8,8.9,3,4.7,1.7,2,0.8,4,4.8,2,0.7,0.2,1.3,2.3,19.1,124,120,kispeco01
Malik Beasley,26,TOT,SG,81,27,2093,8.4,21.3,5.4,15,3.1,6.4,1.1,1.5,0.8,5.6,6.4,2.8,1.5,0.2,2,2.4,23.3,105,117,beaslma01
Caleb Martin,27,MIA,SF,71,49,2077,6.1,13.2,2,5.7,4.1,7.5,2.2,2.7,2.1,6.1,8.3,2.8,1.7,0.7,1.9,3.5,16.4,113,113,martica02
Andrew Nembhard,23,IND,SG,75,63,2073,6.5,14.7,2.1,6,4.4,8.7,1.1,1.4,0.8,3.8,4.6,7.8,1.6,0.3,2.9,4.1,16.2,108,120,nembhan01
Keldon Johnson,23,SAS,SF,63,63,2063,11.5,25.5,3.1,9.3,8.4,16.2,5.6,7.5,1.3,6,7.3,4.2,1.1,0.3,3.1,2.9,31.7,108,122,johnske04
Aaron Gordon,27,DEN,PF,68,68,2055,10.2,18.1,1.4,4.1,8.8,14,4.5,7.5,3.9,6.7,10.6,4.8,1.3,1.2,2.3,3.1,26.4,124,115,gordoaa01
Mason Plumlee,32,TOT,C,79,60,2054,7.7,11.3,0,0,7.7,11.3,4.6,7.3,5.3,11,16.3,5.7,1.1,1.1,2.7,5.1,20,134,114,plumlma01
Grant Williams,24,BOS,PF,79,23,2045,5.1,11.3,2.7,6.9,2.4,4.4,2.2,2.9,2.1,6.6,8.7,3.1,1,0.7,2,4.6,15.3,118,113,willigr01
Deandre Ayton,24,PHX,C,67,67,2035,12.5,21.3,0.2,0.6,12.4,20.7,3.7,4.8,4.1,11.9,16,2.8,0.9,1.3,2.9,4.6,28.9,119,111,aytonde01
Mike Conley,35,TOT,PG,67,66,2029,6.1,14.3,3.2,8.2,3,6.1,3.3,4,0.8,3.5,4.3,10.6,1.7,0.3,2.4,3.3,18.7,125,118,conlemi01
Giannis Antetokounmpo,28,MIL,PF,63,63,2024,16.7,30.1,1.1,4,15.6,26.1,11.7,18.2,3.2,14.3,17.5,8.5,1.2,1.2,5.8,4.6,46.2,117,108,antetgi01
Kevin Porter Jr.,22,HOU,PG,59,59,2024,9.4,21.2,3.4,9.2,6,12,5,6.3,1.8,5.7,7.5,8.1,2,0.4,4.5,3.7,27.1,112,120,porteke02
Deni Avdija,22,WAS,SF,76,40,2020,6.1,14,1.7,5.6,4.4,8.4,2.9,4,1.8,10,11.7,5.1,1.6,0.7,3,5,16.8,106,114,avdijde01
Tyrese Maxey,22,PHI,SG,60,41,2016,10.8,22.4,3.9,9.1,6.9,13.4,4.4,5.2,0.6,3.8,4.3,5.2,1.2,0.2,2,3.2,29.9,120,117,maxeyty01
Dorian Finney-Smith,29,TOT,PF,66,66,2009,4.8,12.3,2.8,8.3,2,4,1.1,1.5,2.8,5,7.8,2.5,1.4,0.9,1.5,3.5,13.5,109,117,finnedo01
Jordan Clarkson,30,UTA,SG,61,61,1988,11,24.8,3.7,11,7.3,13.7,4.8,5.9,1.7,4.2,5.9,6.5,0.8,0.3,4.5,2.9,30.5,109,120,clarkjo01
Dennis Schröder,29,LAL,PG,66,50,1986,6.4,15.5,1.8,5.4,4.7,10.1,5.2,6,0.5,3.4,3.9,7.1,1.2,0.2,2.7,3.5,19.8,112,117,schrode01
Tre Jones,23,SAS,PG,68,65,1984,8.1,17.7,1.1,3.8,7,13.9,3.5,4.1,1.3,4.5,5.8,10.7,2.1,0.2,2.6,2.3,20.8,117,120,jonestr01
Grayson Allen,27,MIL,SG,72,70,1972,5.9,13.5,3.5,8.9,2.4,4.6,2.8,3.1,1.5,4.3,5.7,3.9,1.5,0.3,1.7,2.8,18.2,123,114,allengr01
Jonas Valančiūnas,30,NOP,C,79,79,1968,11,20.1,0.9,2.7,10,17.4,4.6,5.5,5.5,14.3,19.8,3.4,0.5,1.3,3.9,6,27.5,116,110,valanjo01
Eric Gordon,34,TOT,SG,69,58,1965,7.2,16.2,3.3,8.8,3.9,7.3,3.5,4.3,0.4,2.9,3.3,4.5,1.1,0.6,2.6,1.9,21.2,115,122,gordoer01
Kevon Looney,26,GSW,C,82,70,1958,5.8,9.3,0,0,5.8,9.2,2.3,3.7,6.6,11.7,18.3,5,1.3,1.2,1.1,5.4,13.9,147,111,looneke01
Kyle Anderson,29,MIN,PF,69,46,1957,6.1,12,1,2.5,5.1,9.5,2.4,3.3,1.6,7.3,8.9,8.1,1.9,1.5,2.5,3.5,15.7,120,112,anderky01
Marcus Smart,28,BOS,PG,61,61,1957,6.2,15,2.9,8.5,3.4,6.5,2.2,2.9,1.1,3.6,4.8,9.5,2.3,0.6,3.6,4.3,17.5,111,112,smartma01
LeBron James,38,LAL,PF,55,54,1954,14.8,29.6,2.9,9.1,11.8,20.4,6.1,7.9,1.6,9.5,11.1,9.1,1.2,0.8,4.3,2.1,38.6,114,113,jamesle01
Herbert Jones,24,NOP,PF,66,66,1951,5.8,12.4,1.4,4.1,4.4,8.3,3.1,4,2.4,4.3,6.7,4,2.6,1,2.2,5.2,16.1,115,112,joneshe01
Torrey Craig,32,PHX,PF,79,60,1948,5.7,12.5,2.5,6.3,3.2,6.2,0.8,1.1,3.6,7,10.7,2.9,1.3,1.6,1.8,4.5,14.8,116,113,craigto01
Ja Morant,23,MEM,PG,61,59,1948,13.8,29.6,2.2,7.3,11.6,22.3,9.1,12.1,1.5,7.2,8.7,12,1.6,0.4,5,2.4,38.9,114,112,moranja01
Kelly Olynyk,31,UTA,C,68,68,1942,6.8,13.7,2.3,5.8,4.6,7.9,4.9,5.7,2,8.3,10.3,6.2,1.5,0.9,4.1,5.7,20.8,118,115,olynyke01
Stephen Curry,34,GSW,PG,56,56,1941,13.6,27.6,6.6,15.5,7,12,6.3,6.8,0.9,7.3,8.3,8.6,1.3,0.5,4.4,2.8,40.1,123,115,curryst01
Tyus Jones,26,MEM,PG,80,22,1940,7.6,17.4,3,8,4.7,9.4,2,2.4,0.7,4.2,4.9,10.2,2,0.1,1.8,0.8,20.1,122,113,jonesty01
Paul George,32,LAC,SF,56,56,1939,11.6,25.4,4,10.8,7.6,14.6,6.5,7.4,1.1,7.5,8.6,7.3,2.1,0.5,4.4,4,33.7,113,113,georgpa01
Al Horford,36,BOS,C,63,63,1922,5.8,12.1,3.7,8.2,2.1,3.9,0.4,0.5,1.9,8,9.9,4.8,0.8,1.5,0.9,3.1,15.6,133,112,horfoal01
P.J. Tucker,37,PHI,PF,75,75,1920,2.5,5.8,1.4,3.6,1.1,2.2,0.5,0.6,2.5,5.2,7.6,1.5,1,0.4,1.1,4.6,6.9,117,116,tuckepj01
Jalen McDaniels,25,TOT,SF,80,24,1913,7.1,15.5,1.9,5.8,5.1,9.7,2.9,3.5,1.6,7.1,8.7,3.3,2.1,0.9,2.3,5.2,18.9,108,114,mcdanja01
Jakob Poeltl,27,TOT,C,72,71,1906,9.8,15.6,0,0,9.8,15.5,3,5.1,5.9,10.5,16.5,5,1.7,2.2,3.1,4.9,22.6,123,114,poeltja01
Anthony Davis,29,LAL,C,56,54,1904,13.5,23.9,0.5,1.8,13,22.1,8.7,11,4.9,12.6,17.5,3.7,1.5,2.8,3,3.6,36.1,124,108,davisan02
Donte DiVincenzo,26,GSW,SG,72,36,1894,5.9,13.5,3.7,9.4,2.1,4,1.4,1.8,2,6.1,8.1,6.3,2.4,0.2,2.8,3.3,16.9,117,113,divindo01
Bojan Bogdanović,33,DET,PF,59,59,1893,11,22.6,3.7,9,7.3,13.5,6.9,7.8,0.9,4.8,5.7,3.9,0.9,0.2,3.5,2.9,32.6,118,122,bogdabo02
Chris Paul,37,PHX,PG,59,59,1889,7.6,17.3,2.5,6.8,5.1,10.5,3.4,4.1,0.7,5.8,6.5,13.6,2.4,0.6,2.9,3.3,21.2,122,112,paulch01
Tyrese Haliburton,22,IND,PG,56,56,1883,10.4,21.2,4.1,10.1,6.3,11.1,4.4,5.1,0.8,4.3,5.2,14.7,2.3,0.6,3.6,1.7,29.2,129,118,halibty01
Jarred Vanderbilt,23,TOT,PF,78,65,1879,6.3,11.4,0.7,2.3,5.5,9.2,2.4,3.5,4.3,10.4,14.8,4.7,2.1,0.5,2.5,4.8,15.7,123,112,vandeja01
Terance Mann,26,LAC,SG,81,36,1872,7.1,13.7,2,5.2,5.1,8.5,2.4,3.1,2,5.2,7.2,4.8,1.1,0.6,2.1,3.9,18.7,123,117,mannte01
Troy Brown Jr.,23,LAL,SF,76,45,1860,5.1,11.8,2.7,7.2,2.4,4.7,0.9,1,1.6,6.3,7.8,2.4,1.5,0.4,1.2,3.1,13.8,113,115,browntr01
Onyeka Okongwu,22,ATL,C,80,18,1849,8.2,12.8,0.1,0.3,8.1,12.5,3.9,5.1,5.6,9.3,14.9,2.1,1.4,2.8,2.1,6.5,20.4,134,112,okongon01
Austin Reaves,24,LAL,SG,64,22,1843,6.7,12.6,2.2,5.6,4.4,7,5.9,6.8,0.8,4.1,5,5.5,0.8,0.5,2.5,2.8,21.4,129,117,reaveau01
Desmond Bane,24,MEM,SG,58,58,1841,11.6,24.2,4.3,10.5,7.3,13.7,4.7,5.3,1.1,6.4,7.5,6.6,1.4,0.6,3.3,3.9,32.2,119,113,banede01
Devin Booker,26,PHX,SG,53,53,1835,14,28.4,3,8.4,11.1,20,8.1,9.5,1.2,5.2,6.4,7.8,1.4,0.5,3.9,4.2,39.2,119,115,bookede01
Marcus Morris,33,LAC,PF,65,65,1825,7.4,17.3,3,8.3,4.3,9,1.8,2.3,0.8,6.1,6.9,3.1,1.1,0.6,1.5,3.7,19.5,108,116,morrima03
